site_id,rotation,crop,nrate_kgha,year,leaching_kgha,nyear_leach_kgha_tot,yield_soy_buac,yield_maize_buac,pre_leaching_kgha,in_leaching_kgha,post_leaching_kgha
klad,sc,soy,168,2001,6.8,NA,24.485,0,0,2,4.8
klad,sc,corn,168,2002,13.3,22.9,0,178.312,1.8,1.1,10.4
klad,sc,soy,168,2003,8.9,NA,29.6,0,6,1.6,1.2
klad,sc,corn,168,2004,10.6,16.5,0,209.88,2.6,0.3,7.7
klad,sc,soy,168,2005,5.1,NA,27.884,0,4.7,0.4,0
klad,sc,corn,168,2006,11.8,24.4,0,162.618,3.4,2.4,6
klad,sc,soy,168,2007,11,NA,33.459,0,6.6,0,4.4
klad,sc,corn,168,2008,9.4,7.9,0,214.257,5,0.7,3.6
klad,sc,soy,168,2009,3.4,NA,32.85,0,2.5,0.9,0
klad,sc,corn,168,2010,7.5,22.299999999999997,0,187.903,0.2,0,7.2
klad,sc,soy,168,2011,14.2,NA,31.871,0,8.5,0.8,4.8
klad,sc,corn,168,2012,2.4,12.7,0,197.073,1,0,1.4
klad,sc,soy,168,2013,9.4,NA,30.591,0,6.7,0.4,2.3
klad,sc,corn,168,2014,9.4,18.3,0,171.505,1.9,1.5,6
klad,sc,soy,168,2015,10.5,NA,20.627,0,7.9,1.2,1.3
klad,sc,corn,168,2016,1,17.1,0,166.325,0.4,0,0.6
klad,sc,soy,168,2017,13.5,NA,36.808,0,9.4,1.1,3
klad,sc,corn,168,2018,11.4,NA,0,179.043,3,0,8.4
klad,sc,soy,168,2019,12.1,NA,27.581,0,9.6,1.2,1.3
klad,sc,corn,224,2000,9.5,17.1,0,177.784,2.5,0.8,6.2
klad,sc,soy,224,2001,8.1,NA,24.73,0,0,2.8,5.3
klad,sc,corn,224,2002,20.1,33.699999999999996,0,178.36,2,1.7,16.3
klad,sc,soy,224,2003,12.9,NA,30.111,0,9.4,2.2,1.3
klad,sc,corn,224,2004,16.7,26.900000000000002,0,210.116,2.8,0.5,13.4
klad,sc,soy,224,2005,9.3,NA,28.314,0,8.7,0.6,0
klad,sc,corn,224,2006,16.2,32.8,0,163.059,3.7,3.6,8.9
klad,sc,soy,224,2007,14.9,NA,33.971,0,10.3,0,4.6
klad,sc,corn,224,2008,12.7,12.9,0,214.502,5.4,0.8,6.4
klad,sc,soy,224,2009,5.5,NA,35.413,0,4.2,1.2,0
klad,sc,corn,224,2010,12.7,35.3,0,188.029,0.3,0,12.5
klad,sc,soy,224,2011,21.5,NA,33.223,0,14.6,1.2,5.8
klad,sc,corn,224,2012,3.5,18.9,0,197.083,1.2,0,2.4
klad,sc,soy,224,2013,14.5,NA,31.325,0,11.5,0.6,2.4
klad,sc,corn,224,2014,12.8,25.5,0,171.726,2,2.2,8.5
klad,sc,soy,224,2015,14.3,NA,21.287,0,11.4,1.5,1.4
klad,sc,corn,224,2016,1.4,22.4,0,166.374,0.5,0,0.9
klad,sc,soy,224,2017,18.2,NA,37.14,0,13.8,1.2,3.1
klad,sc,corn,224,2018,16.3,NA,0,179.324,3.4,0,12.9
klad,sc,soy,224,2019,17.9,NA,26.874,0,14.9,1.6,1.4
klad,sc,corn,250,2000,10.6,18.7,0,177.825,2.5,0.9,7.1
klad,sc,soy,250,2001,8.6,NA,24.802,0,0,3.1,5.5
klad,sc,corn,250,2002,22.7,37.8,0,178.367,2.1,2,18.6
klad,sc,soy,250,2003,14.3,NA,30.335,0,10.7,2.3,1.3
klad,sc,corn,250,2004,19.6,31.9,0,210.22,2.9,0.7,16
klad,sc,soy,250,2005,11.3,NA,28.336,0,10.7,0.7,0
klad,sc,corn,250,2006,18.5,37.4,0,163.106,3.8,4.3,10.5
klad,sc,soy,250,2007,16.9,NA,34,0,12.1,0,4.8
klad,sc,corn,250,2008,14.2,15.1,0,214.585,5.7,0.8,7.7
klad,sc,soy,250,2009,6.4,NA,35.702,0,5,1.3,0
klad,sc,corn,250,2010,15.2,41.099999999999994,0,188.062,0.3,0,15
klad,sc,soy,250,2011,24.9,NA,33.829,0,17.4,1.3,6.1
klad,sc,corn,250,2012,4,21.799999999999997,0,197.088,1.3,0,2.8
klad,sc,soy,250,2013,16.8,NA,31.536,0,13.6,0.6,2.6
klad,sc,corn,250,2014,14.6,29.4,0,171.762,2.2,2.6,9.9
klad,sc,soy,250,2015,16.5,NA,21.445,0,13.2,1.7,1.5
klad,sc,corn,250,2016,1.5,24.7,0,166.391,0.5,0,1
klad,sc,soy,250,2017,20.2,NA,37.131,0,15.7,1.2,3.2
klad,sc,corn,250,2018,18.5,NA,0,179.366,3.6,0,14.9
klad,sc,soy,250,2019,20.5,NA,26.96,0,17.2,1.8,1.5
klad,sc,corn,300,2000,12.8,21.9,0,177.899,2.5,1.2,9
klad,sc,soy,300,2001,9.4,NA,24.968,0,0,3.5,5.9
klad,sc,corn,300,2002,28.7,47.3,0,178.377,2.3,2.5,23.9
klad,sc,soy,300,2003,17.8,NA,30.525,0,13.6,2.8,1.4
klad,sc,corn,300,2004,24.7,40.7,0,210.355,3.1,0.8,20.7
klad,sc,soy,300,2005,15,NA,28.459,0,14.2,0.8,0
klad,sc,corn,300,2006,23.3,45.9,0,163.131,4.2,5.6,13.5
klad,sc,soy,300,2007,20.8,NA,34.043,0,15.8,0,5
klad,sc,corn,300,2008,17.1,19.2,0,214.693,6,0.8,10.2
klad,sc,soy,300,2009,7.9,NA,36.209,0,6.6,1.3,0
klad,sc,corn,300,2010,20.1,52.50000000000001,0,188.07,0.3,0,19.8
klad,sc,soy,300,2011,31.3,NA,34.651,0,23.1,1.6,6.6
klad,sc,corn,300,2012,5,27.8,0,197.091,1.4,0,3.6
klad,sc,soy,300,2013,21.6,NA,32.027,0,17.7,0.8,3.1
klad,sc,corn,300,2014,18.4,37.7,0,171.824,2.6,3.3,12.5
klad,sc,soy,300,2015,21.2,NA,21.64,0,16.9,2.5,1.9
klad,sc,corn,300,2016,1.9,30.7,0,166.406,0.6,0,1.3
klad,sc,soy,300,2017,24.9,NA,37.316,0,19.7,1.2,4
klad,sc,corn,300,2018,24,NA,0,179.372,4.5,0,19.5
klad,sc,soy,300,2019,26.3,NA,27.123,0,22.6,2.1,1.6
klad,sc,corn,56,2000,3.5,5.5,0,172.939,2.5,0.1,0.9
klad,sc,soy,56,2001,3.2,NA,20.549,0,0,1,2.3
klad,sc,corn,56,2002,3.7,5.800000000000001,0,164.56,1.2,0.2,2.2
klad,sc,soy,56,2003,2.4,NA,22.998,0,1.3,0.5,0.6
klad,sc,corn,56,2004,3.6,5.3999999999999995,0,157.213,1,0.2,2.4
klad,sc,soy,56,2005,1.8,NA,26.127,0,1.5,0.2,0.1
klad,sc,corn,56,2006,2.4,9.3,0,160.843,1,0.3,1.1
klad,sc,soy,56,2007,4.5,NA,32.557,0,1.4,0,3.1
klad,sc,corn,56,2008,4.9,2.6999999999999997,0,163.481,3.4,0.6,0.9
klad,sc,soy,56,2009,1.3,NA,26.677,0,0.7,0.5,0
klad,sc,corn,56,2010,3.6,10.1,0,140.187,0,0,3.6
klad,sc,soy,56,2011,6.3,NA,30.26,0,4,0.4,1.8
klad,sc,corn,56,2012,0.9,5.2,0,135.791,0.3,0,0.6
klad,sc,soy,56,2013,3.7,NA,27.254,0,2.4,0.3,1
klad,sc,corn,56,2014,1.9,4,0,166.579,0.9,0.1,0.9
klad,sc,soy,56,2015,2.8,NA,15.096,0,1.1,0.3,1.3
klad,sc,corn,56,2016,0.4,7.2,0,163.864,0.3,0,0.1
klad,sc,soy,56,2017,4.7,NA,32.807,0,1.8,0.5,2.5
klad,sc,corn,56,2018,4.9,NA,0,152.985,2.3,0,2.6
klad,sc,soy,56,2019,5.5,NA,25.066,0,3.1,0.7,1.7
masa,sc,corn,0,2000,12.8,16.1,0,96.938,5.9,6.2,0.8
masa,sc,soy,0,2001,6.4,NA,39.048,0,3.4,2.3,0.7
masa,sc,corn,0,2002,3.3,5.5,0,151.196,2.7,0.4,0.2
masa,sc,soy,0,2003,3.1,NA,55.622,0,1.2,0.8,1.1
masa,sc,corn,0,2004,3.9,11.100000000000001,0,49.027,1.8,1.4,0.7
masa,sc,soy,0,2005,4.1,NA,65.993,0,1.7,0.9,1.5
masa,sc,corn,0,2006,6.4,12.2,0,107.273,4.9,1.3,0.2
masa,sc,soy,0,2007,3,NA,60.895,0,1.2,0.8,1.1
masa,sc,corn,0,2008,9.5,5.9,0,86.047,7.6,1.7,0.2
masa,sc,soy,0,2009,2.3,NA,49.035,0,1,0.6,0.8
masa,sc,corn,0,2010,3.4,7.199999999999999,0,123.014,1.6,1.4,0.3
masa,sc,soy,0,2011,3.6,NA,51.184,0,1.8,0.7,1.1
masa,sc,corn,0,2012,3,8.899999999999999,0,99.974,1.9,0.3,0.8
masa,sc,soy,0,2013,5.9,NA,43.499,0,3.7,1.6,0.5
masa,sc,corn,0,2014,2.6,5.2,0,60.852,2,0.5,0.1
masa,sc,soy,0,2015,2.7,NA,26.255,0,0.6,0.8,1.3
masa,sc,corn,0,2016,2.6,6.2,0,98.257,1.9,0.2,0.5
masa,sc,soy,0,2017,3.4,NA,56.782,0,2.1,0.9,0.3
masa,sc,corn,0,2018,2.9,NA,0,99.805,2.2,0.5,0.2
masa,sc,soy,0,2019,3.2,NA,46.257,0,1.4,1.1,0.7
masa,sc,corn,112,2000,21.3,34.6,0,132.676,5.9,12.3,3.1
masa,sc,soy,112,2001,15.9,NA,39.684,0,9.5,5.4,0.9
masa,sc,corn,112,2002,5.4,13,0,220.123,3.4,0.7,1.2
masa,sc,soy,112,2003,8.8,NA,56.952,0,4.6,2.6,1.6
masa,sc,corn,112,2004,8.1,13.399999999999999,0,135.185,2.3,4.8,1
masa,sc,soy,112,2005,4.5,NA,65.433,0,2.3,1.3,1
masa,sc,corn,112,2006,6.2,20.3,0,199.301,3,1.7,1.4
masa,sc,soy,112,2007,7.9,NA,61.523,0,4.6,1.9,1.4
masa,sc,corn,112,2008,15.4,16.5,0,142.481,9.3,4.9,1.3
masa,sc,soy,112,2009,8.1,NA,49.169,0,5,2,1.1
masa,sc,corn,112,2010,12.2,34.1,0,170.399,2.2,5.9,4
masa,sc,soy,112,2011,21.2,NA,55.336,0,14.7,4.4,2.1
masa,sc,corn,112,2012,5,13.8,0,205.852,3,0.4,1.5
masa,sc,soy,112,2013,9.5,NA,43.598,0,6.2,2.6,0.6
masa,sc,corn,112,2014,4.4,13.3,0,136.393,2.5,1.2,0.7
masa,sc,soy,112,2015,7.7,NA,26.767,0,2.7,2.4,2.6
masa,sc,corn,112,2016,8.5,21.7,0,184.717,3.7,1.7,3.1
masa,sc,soy,112,2017,12.7,NA,58.289,0,9.1,2.9,0.7
masa,sc,corn,112,2018,9.8,NA,0,189.228,4.2,3.3,2.3
masa,sc,soy,112,2019,13.7,NA,47.226,0,8.9,3.7,1.1
masa,sc,corn,168,2000,28.2,56.4,0,132.747,5.9,15.4,6.9
masa,sc,soy,168,2001,29.8,NA,39.855,0,18.6,10,1.3
masa,sc,corn,168,2002,10.3,34.6,0,220.627,4.2,1.5,4.6
masa,sc,soy,168,2003,25.1,NA,58.616,0,14.5,7.6,2.9
masa,sc,corn,168,2004,14.1,28.9,0,135.865,3.5,7.1,3.5
masa,sc,soy,168,2005,11,NA,66.771,0,5.8,2.8,2.4
masa,sc,corn,168,2006,22,51.7,0,199.333,7.3,7.3,7.4
masa,sc,soy,168,2007,26.1,NA,64.421,0,18.4,5.9,1.8
masa,sc,corn,168,2008,22.9,38.400000000000006,0,142.578,10.9,6.8,5.3
masa,sc,soy,168,2009,23.5,NA,49.85,0,16.5,5.5,1.5
masa,sc,corn,168,2010,19.8,57.099999999999994,0,170.514,2.8,9.2,7.8
masa,sc,soy,168,2011,36.4,NA,56.606,0,26.2,7.5,2.7
masa,sc,corn,168,2012,11.5,41.099999999999994,0,205.802,3.7,1.4,6.4
masa,sc,soy,168,2013,29.5,NA,44.956,0,20.6,7.6,1.2
masa,sc,corn,168,2014,10.9,39.1,0,135.986,3.9,2.5,4.4
masa,sc,soy,168,2015,26.4,NA,27.384,0,12.2,9.3,4.9
masa,sc,corn,168,2016,23.1,53.2,0,185.201,5.8,8.1,9.1
masa,sc,soy,168,2017,30.3,NA,60.37,0,22.3,6.9,1.1
masa,sc,corn,168,2018,21.6,NA,0,189.761,5.7,9.5,6.3
masa,sc,soy,168,2019,30.4,NA,48.882,0,21,7.8,1.6
masa,sc,corn,224,2000,35.1,78.39999999999999,0,132.821,5.9,18.4,10.8
masa,sc,soy,224,2001,44.1,NA,40.085,0,27.6,14.9,1.7
masa,sc,corn,224,2002,15.5,56.8,0,221.023,5,2.3,8.1
masa,sc,soy,224,2003,41.9,NA,58.731,0,24.6,13.2,4.1
masa,sc,corn,224,2004,23,50.2,0,136.236,4.5,9.4,9.2
masa,sc,soy,224,2005,23,NA,67.454,0,13.8,6.2,3
masa,sc,corn,224,2006,32.4,75.7,0,199.609,8.6,11.6,12.1
masa,sc,soy,224,2007,40,NA,65.47,0,29,8.9,2.1
masa,sc,corn,224,2008,30.4,61.7,0,142.68,12,8.5,9.9
masa,sc,soy,224,2009,39.9,NA,49.912,0,28.7,9.2,2
masa,sc,corn,224,2010,27.1,78.10000000000001,0,170.62,3.4,12.3,11.5
masa,sc,soy,224,2011,50.1,NA,56.69,0,36.6,10.2,3.3
masa,sc,corn,224,2012,17.7,66.5,0,205.704,4.2,2.4,11.1
masa,sc,soy,224,2013,47.9,NA,45.708,0,34,12.2,1.7
masa,sc,corn,224,2014,16.9,64.9,0,135.767,5.1,3.8,8
masa,sc,soy,224,2015,44.6,NA,27.754,0,21.1,15.5,7.9
masa,sc,corn,224,2016,39.4,86.7,0,185.658,8.6,15.2,15.5
masa,sc,soy,224,2017,48.8,NA,61.89,0,36.2,11,1.5
masa,sc,corn,224,2018,33.6,NA,0,190.254,7.3,16,10.2
masa,sc,soy,224,2019,46.7,NA,50.38,0,32.9,11.8,2
masa,sc,corn,250,2000,38.2,89.4,0,132.859,5.9,19.8,12.6
masa,sc,soy,250,2001,51.3,NA,40.198,0,31.8,17.5,2
masa,sc,corn,250,2002,18.5,67.6,0,221.137,5.7,2.8,9.9
masa,sc,soy,250,2003,50,NA,58.801,0,29.5,15.9,4.6
masa,sc,corn,250,2004,27.2,60,0,136.375,4.9,10.5,11.8
masa,sc,soy,250,2005,28.6,NA,67.486,0,17.5,7.8,3.3
masa,sc,corn,250,2006,36.9,86.3,0,199.733,9.1,13.5,14.2
masa,sc,soy,250,2007,46,NA,65.538,0,33.6,10.2,2.2
masa,sc,corn,250,2008,33.8,72.10000000000001,0,142.726,12.6,9.2,11.9
masa,sc,soy,250,2009,47.4,NA,49.941,0,34.2,10.9,2.2
masa,sc,corn,250,2010,30.7,88.5,0,170.67,3.7,13.7,13.3
masa,sc,soy,250,2011,56.9,NA,56.735,0,41.8,11.6,3.6
masa,sc,corn,250,2012,20.7,78.9,0,205.665,4.5,2.8,13.4
masa,sc,soy,250,2013,57,NA,46.056,0,40.6,14.4,2
masa,sc,corn,250,2014,20,77.80000000000001,0,151.16,5.7,4.4,9.9
masa,sc,soy,250,2015,53.5,NA,28.115,0,25.6,18.1,9.7
masa,sc,corn,250,2016,46.9,101.5,0,185.839,10.1,18.5,18.3
masa,sc,soy,250,2017,56.8,NA,62.381,0,42.2,12.8,1.8
masa,sc,corn,250,2018,38.9,NA,0,190.411,7.9,18.9,12
masa,sc,soy,250,2019,53.8,NA,50.888,0,38.1,13.6,2.1
masa,sc,corn,300,2000,44.3,112.3,0,132.781,5.9,22.3,16.1
masa,sc,soy,300,2001,66.2,NA,40.43,0,40.1,23.1,3
masa,sc,corn,300,2002,24.5,86.5,0,221.209,7.7,3.7,13
masa,sc,soy,300,2003,64.1,NA,59.136,0,38.3,20.3,5.5
masa,sc,corn,300,2004,35,78.2,0,136.654,5.7,12.4,16.9
masa,sc,soy,300,2005,39.1,NA,67.552,0,24.5,10.8,3.7
masa,sc,corn,300,2006,44.7,105.20000000000002,0,199.967,9.9,16.8,17.9
masa,sc,soy,300,2007,57,NA,65.674,0,42.1,12.5,2.5
masa,sc,corn,300,2008,39.4,90.89999999999999,0,142.804,13.4,10.5,15.6
masa,sc,soy,300,2009,60.5,NA,50.017,0,44,13.9,2.7
masa,sc,corn,300,2010,37.8,110.30000000000001,0,170.763,4.2,16.6,17
masa,sc,soy,300,2011,71.4,NA,56.826,0,52.7,14.3,4.4
masa,sc,corn,300,2012,27.2,104.1,0,205.608,5.3,3.8,18
masa,sc,soy,300,2013,75.3,NA,46.533,0,53.8,18.9,2.6
masa,sc,corn,300,2014,25.9,102.3,0,151.168,7,5.6,13.2
masa,sc,soy,300,2015,70.5,NA,28.237,0,33.8,24,12.8
masa,sc,corn,300,2016,61.6,131.2,0,186.157,12.9,24.8,24
masa,sc,soy,300,2017,73,NA,62.907,0,54.5,16.3,2.2
masa,sc,corn,300,2018,49.4,NA,0,190.58,9.4,24.5,15.4
masa,sc,soy,300,2019,67.6,NA,51.98,0,48.4,16.7,2.4
masa,sc,corn,56,2000,15.9,19.4,0,132.528,5.9,9.2,0.8
masa,sc,soy,56,2001,6.7,NA,38.89,0,3.5,2.4,0.7
masa,sc,corn,56,2002,3.6,4.3,0,203.629,2.8,0.4,0.2
masa,sc,soy,56,2003,2.8,NA,56.15,0,1.3,0.9,0.6
masa,sc,corn,56,2004,4.5,11.299999999999999,0,102.509,0.9,2.9,0.8
masa,sc,soy,56,2005,4,NA,65.48,0,1.9,1,1.1
masa,sc,corn,56,2006,4.9,9.7,0,181.452,3.6,1.1,0.2
masa,sc,soy,56,2007,2.8,NA,59.712,0,1.2,0.8,0.8
masa,sc,corn,56,2008,8.7,7.1000000000000005,0,122.1,5.6,2.9,0.2
masa,sc,soy,56,2009,2.4,NA,47.423,0,1.1,0.7,0.7
masa,sc,corn,56,2010,4.8,11.7,0,168.959,1.5,2.8,0.6
masa,sc,soy,56,2011,5.9,NA,51.858,0,3.3,1.2,1.4
masa,sc,corn,56,2012,3.7,10.3,0,198.782,2.4,0.3,1
masa,sc,soy,56,2013,7,NA,43.389,0,4.5,2,0.5
masa,sc,corn,56,2014,2.9,6.6,0,121.913,2,0.8,0.1
masa,sc,soy,56,2015,3.2,NA,26.135,0,0.7,0.8,1.7
masa,sc,corn,56,2016,3.3,6.8,0,178.58,2.5,0.2,0.7
masa,sc,soy,56,2017,4.2,NA,56.677,0,2.8,1.1,0.3
masa,sc,corn,56,2018,2.4,NA,0,169.04,1.7,0.5,0.2
masa,sc,soy,56,2019,3.2,NA,45.738,0,1.7,1.1,0.4
rand,sc,corn,0,2000,1.8,19.900000000000002,0,114.518,0,0.9,0.9
rand,sc,soy,0,2001,17.9,NA,65.795,0,12.8,4.8,0.3
rand,sc,corn,0,2002,0.8,8.8,0,123.911,0.2,0.5,0
rand,sc,soy,0,2003,8.3,NA,72.029,0,1.7,6.5,0
rand,sc,corn,0,2004,1.1,6.300000000000001,0,67.825,0.1,1,0
rand,sc,soy,0,2005,4.7,NA,68.19,0,0.6,3.9,0.3
rand,sc,corn,0,2006,0.6,11.8,0,78.253,0.5,0.1,0
rand,sc,soy,0,2007,11.5,NA,54.064,0,5.2,6.3,0
rand,sc,corn,0,2008,0.9,7.1,0,95.108,0.2,0.5,0.2
rand,sc,soy,0,2009,5.9,NA,59.096,0,1.1,4.6,0.2
rand,sc,corn,0,2010,2.3,17,0,71.173,0.5,1.4,0.5
rand,sc,soy,0,2011,15,NA,56.23,0,6.9,8.1,0
rand,sc,corn,0,2012,1,18.099999999999998,0,116.71,0.1,0.6,0.3
rand,sc,soy,0,2013,17.1,NA,55.34,0,6.6,10.5,0
rand,sc,corn,0,2014,1.5,6.300000000000001,0,68.021,0.1,1.3,0
rand,sc,soy,0,2015,4.7,NA,18.319,0,0.1,4.4,0.2
rand,sc,corn,0,2016,1.3,9.2,0,112.842,0.3,0.4,0.7
rand,sc,soy,0,2017,8,NA,66.127,0,2.2,5.7,0
rand,sc,corn,0,2018,1.7,NA,0,78.867,0.2,1.1,0.3
rand,sc,soy,0,2019,12.5,NA,55.644,0,8.6,3.9,0
rand,sc,corn,112,2000,2.6,30.299999999999997,0,162.629,0,1,1.5
rand,sc,soy,112,2001,27.5,NA,64.944,0,19.7,7.5,0.4
rand,sc,corn,112,2002,1,19.1,0,169.453,0.2,0.7,0.1
rand,sc,soy,112,2003,18.2,NA,73.021,0,4.2,14,0
rand,sc,corn,112,2004,2.1,9.399999999999999,0,162.788,0.1,1.9,0.1
rand,sc,soy,112,2005,6.8,NA,68.717,0,1,5.6,0.3
rand,sc,corn,112,2006,0.6,14.899999999999999,0,164.747,0.5,0.1,0
rand,sc,soy,112,2007,14.6,NA,54.158,0,6.3,8.3,0
rand,sc,corn,112,2008,0.9,9.6,0,178.055,0.2,0.4,0.2
rand,sc,soy,112,2009,8.5,NA,58.719,0,1.5,6.8,0.2
rand,sc,corn,112,2010,3.2,21.9,0,147.739,0.5,2.1,0.6
rand,sc,soy,112,2011,18.7,NA,55.758,0,8.7,10.1,0
rand,sc,corn,112,2012,2.6,17.1,0,181.027,0.4,1.8,0.3
rand,sc,soy,112,2013,14.9,NA,61.227,0,7.2,7.7,0
rand,sc,corn,112,2014,2.8,10.100000000000001,0,173.781,0.1,2.6,0
rand,sc,soy,112,2015,7.1,NA,18.079,0,0.1,6.7,0.3
rand,sc,corn,112,2016,3.2,19,0,175.693,0.4,1.2,1.7
rand,sc,soy,112,2017,15.8,NA,66.905,0,4.8,11,0
rand,sc,corn,112,2018,3.9,NA,0,157.992,0.3,2.6,1
rand,sc,soy,112,2019,27.1,NA,56.392,0,20,7,0
rand,sc,corn,168,2000,4.3,54.10000000000001,0,163.083,0,1.1,3.2
rand,sc,soy,168,2001,49.6,NA,66.133,0,36.6,12.5,0.4
rand,sc,corn,168,2002,1.9,36.6,0,169.991,0.3,1.3,0.3
rand,sc,soy,168,2003,34.8,NA,74.047,0,8.9,26,0
rand,sc,corn,168,2004,3.8,26.5,0,162.948,0.1,3.1,0.6
rand,sc,soy,168,2005,22.3,NA,72.532,0,5.4,16.6,0.3
rand,sc,corn,168,2006,0.8,32.6,0,165.071,0.5,0.3,0
rand,sc,soy,168,2007,32.2,NA,54.176,0,16,16.1,0
rand,sc,corn,168,2008,2.2,27.6,0,178.586,0.2,0.8,1.2
rand,sc,soy,168,2009,25,NA,60.488,0,5.4,19.4,0.2
rand,sc,corn,168,2010,11.6,50.699999999999996,0,148.027,0.6,8.5,2.5
rand,sc,soy,168,2011,38.8,NA,56.927,0,21.3,17.5,0
rand,sc,corn,168,2012,4.5,34.3,0,181.551,0.9,2.7,0.9
rand,sc,soy,168,2013,30.5,NA,61.276,0,16.2,14.3,0
rand,sc,corn,168,2014,3.8,29.1,0,174.353,0.2,3.2,0.4
rand,sc,soy,168,2015,24.8,NA,18.305,0,0.7,23.5,0.6
rand,sc,corn,168,2016,11.1,43.900000000000006,0,176.073,0.7,5,5.4
rand,sc,soy,168,2017,33.3,NA,68.076,0,11.6,21.6,0
rand,sc,corn,168,2018,11,NA,0,158.106,0.3,7.9,2.7
rand,sc,soy,168,2019,46.6,NA,56.868,0,36.2,10.3,0.1
rand,sc,corn,224,2000,6.1,77.8,0,163.448,0,1.2,4.9
rand,sc,soy,224,2001,71.5,NA,67.185,0,53.5,17.4,0.5
rand,sc,corn,224,2002,2.4,52.900000000000006,0,170.133,0.3,1.8,0.4
rand,sc,soy,224,2003,50.5,NA,74.045,0,13,37.5,0
rand,sc,corn,224,2004,5.9,45.3,0,163.118,0.2,4.5,1.3
rand,sc,soy,224,2005,38.9,NA,73.677,0,10.6,28,0.3
rand,sc,corn,224,2006,1.2,55.7,0,165.43,0.6,0.6,0
rand,sc,soy,224,2007,54.9,NA,54.183,0,28.7,26.2,0
rand,sc,corn,224,2008,3.7,48.4,0,178.742,0.2,1.1,2.3
rand,sc,soy,224,2009,44.3,NA,60.744,0,10.1,33.9,0.3
rand,sc,corn,224,2010,21,78.7,0,148.213,0.7,15.8,4.5
rand,sc,soy,224,2011,57,NA,57.732,0,33.2,23.8,0
rand,sc,corn,224,2012,6.6,51.9,0,181.81,1.4,3.5,1.7
rand,sc,soy,224,2013,46.5,NA,61.284,0,25.7,20.8,0
rand,sc,corn,224,2014,5.2,51.50000000000001,0,174.906,0.2,4,1
rand,sc,soy,224,2015,45.3,NA,18.496,0,1.7,42.5,1.1
rand,sc,corn,224,2016,19.5,68.8,0,176.146,1.2,9.1,9.1
rand,sc,soy,224,2017,50.2,NA,68.814,0,18.3,31.9,0
rand,sc,corn,224,2018,18.8,NA,0,158.203,0.4,13.8,4.6
rand,sc,soy,224,2019,66.2,NA,57.342,0,52.5,13.6,0.1
rand,sc,corn,250,2000,6.9,89,0,163.581,0,1.2,5.7
rand,sc,soy,250,2001,81.9,NA,67.625,0,61.5,19.7,0.6
rand,sc,corn,250,2002,2.7,60.3,0,170.153,0.3,1.9,0.4
rand,sc,soy,250,2003,57.8,NA,74.037,0,15,42.8,0
rand,sc,corn,250,2004,6.9,53.900000000000006,0,163.196,0.2,5.1,1.6
rand,sc,soy,250,2005,46.6,NA,73.688,0,13.1,33.2,0.3
rand,sc,corn,250,2006,1.3,64.8,0,165.438,0.6,0.7,0
rand,sc,soy,250,2007,63.8,NA,54.191,0,33.8,30.1,0
rand,sc,corn,250,2008,4.4,57.5,0,178.762,0.2,1.3,2.8
rand,sc,soy,250,2009,52.7,NA,60.751,0,12.1,40.4,0.2
rand,sc,corn,250,2010,25.3,91.5,0,148.305,0.7,19.1,5.5
rand,sc,soy,250,2011,65.5,NA,58.051,0,38.7,26.7,0
rand,sc,corn,250,2012,7.4,59.8,0,181.861,1.5,3.8,2
rand,sc,soy,250,2013,53.7,NA,61.285,0,29.7,24,0
rand,sc,corn,250,2014,6.7,64.5,0,175.178,0.3,5,1.3
rand,sc,soy,250,2015,56.7,NA,18.592,0,2.2,53,1.5
rand,sc,corn,250,2016,23.4,80.8,0,176.158,1.5,11,10.9
rand,sc,soy,250,2017,58.5,NA,68.878,0,21.5,37,0
rand,sc,corn,250,2018,22.4,NA,0,158.248,0.4,16.5,5.4
rand,sc,soy,250,2019,75.2,NA,57.54,0,60.1,15.1,0.1
rand,sc,corn,300,2000,8.3,109.5,0,163.798,0,1.3,7
rand,sc,soy,300,2001,100.9,NA,68.431,0,76.3,23.9,0.6
rand,sc,corn,300,2002,3.1,75.30000000000001,0,170.175,0.4,2.2,0.5
rand,sc,soy,300,2003,72.4,NA,74.035,0,18.8,53.6,0
rand,sc,corn,300,2004,8.6,69.1,0,163.341,0.2,6.2,2.2
rand,sc,soy,300,2005,60.2,NA,73.722,0,17.5,42.3,0.3
rand,sc,corn,300,2006,1.5,84.80000000000001,0,165.437,0.6,0.9,0
rand,sc,soy,300,2007,83.7,NA,54.203,0,44.6,39.1,0
rand,sc,corn,300,2008,5.4,74.3,0,178.772,0.2,1.5,3.6
rand,sc,soy,300,2009,68.4,NA,60.758,0,15.8,52.4,0.3
rand,sc,corn,300,2010,33.3,116.19999999999999,0,148.455,0.7,25.3,7.3
rand,sc,soy,300,2011,81.6,NA,58.677,0,49.3,32.3,0
rand,sc,corn,300,2012,9.4,76.6,0,181.872,2,4.7,2.6
rand,sc,soy,300,2013,68.5,NA,61.285,0,38,30.4,0
rand,sc,corn,300,2014,11.7,94.39999999999999,0,175.59,0.9,8.5,2.2
rand,sc,soy,300,2015,81.3,NA,18.723,0,3.6,75.5,2.3
rand,sc,corn,300,2016,31.7,105.4,0,176.173,2.3,15,14.5
rand,sc,soy,300,2017,75.5,NA,68.945,0,28.1,47.4,0
rand,sc,corn,300,2018,29,NA,0,158.296,0.4,21.6,7
