ApsimVersion = 7.9 r0
Title = Huggins_CC_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        668.000        460.000        112.000            442.511                67.8          15.323          176.227
     31/12/1995           1995        876.000        544.000        112.000            548.769               136.0          24.780           38.741
     31/12/1996           1996        843.000        552.000        112.000            432.845                75.9          17.529          189.722
     31/12/1997           1997        616.000        457.000        112.000            401.522                34.3           8.549           55.216
     31/12/1998           1998        646.000        454.000        112.000            361.861                27.0           7.457          194.216
     31/12/1999           1999        552.000        395.000        112.000            351.383                24.7           7.041          178.620
     31/12/2000           2000        686.000        503.000        112.000            424.868                10.6           2.491          168.430
     31/12/2001           2001        798.000        398.000        112.000            562.365                14.9           2.650          176.177
     31/12/2002           2002        612.000        467.000        112.000            389.920                 7.9           2.025          172.106
     31/12/2003           2003        523.000        369.000        112.000            378.201                10.2           2.688          153.663
     31/12/2004           2004        720.500        510.000        112.000            445.507                 9.0           2.023          111.515
     31/12/2005           2005        864.000        651.000        112.000            526.058                 9.1           1.722          163.995
     31/12/2006           2006        676.000        478.000        112.000            457.156                15.8           3.466          127.776
     31/12/2007           2007        711.000        540.000        112.000            501.269                18.8           3.750          142.858
     31/12/2008           2008        634.000        386.000        112.000            433.581                16.5           3.815          171.506
     31/12/2009           2009        651.000        501.000        112.000            442.088                 9.0           2.036          148.232
     31/12/2010           2010        960.000        760.000        112.000            562.271                16.3           2.893          144.377
     31/12/2011           2011        615.000        382.000        112.000            454.907                19.0           4.178          172.429
     31/12/2012           2012        687.500        460.000        112.000            430.012                13.5           3.136          126.515
     31/12/2013           2013        576.000        368.000        112.000            451.832                23.2           5.143          162.404
     31/12/2014           2014        711.000        486.000        112.000            473.154                10.4           2.192          152.390
     31/12/2015           2015        792.000        601.000        112.000            454.594                10.7           2.354          162.705
     31/12/2016           2016        968.500        758.000        112.000            556.426                18.2           3.272          158.019
     31/12/2017           2017        809.000        649.000        112.000            476.468                13.4           2.805          154.979
     31/12/2018           2018       1062.000        787.000        112.000            635.771                29.3           4.615          152.479
     31/12/2019           2019        990.000        603.000        112.000            610.168                15.1           2.479          177.460
