ApsimVersion = 7.9 r0
Title = Gold_CC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        910.000        541.000        168.000            201.872                16.3           8.082           32.574
     31/12/1995           1995        731.000        356.000        168.000            101.004                 3.5           3.486           51.999
     31/12/1996           1996        968.000        504.000        168.000            150.354                 4.5           2.994          135.150
     31/12/1997           1997        780.000        435.000        168.000            112.044                 3.1           2.777           46.015
     31/12/1998           1998        710.000        284.000        168.000            141.946                 3.3           2.322          109.733
     31/12/1999           1999        796.000        454.000        168.000            107.999                 8.3           7.680          160.473
     31/12/2000           2000        898.000        525.000        168.000            151.728                 6.8           4.487          105.155
     31/12/2001           2001        791.000        517.000        168.000            141.713                 8.3           5.890          169.666
     31/12/2002           2002        807.000        432.000        168.000             79.094                 6.2           7.871          149.572
     31/12/2003           2003        709.000        292.000        168.000            141.295                15.7          11.131          160.851
     31/12/2004           2004        863.000        497.000        168.000            178.972                18.4          10.293          122.115
     31/12/2005           2005        797.000        417.000        168.000            158.132                16.0          10.149          158.770
     31/12/2006           2006       1062.000        629.000        168.000            228.145                32.7          14.328          158.562
     31/12/2007           2007        820.000        481.000        168.000            122.689                15.1          12.295          184.222
     31/12/2008           2008       1033.000        587.000        168.000            211.264                24.1          11.401          115.340
     31/12/2009           2009        861.000        451.000        168.000            149.389                11.4           7.653          154.188
     31/12/2010           2010        678.000        451.000        168.000             72.154                 6.9           9.520          143.124
     31/12/2011           2011        979.000        530.000        168.000            199.276                30.6          15.336          142.245
     31/12/2012           2012        823.500        530.000        168.000             86.967                15.4          17.700          107.831
     31/12/2013           2013        967.000        436.000        168.000            239.927                49.1          20.465          150.487
     31/12/2014           2014        950.000        527.000        168.000            153.620                26.0          16.914          110.130
     31/12/2015           2015        813.000        542.000        168.000             77.411                10.3          13.319          134.072
     31/12/2016           2016        956.000        463.000        168.000            183.176                25.7          14.057          150.817
     31/12/2017           2017        946.000        443.000        168.000            215.745                29.2          13.527          166.021
     31/12/2018           2018        868.000        459.000        168.000            167.228                26.6          15.905          105.912
     31/12/2019           2019       1070.000        541.000        168.000            203.220                32.9          16.199          124.014
