ApsimVersion = 7.9 r0
Title = Sutherland_CC_spring_NR168
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460        168.000                  ?                   ?         100.000                       ?                     ?
     31/12/1995           1995        802.428        508.853        168.000            182.439                19.4          10.618                   0.000               210.435
     31/12/1996           1996        682.592        486.478        168.000            139.512                 1.5           1.078                   0.000               210.741
     31/12/1997           1997        659.417        450.196        168.000            111.903                 2.3           2.013                   0.000               205.309
     31/12/1998           1998        827.994        544.054        168.000            180.512                 3.8           2.078                   0.000               197.255
     31/12/1999           1999        566.186        341.638        168.000             99.054                 3.2           3.254                   0.000               201.528
     31/12/2000           2000        588.510        374.668        168.000            140.338                 2.4           1.730                   0.000               214.094
     31/12/2001           2001        760.490        400.054        168.000            194.206                10.6           5.497                   0.000               140.829
     31/12/2002           2002        601.310        475.078        168.000             76.825                 1.7           2.211                   0.000               214.313
     31/12/2003           2003        679.553        450.336        168.000            135.315                 5.5           4.074                   0.000               207.128
     31/12/2004           2004        982.960        745.996        168.000            191.020                 3.4           1.775                   0.000               221.391
     31/12/2005           2005        795.539        567.211        168.000            157.209                 3.2           1.999                   0.000               213.484
     31/12/2006           2006        619.500        369.064        168.000            111.842                 5.6           5.008                   0.000               148.163
     31/12/2007           2007        926.102        587.258        168.000            257.818                10.4           4.050                   0.000               198.723
     31/12/2008           2008        794.702        509.720        168.000            211.781                 7.9           3.757                   0.000               221.003
     31/12/2009           2009        611.608        404.596        168.000            117.851                 1.6           1.323                   0.000               211.530
     31/12/2010           2010        994.688        782.074        168.000            276.261                 7.3           2.625                   0.000               195.881
     31/12/2011           2011        510.786        375.414        168.000            105.516                 2.9           2.736                   0.000               225.257
     31/12/2012           2012        619.490        386.080        168.000             99.903                 1.3           1.278                   0.000               140.526
     31/12/2013           2013        779.258        553.972        168.000            185.495                21.6          11.638                   0.000               224.858
     31/12/2014           2014        662.412        523.494        168.000             64.688                 1.2           1.809                   0.000               202.732
     31/12/2015           2015        824.760        486.156        168.000            198.898                 2.3           1.149                   0.000               208.299
     31/12/2016           2016        904.802        578.726        168.000            176.329                 3.1           1.771                   0.000               221.384
     31/12/2017           2017        621.748        406.912        168.000            118.604                 3.0           2.540                   0.000               233.234
     31/12/2018           2018        951.214        619.990        168.000            230.616                 5.1           2.214                   0.000               236.670
     31/12/2019           2019        883.171        557.542        168.000            230.559                 6.2           2.694                   0.000               214.039
