ApsimVersion = 7.9 r0
Title = Sutherland_CC_spring_NR300
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460        300.000                  ?                   ?         100.000                       ?                     ?
     31/12/1995           1995        802.428        508.853        300.000            182.351                43.3          23.743                   0.000               211.213
     31/12/1996           1996        682.592        486.478        300.000            136.718                25.4          18.584                   0.000               226.177
     31/12/1997           1997        659.417        450.196        300.000            105.591                23.3          22.099                   0.000               224.382
     31/12/1998           1998        827.994        544.054        300.000            177.609                33.9          19.090                   0.000               198.459
     31/12/1999           1999        566.186        341.638        300.000             99.136                22.7          22.890                   0.000               202.106
     31/12/2000           2000        588.510        374.668        300.000            140.483                25.7          18.238                   0.000               214.896
     31/12/2001           2001        760.490        400.054        300.000            193.295                67.4          34.963                   0.000               141.728
     31/12/2002           2002        601.310        475.078        300.000             75.465                19.5          25.836                   0.000               214.559
     31/12/2003           2003        679.553        450.336        300.000            134.193                37.4          27.899                   0.000               208.909
     31/12/2004           2004        982.960        745.996        300.000            182.067                37.9          20.832                   0.000               239.233
     31/12/2005           2005        795.539        567.211        300.000            147.436                33.2          22.484                   0.000               217.337
     31/12/2006           2006        619.500        369.064        300.000            111.375                27.6          24.752                   0.000               148.223
     31/12/2007           2007        926.102        587.258        300.000            256.818                81.8          31.850                   0.000               199.162
     31/12/2008           2008        794.702        509.720        300.000            208.279                54.9          26.354                   0.000               229.867
     31/12/2009           2009        611.608        404.596        300.000            108.181                23.6          21.783                   0.000               248.594
     31/12/2010           2010        994.688        782.074        300.000            250.225                54.3          21.685                   0.000               230.850
     31/12/2011           2011        510.786        375.414        300.000            104.362                13.2          12.692                   0.000               230.643
     31/12/2012           2012        619.490        386.080        300.000             97.862                 8.9           9.058                   0.000               140.862
     31/12/2013           2013        779.258        553.972        300.000            185.470                63.1          34.011                   0.000               225.603
     31/12/2014           2014        662.412        523.494        300.000             64.512                12.9          20.066                   0.000               203.329
     31/12/2015           2015        824.760        486.156        300.000            195.817                56.3          28.729                   0.000               215.469
     31/12/2016           2016        904.802        578.726        300.000            171.726                43.6          25.385                   0.000               221.941
     31/12/2017           2017        621.748        406.912        300.000            116.759                32.3          27.639                   0.000               237.384
     31/12/2018           2018        951.214        619.990        300.000            226.791                56.9          25.048                   0.000               238.272
     31/12/2019           2019        883.171        557.542        300.000            227.665                55.5          24.389                   0.000               215.007
