ApsimVersion = 7.9 r0
Title = Gentry_CC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        889.300        415.300          0.000            472.482                37.9           8.028          204.321
     31/12/1995           1995        953.500        386.000          0.000            477.720                27.4           5.729           54.388
     31/12/1996           1996        947.300        488.900          0.000            388.748                25.1           6.460          215.663
     31/12/1997           1997        889.400        499.100          0.000            493.488                10.7           2.174           51.741
     31/12/1998           1998       1091.500        548.800          0.000            428.548                23.0           5.370          181.852
     31/12/1999           1999        884.700        455.700          0.000            498.339                13.5           2.706           75.277
     31/12/2000           2000        918.600        586.300          0.000            352.352                 8.5           2.401           83.246
     31/12/2001           2001        963.400        635.300          0.000            555.293                13.3           2.398           31.268
     31/12/2002           2002        984.500        439.600          0.000            458.162                 8.9           1.945           71.503
     31/12/2003           2003        966.800        627.600          0.000            417.134                 8.7           2.096           46.774
     31/12/2004           2004       1019.600        646.800          0.000            562.201                 9.0           1.594           39.882
     31/12/2005           2005        832.000        454.100          0.000            363.737                10.0           2.747           40.794
     31/12/2006           2006        994.600        562.400          0.000            472.116                14.2           3.012           97.445
     31/12/2007           2007        984.000        503.300          0.000            495.728                11.7           2.365           45.532
     31/12/2008           2008       1311.600        771.100          0.000            708.996                13.5           1.905           44.939
     31/12/2009           2009       1273.500        643.300          0.000            747.769                 5.4           0.725           27.875
     31/12/2010           2010        976.199        675.300          0.000            471.637                 6.6           1.405           43.063
     31/12/2011           2011       1006.100        458.800          0.000            521.555                13.1           2.507           71.727
     31/12/2012           2012        739.800        504.100          0.000            262.980                 7.4           2.827           34.252
     31/12/2013           2013        954.600        462.200          0.000            494.961                13.0           2.630           52.796
     31/12/2014           2014       1020.999        685.300          0.000            586.879                 7.7           1.310           11.012
     31/12/2015           2015       1135.699        674.000          0.000            569.409                 8.2           1.441           45.913
     31/12/2016           2016        996.999        684.000          0.000            486.170                 5.9           1.222           60.152
     31/12/2017           2017        884.200        506.800          0.000            386.137                 8.7           2.243           78.425
     31/12/2018           2018       1050.600        604.700          0.000            497.510                12.5           2.509           45.823
     31/12/2019           2019       1093.500        490.200          0.000            645.616                12.5           1.938           37.306
