ApsimVersion = 7.9 r0
Title = Gentry_CC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        889.300        415.300        224.000            472.482                37.9           8.028          204.321
     31/12/1995           1995        953.500        386.000        224.000            477.720                27.4           5.729           54.388
     31/12/1996           1996        947.300        488.900        224.000            388.748                25.1           6.460          215.663
     31/12/1997           1997        889.400        499.100        224.000            493.488                10.7           2.174           51.741
     31/12/1998           1998       1091.500        548.800        224.000            428.548                23.0           5.370          181.852
     31/12/1999           1999        884.700        455.700        224.000            392.889                23.2           5.913          236.869
     31/12/2000           2000        918.600        586.300        224.000            357.704                45.8          12.814          199.820
     31/12/2001           2001        963.400        635.300        224.000            443.657                71.7          16.158          156.245
     31/12/2002           2002        984.500        439.600        224.000            509.414                81.3          15.961          188.696
     31/12/2003           2003        966.800        627.600        224.000            359.897                59.9          16.651          190.964
     31/12/2004           2004       1019.600        646.800        224.000            520.577                89.4          17.171          193.205
     31/12/2005           2005        832.000        454.100        224.000            370.303                56.1          15.155          163.060
     31/12/2006           2006        994.600        562.400        224.000            488.406               110.6          22.655          190.927
     31/12/2007           2007        984.000        503.300        224.000            471.862               102.2          21.663          183.427
     31/12/2008           2008       1311.600        771.100        224.000            664.485               125.2          18.838          203.241
     31/12/2009           2009       1273.500        643.300        224.000            704.056                95.8          13.607          136.835
     31/12/2010           2010        976.199        675.300        224.000            454.742                72.1          15.861          185.080
     31/12/2011           2011       1006.100        458.800        224.000            544.568               103.2          18.942          208.833
     31/12/2012           2012        739.800        504.100        224.000            212.410                39.0          18.384          113.437
     31/12/2013           2013        954.600        462.200        224.000            487.917               102.0          20.900          190.886
     31/12/2014           2014       1020.999        685.300        224.000            500.665               101.9          20.353          186.842
     31/12/2015           2015       1135.699        674.000        224.000            569.836               123.8          21.719          190.610
     31/12/2016           2016        996.999        684.000        224.000            451.489                86.6          19.187          182.083
     31/12/2017           2017        884.200        506.800        224.000            351.391                82.3          23.418          229.724
     31/12/2018           2018       1050.600        604.700        224.000            479.340               110.4          23.035          191.006
     31/12/2019           2019       1093.500        490.200        224.000            587.031               121.0          20.613          176.787
