ApsimVersion = 7.9 r0
Title = Sutherland_CC_spring_NR56
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460         56.000                  ?                   ?         100.000                       ?                     ?
     31/12/1995           1995        802.428        508.853         56.000            217.868                 6.3           2.871                   0.000               104.344
     31/12/1996           1996        682.592        486.478         56.000            162.398                 1.1           0.668                   0.000               109.765
     31/12/1997           1997        659.417        450.196         56.000            131.155                 1.8           1.371                   0.000               117.596
     31/12/1998           1998        827.994        544.054         56.000            189.336                 2.9           1.506                   0.000               128.708
     31/12/1999           1999        566.186        341.638         56.000             93.713                 2.2           2.363                   0.000               132.952
     31/12/2000           2000        588.510        374.668         56.000            147.711                 1.9           1.260                   0.000               115.751
     31/12/2001           2001        760.490        400.054         56.000            194.313                 6.7           3.457                   0.000                99.122
     31/12/2002           2002        601.310        475.078         56.000            120.714                 1.4           1.123                   0.000               110.266
     31/12/2003           2003        679.553        450.336         56.000            112.396                 2.1           1.912                   0.000               119.825
     31/12/2004           2004        982.960        745.996         56.000            259.973                 1.9           0.713                   0.000               110.991
     31/12/2005           2005        795.539        567.211         56.000            183.248                 2.2           1.212                   0.000               114.830
     31/12/2006           2006        619.500        369.064         56.000            105.207                 3.5           3.332                   0.000                97.451
     31/12/2007           2007        926.102        587.258         56.000            300.968                 4.5           1.500                   0.000                78.222
     31/12/2008           2008        794.702        509.720         56.000            224.149                 4.7           2.091                   0.000               109.733
     31/12/2009           2009        611.608        404.596         56.000            137.588                 1.1           0.822                   0.000               104.971
     31/12/2010           2010        994.688        782.074         56.000            363.921                 2.4           0.668                   0.000                95.935
     31/12/2011           2011        510.786        375.414         56.000             85.584                 1.4           1.641                   0.000               124.853
     31/12/2012           2012        619.490        386.080         56.000             88.474                 0.7           0.768                   0.000               114.184
     31/12/2013           2013        779.258        553.972         56.000            167.376                 8.1           4.857                   0.000               124.524
     31/12/2014           2014        662.412        523.494         56.000             93.276                 0.5           0.558                   0.000                87.002
     31/12/2015           2015        824.760        486.156         56.000            235.720                 1.4           0.602                   0.000               104.343
     31/12/2016           2016        904.802        578.726         56.000            191.019                 1.7           0.911                   0.000               131.113
     31/12/2017           2017        621.748        406.912         56.000            137.696                 1.9           1.365                   0.000               117.100
     31/12/2018           2018        951.214        619.990         56.000            267.582                 2.8           1.029                   0.000               123.356
     31/12/2019           2019        883.171        557.542         56.000            265.229                 3.8           1.435                   0.000               109.204
