ApsimVersion = 7.9 r0
Title = RandIragCC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        880.000        658.000        168.000            107.931                13.3          12.310          155.876
     31/12/1995           1995       1051.000        718.000        168.000            411.641                59.8          14.517           47.744
     31/12/1996           1996        795.000        567.000        168.000            103.833                 2.1           2.061          173.954
     31/12/1997           1997        687.000        424.000        168.000            233.138                 7.5           3.228           47.380
     31/12/1998           1998        891.000        652.000        168.000            138.326                 3.6           2.622          195.060
     31/12/1999           1999        740.000        534.000        168.000            250.782                25.2          10.039          185.422
     31/12/2000           2000        833.000        612.000        168.000            142.286                 6.6           4.607          161.448
     31/12/2001           2001        959.000        466.000        168.000            292.000                23.7           8.122          136.974
     31/12/2002           2002        804.000        647.000        168.000            120.290                 9.2           7.674          157.132
     31/12/2003           2003        760.000        567.000        168.000            102.322                 8.7           8.473          164.256
     31/12/2004           2004        893.500        766.000        168.000            174.736                17.0           9.722          141.764
     31/12/2005           2005       1005.000        795.000        168.000            181.615                 4.8           2.650          172.555
     31/12/2006           2006        731.000        522.000        168.000             90.636                 5.0           5.512          169.258
     31/12/2007           2007        917.000        662.000        168.000            242.917                13.3           5.493          182.654
     31/12/2008           2008        815.000        567.000        168.000            155.390                12.3           7.889          171.080
     31/12/2009           2009        869.000        680.000        168.000            153.438                 8.8           5.751          167.793
     31/12/2010           2010       1201.000       1038.000        168.000            256.607                14.6           5.706          149.494
     31/12/2011           2011        829.000        539.000        168.000            254.971                18.4           7.224          166.728
     31/12/2012           2012        825.000        580.000        168.000            120.471                 8.2           6.778          180.533
     31/12/2013           2013        821.000        542.000        168.000            187.792                29.0          15.468          141.594
     31/12/2014           2014        819.000        602.000        168.000            195.184                27.5          14.072          170.802
     31/12/2015           2015       1009.000        838.000        168.000            160.512                13.8           8.593          171.180
     31/12/2016           2016       1027.000        802.000        168.000            180.451                17.9           9.928          178.227
     31/12/2017           2017        894.000        753.000        168.000            122.251                14.0          11.431          173.728
     31/12/2018           2018       1093.000        846.000        168.000            215.703                24.9          11.526          156.538
     31/12/2019           2019       1325.000        802.000        168.000            418.127                44.9          10.735          160.090
