ApsimVersion = 7.9 r0
Title = Sutherland_CC_spring_NR0
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460          0.000                  ?                   ?         100.000                       ?                     ?
     31/12/1995           1995        802.428        508.853          0.000            230.864                 5.9           2.538                   0.000                55.723
     31/12/1996           1996        682.592        486.478          0.000            161.991                 0.9           0.532                   0.000                49.507
     31/12/1997           1997        659.417        450.196          0.000            125.923                 1.6           1.267                   0.000                65.878
     31/12/1998           1998        827.994        544.054          0.000            191.380                 2.3           1.192                   0.000                84.818
     31/12/1999           1999        566.186        341.638          0.000             80.955                 1.6           1.990                   0.000                76.299
     31/12/2000           2000        588.510        374.668          0.000            136.327                 1.5           1.087                   0.000                48.681
     31/12/2001           2001        760.490        400.054          0.000            174.096                 4.6           2.670                   0.000                47.873
     31/12/2002           2002        601.310        475.078          0.000            100.888                 0.8           0.841                   0.000                47.454
     31/12/2003           2003        679.553        450.336          0.000            111.772                 1.2           1.101                   0.000                47.665
     31/12/2004           2004        982.960        745.996          0.000            262.925                 1.2           0.468                   0.000                36.683
     31/12/2005           2005        795.539        567.211          0.000            171.258                 1.5           0.853                   0.000                50.372
     31/12/2006           2006        619.500        369.064          0.000             93.317                 2.3           2.539                   0.000                45.025
     31/12/2007           2007        926.102        587.258          0.000            291.200                 2.9           0.980                   0.000                17.779
     31/12/2008           2008        794.702        509.720          0.000            204.414                 2.8           1.367                   0.000                37.753
     31/12/2009           2009        611.608        404.596          0.000            134.074                 0.8           0.618                   0.000                25.583
     31/12/2010           2010        994.688        782.074          0.000            362.598                 1.5           0.399                   0.000                21.188
     31/12/2011           2011        510.786        375.414          0.000             74.868                 0.8           1.096                   0.000                47.741
     31/12/2012           2012        619.490        386.080          0.000             70.316                 0.3           0.492                   0.000                54.625
     31/12/2013           2013        779.258        553.972          0.000            145.444                 4.1           2.788                   0.000                57.413
     31/12/2014           2014        662.412        523.494          0.000             84.685                 0.2           0.267                   0.000                20.501
     31/12/2015           2015        824.760        486.156          0.000            222.073                 1.0           0.437                   0.000                27.143
     31/12/2016           2016        904.802        578.726          0.000            206.296                 1.1           0.543                   0.000                59.002
     31/12/2017           2017        621.748        406.912          0.000            130.851                 1.1           0.876                   0.000                38.195
     31/12/2018           2018        951.214        619.990          0.000            284.543                 1.8           0.639                   0.000                47.138
     31/12/2019           2019        883.171        557.542          0.000            243.967                 2.3           0.935                   0.000                33.168
