ApsimVersion = 7.9 r0
Title = Hoffman_CC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        487.000        168.000            313.053                19.2           6.143          168.410
     31/12/1995           1995        794.000        359.000        168.000            395.946                 8.6           2.167           44.254
     31/12/1996           1996        997.000        495.000        168.000            208.309                 3.7           1.767          182.574
     31/12/1997           1997        838.000        356.000        168.000            492.064                 9.5           1.933           55.629
     31/12/1998           1998       1112.000        567.000        168.000            211.081                 3.4           1.627          186.189
     31/12/1999           1999        847.000        395.000        168.000            373.593                10.8           2.900          175.789
     31/12/2000           2000        970.000        625.000        168.000            333.810                31.2           9.344          179.264
     31/12/2001           2001        977.000        650.000        168.000            441.100                51.8          11.754          130.431
     31/12/2002           2002        960.000        436.000        168.000            344.120                32.8           9.525          161.969
     31/12/2003           2003       1133.000        695.000        168.000            358.817                58.4          16.278          156.387
     31/12/2004           2004       1117.000         96.000        168.000            493.206                69.0          13.990          204.688
     31/12/2005           2005        990.000        544.000        168.000            597.816                36.6           6.115           85.187
     31/12/2006           2006       1071.000        596.000        168.000            456.775                50.8          11.115          172.339
     31/12/2007           2007       1088.000        502.000        168.000            428.785                71.0          16.564          160.403
     31/12/2008           2008       1159.000        614.000        168.000            511.086                61.1          11.952          203.066
     31/12/2009           2009       1107.000        483.000        168.000            518.191                47.6           9.192          198.108
     31/12/2010           2010       1015.000        660.000        168.000            385.422                42.8          11.107          168.479
     31/12/2011           2011       1348.000        683.000        168.000            669.827                67.9          10.142          180.809
     31/12/2012           2012        871.500        581.000        168.000            245.693                25.5          10.378           74.646
     31/12/2013           2013       1128.000        499.000        168.000            476.047                71.2          14.964          164.123
     31/12/2014           2014       1287.000        800.000        168.000            616.921                89.3          14.476          171.197
     31/12/2015           2015       1203.000        656.000        168.000            537.985                82.1          15.259          173.354
     31/12/2016           2016        988.500        550.000        168.000            371.425                31.7           8.524          163.706
     31/12/2017           2017       1279.000        702.000        168.000            572.104                76.1          13.297          177.397
     31/12/2018           2018       1130.000        666.000        168.000            547.665                65.6          11.985          171.722
     31/12/2019           2019       1040.000        392.000        168.000            560.162                42.5           7.586          166.896
