ApsimVersion = 7.9 r0
Title = Sutherland_CC_spring_NR250
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994              ?        550.460        250.000                  ?                   ?         100.000                ?
     31/12/1995           1995        802.428        508.853        250.000            182.396                34.2          18.753          210.943
     31/12/1996           1996        682.592        486.478        250.000            136.789                14.0          10.209          225.993
     31/12/1997           1997        659.417        450.196        250.000            105.554                12.4          11.753          224.043
     31/12/1998           1998        827.994        544.054        250.000            177.476                17.9          10.066          198.151
     31/12/1999           1999        566.186        341.638        250.000             99.053                14.2          14.382          201.992
     31/12/2000           2000        588.510        374.668        250.000            140.453                16.3          11.548          214.851
     31/12/2001           2001        760.490        400.054        250.000            193.872                45.9          23.732          141.474
     31/12/2002           2002        601.310        475.078        250.000             75.513                12.2          16.099          214.540
     31/12/2003           2003        679.553        450.336        250.000            134.196                23.3          17.389          208.670
     31/12/2004           2004        982.960        745.996        250.000            182.392                20.9          11.459          238.840
     31/12/2005           2005        795.539        567.211        250.000            147.495                17.5          11.822          217.126
     31/12/2006           2006        619.500        369.064        250.000            111.409                17.5          15.728          148.221
     31/12/2007           2007        926.102        587.258        250.000            257.035                53.5          20.801          199.136
     31/12/2008           2008        794.702        509.720        250.000            208.395                35.1          16.837          229.504
     31/12/2009           2009        611.608        404.596        250.000            108.169                12.0          11.098          248.581
     31/12/2010           2010        994.688        782.074        250.000            250.751                27.5          10.979          230.607
     31/12/2011           2011        510.786        375.414        250.000            104.032                 5.5           5.280          230.503
     31/12/2012           2012        619.490        386.080        250.000             97.853                 4.3           4.350          140.850
     31/12/2013           2013        779.258        553.972        250.000            185.560                46.1          24.845          225.408
     31/12/2014           2014        662.412        523.494        250.000             64.726                 8.2          12.661          203.143
     31/12/2015           2015        824.760        486.156        250.000            195.896                31.9          16.295          215.457
     31/12/2016           2016        904.802        578.726        250.000            172.279                26.5          15.345          221.846
     31/12/2017           2017        621.748        406.912        250.000            116.948                21.0          17.916          237.381
     31/12/2018           2018        951.214        619.990        250.000            226.843                33.4          14.691          238.186
     31/12/2019           2019        883.171        557.542        250.000            227.984                34.3          15.064          214.865
