ApsimVersion = 7.9 r0
Title = Gilmore_CC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        767.000        578.000        300.000            323.416                35.0          10.827          156.641
     31/12/1995           1995        788.000        462.000        300.000            446.885                42.4           9.492           39.571
     31/12/1996           1996        924.000        694.000        300.000            373.694                27.7           7.401          182.515
     31/12/1997           1997        626.000        400.000        300.000            312.545                16.8           5.372           48.222
     31/12/1998           1998        965.000        681.000        300.000            434.105                28.2           6.502          157.449
     31/12/1999           1999        787.000        421.000        300.000            454.343                44.3           9.760          187.480
     31/12/2000           2000        625.000        399.000        300.000            319.332                93.7          29.334          169.434
     31/12/2001           2001        861.000        510.000        300.000            491.921               135.2          27.494          111.636
     31/12/2002           2002        774.000        623.000        300.000            350.678               105.5          30.094          173.905
     31/12/2003           2003        733.000        432.000        300.000            402.793               128.8          31.975          186.574
     31/12/2004           2004        858.500        542.000        300.000            498.635               149.2          29.924          196.111
     31/12/2005           2005        802.000        535.000        300.000            424.881               118.5          27.896          183.905
     31/12/2006           2006        696.000        487.000        300.000            385.290               128.8          33.431          169.633
     31/12/2007           2007       1086.000        702.000        300.000            616.860               193.5          31.365          161.905
     31/12/2008           2008       1001.000        678.000        300.000            584.637               160.3          27.421          183.488
     31/12/2009           2009        817.000        605.000        300.000            445.306               123.4          27.722          201.297
     31/12/2010           2010       1088.000        887.000        300.000            590.538               155.0          26.253          169.094
     31/12/2011           2011        591.000        390.000        300.000            352.173                82.0          23.296          142.344
     31/12/2012           2012        620.000        373.000        300.000            294.105                93.9          31.938          174.917
     31/12/2013           2013        682.000        374.000        300.000            471.645               151.2          32.059          149.276
     31/12/2014           2014        980.000        789.000        300.000            570.312               183.3          32.135          164.984
     31/12/2015           2015       1137.000        717.000        300.000            634.154               176.5          27.828          175.669
     31/12/2016           2016        899.000        663.000        300.000            438.774               114.6          26.109          176.830
     31/12/2017           2017        758.000        520.000        300.000            434.121               124.6          28.691          205.252
     31/12/2018           2018       1171.000        868.000        300.000            680.228               217.4          31.959          168.351
     31/12/2019           2019        951.000        654.000        300.000            588.816               149.1          25.323          170.709
