ApsimVersion = 7.9 r0
Title = RandIragCC_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        880.000        658.000        112.000            107.931                13.3          12.310          155.876
     31/12/1995           1995       1051.000        718.000        112.000            411.641                59.8          14.517           47.744
     31/12/1996           1996        795.000        567.000        112.000            103.833                 2.1           2.061          173.954
     31/12/1997           1997        687.000        424.000        112.000            233.138                 7.5           3.228           47.380
     31/12/1998           1998        891.000        652.000        112.000            138.326                 3.6           2.622          195.060
     31/12/1999           1999        740.000        534.000        112.000            250.793                23.4           9.326          161.382
     31/12/2000           2000        833.000        612.000        112.000            146.570                 5.2           3.556          159.223
     31/12/2001           2001        959.000        466.000        112.000            289.158                13.7           4.741          135.494
     31/12/2002           2002        804.000        647.000        112.000            125.100                 4.3           3.451          155.644
     31/12/2003           2003        760.000        567.000        112.000             97.875                 3.1           3.148          162.179
     31/12/2004           2004        893.500        766.000        112.000            177.474                10.0           5.643          132.854
     31/12/2005           2005       1005.000        795.000        112.000            193.043                 3.2           1.673          161.052
     31/12/2006           2006        731.000        522.000        112.000             90.018                 3.3           3.693          166.690
     31/12/2007           2007        917.000        662.000        112.000            241.684                 6.5           2.690          149.909
     31/12/2008           2008        815.000        567.000        112.000            158.644                 6.6           4.175          168.238
     31/12/2009           2009        869.000        680.000        112.000            156.668                 2.8           1.776          143.998
     31/12/2010           2010       1201.000       1038.000        112.000            276.540                 7.6           2.755          131.558
     31/12/2011           2011        829.000        539.000        112.000            248.473                11.6           4.676          165.448
     31/12/2012           2012        825.000        580.000        112.000            120.746                 3.9           3.207          174.372
     31/12/2013           2013        821.000        542.000        112.000            190.478                13.0           6.836          139.669
     31/12/2014           2014        819.000        602.000        112.000            197.256                 9.4           4.784          140.094
     31/12/2015           2015       1009.000        838.000        112.000            177.561                 4.4           2.496          142.727
     31/12/2016           2016       1027.000        802.000        112.000            193.292                 5.2           2.668          167.387
     31/12/2017           2017        894.000        753.000        112.000            127.850                 3.9           3.042          172.647
     31/12/2018           2018       1093.000        846.000        112.000            220.400                 4.4           1.979          151.342
     31/12/2019           2019       1325.000        802.000        112.000            427.962                14.1           3.294          153.340
