ApsimVersion = 7.9 r0
Title = RandIragCC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        658.000          0.000            107.931                13.3          12.310                   0.000               155.876
     31/12/1995           1995       1051.000        718.000          0.000            411.641                59.8          14.517                  47.744                 0.000
     31/12/1996           1996        795.000        567.000          0.000            103.833                 2.1           2.061                   0.000               173.954
     31/12/1997           1997        687.000        424.000          0.000            233.138                 7.5           3.228                  47.380                 0.000
     31/12/1998           1998        891.000        652.000          0.000            138.326                 3.6           2.622                   0.000               195.060
     31/12/1999           1999        740.000        534.000          0.000            311.477                21.9           7.045                   0.000                38.224
     31/12/2000           2000        833.000        612.000          0.000            133.743                 2.6           1.918                   0.000                67.334
     31/12/2001           2001        959.000        466.000          0.000            265.981                11.0           4.128                   0.000                63.122
     31/12/2002           2002        804.000        647.000          0.000            118.208                 2.3           1.930                   0.000                68.585
     31/12/2003           2003        760.000        567.000          0.000             88.987                 1.9           2.084                   0.000                54.098
     31/12/2004           2004        893.500        766.000          0.000            199.281                 3.5           1.759                   0.000                22.760
     31/12/2005           2005       1005.000        795.000          0.000            199.811                 1.8           0.890                   0.000                31.131
     31/12/2006           2006        731.000        522.000          0.000             99.763                 1.7           1.728                   0.000                48.348
     31/12/2007           2007        917.000        662.000          0.000            249.000                 4.1           1.662                   0.000                46.606
     31/12/2008           2008        815.000        567.000          0.000            132.777                 2.6           1.986                   0.000                55.865
     31/12/2009           2009        869.000        680.000          0.000            193.421                 1.2           0.606                   0.000                18.394
     31/12/2010           2010       1201.000       1038.000          0.000            333.115                 2.6           0.788                   0.000                19.782
     31/12/2011           2011        829.000        539.000          0.000            206.016                 5.2           2.530                   0.000                46.412
     31/12/2012           2012        825.000        580.000          0.000             94.356                 1.5           1.559                   0.000                62.206
     31/12/2013           2013        821.000        542.000          0.000            176.276                 6.1           3.438                   0.000                38.821
     31/12/2014           2014        819.000        602.000          0.000            169.781                 2.5           1.448                   0.000                19.428
     31/12/2015           2015       1009.000        838.000          0.000            222.534                 1.2           0.529                   0.000                30.427
     31/12/2016           2016       1027.000        802.000          0.000            218.036                 2.0           0.899                   0.000                48.149
     31/12/2017           2017        894.000        753.000          0.000            192.282                 1.4           0.744                   0.000                51.878
     31/12/2018           2018       1093.000        846.000          0.000            292.551                 2.3           0.803                   0.000                33.393
     31/12/2019           2019       1325.000        802.000          0.000            462.029                 7.1           1.537                   0.000                23.538
