ApsimVersion = 7.9 r0
Title = Gilmore_CC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        767.000        578.000          0.000            323.416                35.0          10.827          156.641
     31/12/1995           1995        788.000        462.000          0.000            446.885                42.4           9.492           39.571
     31/12/1996           1996        924.000        694.000          0.000            373.694                27.7           7.401          182.515
     31/12/1997           1997        626.000        400.000          0.000            312.545                16.8           5.372           48.222
     31/12/1998           1998        965.000        681.000          0.000            434.105                28.2           6.502          157.449
     31/12/1999           1999        787.000        421.000          0.000            479.013                28.2           5.882           95.550
     31/12/2000           2000        625.000        399.000          0.000            326.959                 8.4           2.569           65.282
     31/12/2001           2001        861.000        510.000          0.000            486.849                10.7           2.200           40.880
     31/12/2002           2002        774.000        623.000          0.000            386.963                 4.4           1.135           49.010
     31/12/2003           2003        733.000        432.000          0.000            387.552                 6.8           1.752           65.099
     31/12/2004           2004        858.500        542.000          0.000            479.119                 6.8           1.423           35.375
     31/12/2005           2005        802.000        535.000          0.000            418.670                 6.1           1.460           53.173
     31/12/2006           2006        696.000        487.000          0.000            393.973                 7.2           1.836           52.253
     31/12/2007           2007       1086.000        702.000          0.000            669.966                 9.7           1.454           33.147
     31/12/2008           2008       1001.000        678.000          0.000            575.758                 8.6           1.494           48.748
     31/12/2009           2009        817.000        605.000          0.000            471.257                 2.5           0.533           17.561
     31/12/2010           2010       1088.000        887.000          0.000            636.339                 3.2           0.498           23.300
     31/12/2011           2011        591.000        390.000          0.000            293.901                 5.2           1.775           38.316
     31/12/2012           2012        620.000        373.000          0.000            259.709                 5.0           1.913           56.609
     31/12/2013           2013        682.000        374.000          0.000            424.148                 9.2           2.181           30.995
     31/12/2014           2014        980.000        789.000          0.000            584.506                 4.0           0.689           22.366
     31/12/2015           2015       1137.000        717.000          0.000            692.508                 5.5           0.789           24.101
     31/12/2016           2016        899.000        663.000          0.000            471.169                 4.1           0.878           35.961
     31/12/2017           2017        758.000        520.000          0.000            423.787                 7.7           1.821           43.610
     31/12/2018           2018       1171.000        868.000          0.000            715.552                 8.2           1.152           43.811
     31/12/2019           2019        951.000        654.000          0.000            589.962                 6.3           1.061           37.764
