ApsimVersion = 7.9 r0
Title = Masarik_CC_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        952.000        650.000         56.000            343.862                37.8          10.985                   0.000               108.999
     31/12/1995           1995        922.000        545.000         56.000            405.436                31.3           7.725                  47.508                 0.000
     31/12/1996           1996        824.000        532.000         56.000            221.724                16.9           7.639                   0.000               112.068
     31/12/1997           1997        818.000        564.000         56.000            436.795                38.6           8.826                  47.150                 0.000
     31/12/1998           1998       1023.000        561.000         56.000            275.924                19.9           7.225                   0.000               192.634
     31/12/1999           1999        965.000        539.000         56.000            427.608                48.7          11.393                   0.000                86.654
     31/12/2000           2000       1108.000        785.000         56.000            451.428                12.3           2.727                   0.000                70.841
     31/12/2001           2001       1148.000        773.000         56.000            473.498                 7.3           1.544                   0.000                56.143
     31/12/2002           2002        745.000        409.000         56.000            357.156                 3.0           0.828                   0.000               131.326
     31/12/2003           2003        904.000        416.000         56.000            362.703                 2.4           0.655                   0.000               113.995
     31/12/2004           2004       1072.000        730.000         56.000            469.723                 8.8           1.872                   0.000                39.980
     31/12/2005           2005        739.000        439.000         56.000            310.172                 4.0           1.301                   0.000               132.615
     31/12/2006           2006       1081.000        679.000         56.000            441.347                 6.2           1.395                   0.000               116.575
     31/12/2007           2007       1127.000        733.000         56.000            437.012                 2.4           0.538                   0.000                92.105
     31/12/2008           2008       1272.000        713.000         56.000            529.776                 8.6           1.615                   0.000                71.881
     31/12/2009           2009       1009.000        516.000         56.000            433.032                 1.9           0.437                   0.000                64.732
     31/12/2010           2010       1110.000        834.000         56.000            460.625                 5.4           1.176                   0.000                74.113
     31/12/2011           2011        867.000        407.000         56.000            380.151                 3.0           0.799                   0.000               133.443
     31/12/2012           2012        705.500        378.000         56.000            296.066                 2.2           0.748                   0.000               129.050
     31/12/2013           2013       1051.000        525.000         56.000            470.050                 6.7           1.416                   0.000                78.651
     31/12/2014           2014        914.000        546.000         56.000            412.048                 3.4           0.822                   0.000                47.772
     31/12/2015           2015       1014.000        591.000         56.000            382.069                 2.3           0.611                   0.000               106.340
     31/12/2016           2016       1138.500        832.000         56.000            460.706                 2.7           0.586                   0.000                77.033
     31/12/2017           2017        939.000        509.000         56.000            419.175                 3.5           0.830                   0.000                91.532
     31/12/2018           2018       1193.000        768.000         56.000            500.993                 2.1           0.424                   0.000               107.822
     31/12/2019           2019       1246.000        719.000         56.000            506.882                 2.6           0.519                   0.000                63.953
