ApsimVersion = 7.9 r0
Title = Hoffman_CC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        487.000        224.000            313.053                19.2           6.143          168.410
     31/12/1995           1995        794.000        359.000        224.000            395.946                 8.6           2.167           44.254
     31/12/1996           1996        997.000        495.000        224.000            208.309                 3.7           1.767          182.574
     31/12/1997           1997        838.000        356.000        224.000            492.064                 9.5           1.933           55.629
     31/12/1998           1998       1112.000        567.000        224.000            211.081                 3.4           1.627          186.189
     31/12/1999           1999        847.000        395.000        224.000            373.592                10.8           2.900          176.030
     31/12/2000           2000        970.000        625.000        224.000            299.280                49.4          16.494          180.218
     31/12/2001           2001        977.000        650.000        224.000            404.514                78.2          19.336          154.663
     31/12/2002           2002        960.000        436.000        224.000            374.075                54.5          14.582          163.562
     31/12/2003           2003       1133.000        695.000        224.000            352.201                96.5          27.409          157.073
     31/12/2004           2004       1117.000         96.000        224.000            488.162               116.9          23.949          205.020
     31/12/2005           2005        990.000        544.000        224.000            564.935                71.9          12.735           94.782
     31/12/2006           2006       1071.000        596.000        224.000            461.143                84.4          18.310          172.996
     31/12/2007           2007       1088.000        502.000        224.000            422.183               100.9          23.893          163.223
     31/12/2008           2008       1159.000        614.000        224.000            513.657                90.4          17.606          203.319
     31/12/2009           2009       1107.000        483.000        224.000            501.507                82.5          16.454          202.784
     31/12/2010           2010       1015.000        660.000        224.000            358.525                70.8          19.738          168.976
     31/12/2011           2011       1348.000        683.000        224.000            652.140               121.9          18.696          182.187
     31/12/2012           2012        871.500        581.000        224.000            235.126                45.5          19.370           72.837
     31/12/2013           2013       1128.000        499.000        224.000            469.496               115.5          24.610          164.682
     31/12/2014           2014       1287.000        800.000        224.000            606.375               146.5          24.158          172.193
     31/12/2015           2015       1203.000        656.000        224.000            533.470               131.2          24.596          173.745
     31/12/2016           2016        988.500        550.000        224.000            361.941                54.1          14.940          163.590
     31/12/2017           2017       1279.000        702.000        224.000            557.461               119.1          21.360          179.886
     31/12/2018           2018       1130.000        666.000        224.000            535.206               106.8          19.954          172.624
     31/12/2019           2019       1040.000        392.000        224.000            550.455                72.0          13.072          166.337
