ApsimVersion = 7.9 r0
Title = RandIragCC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        880.000        658.000        224.000            107.931                13.3          12.310          155.876
     31/12/1995           1995       1051.000        718.000        224.000            411.641                59.8          14.517           47.744
     31/12/1996           1996        795.000        567.000        224.000            103.833                 2.1           2.061          173.954
     31/12/1997           1997        687.000        424.000        224.000            233.138                 7.5           3.228           47.380
     31/12/1998           1998        891.000        652.000        224.000            138.326                 3.6           2.622          195.060
     31/12/1999           1999        740.000        534.000        224.000            250.770                26.9          10.710          185.689
     31/12/2000           2000        833.000        612.000        224.000            142.290                16.7          11.711          161.928
     31/12/2001           2001        959.000        466.000        224.000            289.886                56.8          19.609          137.671
     31/12/2002           2002        804.000        647.000        224.000            115.400                24.7          21.381          157.681
     31/12/2003           2003        760.000        567.000        224.000            103.269                26.6          25.795          164.703
     31/12/2004           2004        893.500        766.000        224.000            175.463                51.3          29.246          141.722
     31/12/2005           2005       1005.000        795.000        224.000            179.267                35.2          19.654          177.454
     31/12/2006           2006        731.000        522.000        224.000             82.810                19.5          23.548          170.016
     31/12/2007           2007        917.000        662.000        224.000            240.712                64.6          26.848          183.471
     31/12/2008           2008        815.000        567.000        224.000            154.870                41.1          26.562          171.776
     31/12/2009           2009        869.000        680.000        224.000            151.861                39.0          25.706          165.845
     31/12/2010           2010       1201.000       1038.000        224.000            258.893                54.0          20.850          149.629
     31/12/2011           2011        829.000        539.000        224.000            253.614                39.8          15.689          167.312
     31/12/2012           2012        825.000        580.000        224.000            120.821                24.3          20.141          181.045
     31/12/2013           2013        821.000        542.000        224.000            187.752                68.2          36.304          142.304
     31/12/2014           2014        819.000        602.000        224.000            194.948                68.3          35.013          171.404
     31/12/2015           2015       1009.000        838.000        224.000            160.736                47.7          29.655          171.135
     31/12/2016           2016       1027.000        802.000        224.000            177.961                52.0          29.233          179.005
     31/12/2017           2017        894.000        753.000        224.000            122.544                35.8          29.242          174.103
     31/12/2018           2018       1093.000        846.000        224.000            214.255                60.2          28.106          156.932
     31/12/2019           2019       1325.000        802.000        224.000            416.461                76.7          18.423          160.329
