ApsimVersion = 7.9 r0
Title = Gold_CC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000        224.000            201.872                16.3           8.082                   0.000                32.574
     31/12/1995           1995        731.000        356.000        224.000            101.004                 3.5           3.486                  51.999                 0.000
     31/12/1996           1996        968.000        504.000        224.000            150.354                 4.5           2.994                   0.000               135.150
     31/12/1997           1997        780.000        435.000        224.000            112.044                 3.1           2.777                  46.015                 0.000
     31/12/1998           1998        710.000        284.000        224.000            141.946                 3.3           2.322                   0.000               109.733
     31/12/1999           1999        796.000        454.000        224.000            107.989                 9.1           8.461                   0.000               160.616
     31/12/2000           2000        898.000        525.000        224.000            150.781                17.9          11.855                   0.000               108.356
     31/12/2001           2001        791.000        517.000        224.000            141.164                20.7          14.664                   0.000               169.299
     31/12/2002           2002        807.000        432.000        224.000             78.855                13.5          17.094                   0.000               150.702
     31/12/2003           2003        709.000        292.000        224.000            140.881                31.4          22.323                   0.000               161.091
     31/12/2004           2004        863.000        497.000        224.000            178.840                40.6          22.727                   0.000               122.286
     31/12/2005           2005        797.000        417.000        224.000            158.232                36.0          22.775                   0.000               159.142
     31/12/2006           2006       1062.000        629.000        224.000            228.228                60.5          26.492                   0.000               159.583
     31/12/2007           2007        820.000        481.000        224.000            122.505                27.7          22.586                   0.000               184.069
     31/12/2008           2008       1033.000        587.000        224.000            211.239                48.4          22.899                   0.000               116.320
     31/12/2009           2009        861.000        451.000        224.000            148.612                23.8          15.998                   0.000               154.936
     31/12/2010           2010        678.000        451.000        224.000             72.383                15.1          20.891                   0.000               143.384
     31/12/2011           2011        979.000        530.000        224.000            198.523                54.8          27.579                   0.000               141.954
     31/12/2012           2012        823.500        530.000        224.000             86.844                26.5          30.486                   0.000               107.366
     31/12/2013           2013        967.000        436.000        224.000            239.601                78.5          32.746                   0.000               150.204
     31/12/2014           2014        950.000        527.000        224.000            153.202                44.1          28.757                   0.000               110.778
     31/12/2015           2015        813.000        542.000        224.000             77.209                19.4          25.173                   0.000               134.644
     31/12/2016           2016        956.000        463.000        224.000            182.903                45.7          24.966                   0.000               150.881
     31/12/2017           2017        946.000        443.000        224.000            213.015                50.8          23.843                   0.000               168.473
     31/12/2018           2018        868.000        459.000        224.000            167.349                47.3          28.246                   0.000               105.807
     31/12/2019           2019       1070.000        541.000        224.000            201.505                54.5          27.061                   0.000               124.956
