ApsimVersion = 7.9 r0
Title = Gilmore_CC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        767.000        578.000        224.000            323.416                35.0          10.827          156.641
     31/12/1995           1995        788.000        462.000        224.000            446.885                42.4           9.492           39.571
     31/12/1996           1996        924.000        694.000        224.000            373.694                27.7           7.401          182.515
     31/12/1997           1997        626.000        400.000        224.000            312.545                16.8           5.372           48.222
     31/12/1998           1998        965.000        681.000        224.000            434.105                28.2           6.502          157.449
     31/12/1999           1999        787.000        421.000        224.000            454.234                39.3           8.647          187.350
     31/12/2000           2000        625.000        399.000        224.000            319.596                63.7          19.945          169.036
     31/12/2001           2001        861.000        510.000        224.000            495.075                91.4          18.454          111.277
     31/12/2002           2002        774.000        623.000        224.000            351.655                67.4          19.165          173.420
     31/12/2003           2003        733.000        432.000        224.000            405.654                82.5          20.335          186.231
     31/12/2004           2004        858.500        542.000        224.000            498.410                91.3          18.318          195.775
     31/12/2005           2005        802.000        535.000        224.000            430.485                73.0          16.955          183.542
     31/12/2006           2006        696.000        487.000        224.000            384.740                80.4          20.894          169.452
     31/12/2007           2007       1086.000        702.000        224.000            619.448               123.5          19.931          161.787
     31/12/2008           2008       1001.000        678.000        224.000            589.169               104.9          17.807          182.872
     31/12/2009           2009        817.000        605.000        224.000            446.749                74.2          16.617          200.967
     31/12/2010           2010       1088.000        887.000        224.000            592.630                91.6          15.460          168.846
     31/12/2011           2011        591.000        390.000        224.000            351.903                52.7          14.975          142.218
     31/12/2012           2012        620.000        373.000        224.000            294.267                59.4          20.194          174.778
     31/12/2013           2013        682.000        374.000        224.000            471.711                95.7          20.295          148.803
     31/12/2014           2014        980.000        789.000        224.000            573.958               110.1          19.174          164.827
     31/12/2015           2015       1137.000        717.000        224.000            635.905               112.3          17.657          175.359
     31/12/2016           2016        899.000        663.000        224.000            439.918                74.1          16.845          176.475
     31/12/2017           2017        758.000        520.000        224.000            433.818                81.8          18.855          204.827
     31/12/2018           2018       1171.000        868.000        224.000            680.704               141.7          20.810          168.225
     31/12/2019           2019        951.000        654.000        224.000            589.480               100.2          17.001          170.496
