ApsimVersion = 7.9 r0
Title = Hoffman_CC_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        487.000        112.000            313.053                19.2           6.143          168.410
     31/12/1995           1995        794.000        359.000        112.000            395.946                 8.6           2.167           44.254
     31/12/1996           1996        997.000        495.000        112.000            208.309                 3.7           1.767          182.574
     31/12/1997           1997        838.000        356.000        112.000            492.064                 9.5           1.933           55.629
     31/12/1998           1998       1112.000        567.000        112.000            211.081                 3.4           1.627          186.189
     31/12/1999           1999        847.000        395.000        112.000            373.594                10.8           2.900          174.920
     31/12/2000           2000        970.000        625.000        112.000            377.677                22.0           5.813          157.112
     31/12/2001           2001        977.000        650.000        112.000            464.085                30.2           6.513          121.348
     31/12/2002           2002        960.000        436.000        112.000            332.958                14.5           4.354          161.513
     31/12/2003           2003       1133.000        695.000        112.000            401.310                25.3           6.300          148.591
     31/12/2004           2004       1117.000         96.000        112.000            580.615                38.9           6.702          120.977
     31/12/2005           2005        990.000        544.000        112.000            543.255                21.2           3.907           83.997
     31/12/2006           2006       1071.000        596.000        112.000            459.744                27.4           5.967          171.516
     31/12/2007           2007       1088.000        502.000        112.000            440.211                29.3           6.662          168.228
     31/12/2008           2008       1159.000        614.000        112.000            576.401                29.2           5.071          166.988
     31/12/2009           2009       1107.000        483.000        112.000            577.051                15.3           2.655          181.871
     31/12/2010           2010       1015.000        660.000        112.000            436.127                19.8           4.544          131.769
     31/12/2011           2011       1348.000        683.000        112.000            748.203                33.9           4.535          181.083
     31/12/2012           2012        871.500        581.000        112.000            249.247                10.0           4.000           79.062
     31/12/2013           2013       1128.000        499.000        112.000            523.834                32.2           6.156          166.081
     31/12/2014           2014       1287.000        800.000        112.000            631.404                25.8           4.090          168.477
     31/12/2015           2015       1203.000        656.000        112.000            570.905                37.5           6.568          145.615
     31/12/2016           2016        988.500        550.000        112.000            390.343                17.5           4.488          164.661
     31/12/2017           2017       1279.000        702.000        112.000            598.223                34.2           5.715          176.495
     31/12/2018           2018       1130.000        666.000        112.000            570.536                31.7           5.556          158.399
     31/12/2019           2019       1040.000        392.000        112.000            583.143                19.4           3.333          165.065
