ApsimVersion = 7.9 r0
Title = Gold_CC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        910.000        541.000        250.000            201.872                16.3           8.082           32.574
     31/12/1995           1995        731.000        356.000        250.000            101.004                 3.5           3.486           51.999
     31/12/1996           1996        968.000        504.000        250.000            150.354                 4.5           2.994          135.150
     31/12/1997           1997        780.000        435.000        250.000            112.044                 3.1           2.777           46.015
     31/12/1998           1998        710.000        284.000        250.000            141.946                 3.3           2.322          109.733
     31/12/1999           1999        796.000        454.000        250.000            107.985                 9.5           8.800          160.643
     31/12/2000           2000        898.000        525.000        250.000            150.687                23.0          15.238          108.523
     31/12/2001           2001        791.000        517.000        250.000            141.127                26.7          18.893          169.224
     31/12/2002           2002        807.000        432.000        250.000             78.860                16.9          21.467          150.699
     31/12/2003           2003        709.000        292.000        250.000            140.824                38.8          27.539          161.128
     31/12/2004           2004        863.000        497.000        250.000            178.710                50.3          28.147          122.346
     31/12/2005           2005        797.000        417.000        250.000            157.621                44.6          28.289          159.234
     31/12/2006           2006       1062.000        629.000        250.000            228.287                75.0          32.849          159.735
     31/12/2007           2007        820.000        481.000        250.000            122.494                33.8          27.569          184.051
     31/12/2008           2008       1033.000        587.000        250.000            211.113                59.3          28.091          117.112
     31/12/2009           2009        861.000        451.000        250.000            148.551                29.7          20.008          155.064
     31/12/2010           2010        678.000        451.000        250.000             72.387                19.2          26.473          143.387
     31/12/2011           2011        979.000        530.000        250.000            198.477                66.7          33.622          141.917
     31/12/2012           2012        823.500        530.000        250.000             86.837                31.7          36.514          107.320
     31/12/2013           2013        967.000        436.000        250.000            239.296                91.6          38.268          149.980
     31/12/2014           2014        950.000        527.000        250.000            153.165                52.7          34.403          110.923
     31/12/2015           2015        813.000        542.000        250.000             77.192                23.7          30.730          133.645
     31/12/2016           2016        956.000        463.000        250.000            182.797                54.9          30.008          150.915
     31/12/2017           2017        946.000        443.000        250.000            212.692                61.3          28.824          168.545
     31/12/2018           2018        868.000        459.000        250.000            167.184                57.1          34.156          105.854
     31/12/2019           2019       1070.000        541.000        250.000            201.255                65.3          32.461          124.928
