ApsimVersion = 7.9 r0
Title = Gentry_CC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        889.300        415.300        300.000            472.482                37.9           8.028          204.321
     31/12/1995           1995        953.500        386.000        300.000            477.720                27.4           5.729           54.388
     31/12/1996           1996        947.300        488.900        300.000            388.748                25.1           6.460          215.663
     31/12/1997           1997        889.400        499.100        300.000            493.488                10.7           2.174           51.741
     31/12/1998           1998       1091.500        548.800        300.000            428.548                23.0           5.370          181.852
     31/12/1999           1999        884.700        455.700        300.000            392.876                27.6           7.019          237.055
     31/12/2000           2000        918.600        586.300        300.000            357.644                80.7          22.562          199.966
     31/12/2001           2001        963.400        635.300        300.000            442.696               122.9          27.751          156.836
     31/12/2002           2002        984.500        439.600        300.000            508.484               132.8          26.121          189.306
     31/12/2003           2003        966.800        627.600        300.000            359.254               105.8          29.462          191.736
     31/12/2004           2004       1019.600        646.800        300.000            519.078               156.8          30.199          193.483
     31/12/2005           2005        832.000        454.100        300.000            370.357                97.2          26.238          163.731
     31/12/2006           2006        994.600        562.400        300.000            485.216               174.1          35.888          191.544
     31/12/2007           2007        984.000        503.300        300.000            472.020               161.4          34.198          183.768
     31/12/2008           2008       1311.600        771.100        300.000            663.805               195.8          29.492          203.619
     31/12/2009           2009       1273.500        643.300        300.000            703.665               166.2          23.623          137.059
     31/12/2010           2010        976.199        675.300        300.000            454.100               115.3          25.384          185.045
     31/12/2011           2011       1006.100        458.800        300.000            544.526               158.9          29.185          209.275
     31/12/2012           2012        739.800        504.100        300.000            211.438                65.0          30.720          113.962
     31/12/2013           2013        954.600        462.200        300.000            483.205               158.4          32.783          191.000
     31/12/2014           2014       1020.999        685.300        300.000            499.520               169.7          33.977          187.096
     31/12/2015           2015       1135.699        674.000        300.000            568.949               196.8          34.592          190.773
     31/12/2016           2016        996.999        684.000        300.000            450.533               136.5          30.296          182.899
     31/12/2017           2017        884.200        506.800        300.000            348.658               119.3          34.218          230.169
     31/12/2018           2018       1050.600        604.700        300.000            479.808               172.5          35.942          191.487
     31/12/2019           2019       1093.500        490.200        300.000            584.330               180.8          30.944          176.987
