ApsimVersion = 7.9 r0
Title = Huggins_CC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        668.000        460.000          0.000            442.511                67.8          15.323          176.227
     31/12/1995           1995        876.000        544.000          0.000            548.769               136.0          24.780           38.741
     31/12/1996           1996        843.000        552.000          0.000            432.845                75.9          17.529          189.722
     31/12/1997           1997        616.000        457.000          0.000            401.522                34.3           8.549           55.216
     31/12/1998           1998        646.000        454.000          0.000            361.861                27.0           7.457          194.216
     31/12/1999           1999        552.000        395.000          0.000            380.952                25.1           6.590           87.664
     31/12/2000           2000        686.000        503.000          0.000            443.477                10.3           2.321           82.060
     31/12/2001           2001        798.000        398.000          0.000            558.467                13.4           2.403           79.304
     31/12/2002           2002        612.000        467.000          0.000            406.283                 7.2           1.765           81.527
     31/12/2003           2003        523.000        369.000          0.000            377.461                 7.2           1.911           56.184
     31/12/2004           2004        720.500        510.000          0.000            476.370                 7.1           1.491           26.073
     31/12/2005           2005        864.000        651.000          0.000            529.266                 6.0           1.126           45.762
     31/12/2006           2006        676.000        478.000          0.000            437.293                 9.8           2.234           52.698
     31/12/2007           2007        711.000        540.000          0.000            515.831                11.0           2.132           35.594
     31/12/2008           2008        634.000        386.000          0.000            439.271                 7.7           1.760           54.021
     31/12/2009           2009        651.000        501.000          0.000            453.867                 4.1           0.911           18.872
     31/12/2010           2010        960.000        760.000          0.000            573.930                 7.8           1.365           33.093
     31/12/2011           2011        615.000        382.000          0.000            415.257                 9.5           2.291           54.088
     31/12/2012           2012        687.500        460.000          0.000            401.935                 6.0           1.489           41.710
     31/12/2013           2013        576.000        368.000          0.000            447.129                 9.7           2.171           33.529
     31/12/2014           2014        711.000        486.000          0.000            476.635                 3.8           0.807           20.167
     31/12/2015           2015        792.000        601.000          0.000            477.341                 4.5           0.946           31.195
     31/12/2016           2016        968.500        758.000          0.000            589.767                 6.9           1.165           33.308
     31/12/2017           2017        809.000        649.000          0.000            498.492                 4.8           0.959           26.321
     31/12/2018           2018       1062.000        787.000          0.000            667.991                 7.2           1.077           25.156
     31/12/2019           2019        990.000        603.000          0.000            632.247                 6.8           1.073           26.343
