site_id,year,rotation,term,estimate,std.error,statistic,p.value
gent,2000,cc,a,9.299999999999999,0.46680279134715275,19.9227600442598,2.7637399982188474e-4
gent,2000,cc,b,0.08928571428571429,0.006456855131609496,13.828049796040274,8.185992767348195e-4
gent,2000,cc,xs,154.35477821845694,2.3981427597660274,64.36429924360151,8.263391771634979e-6
gent,2000,cc,c,0.4494204658350811,0.005372592945978125,83.65057065629982,3.765655907709472e-6
gent,2000,cs,a,10.3,0.07523793284128566,136.89902966536627,8.5938193383663e-7
gent,2000,cs,b,0.04107142857142856,0.001900044732661827,21.616032436189236,2.1667400617644676e-4
gent,2000,cs,xs,85.67682357021891,1.0773579220835332,79.52493949691859,4.382415401077598e-6
gent,2000,cs,c,0.17279876580373266,5.15996854002892e-4,334.88337082528835,5.871864937536804e-8
gent,2001,cc,a,14.7,0.48748739844812994,30.154625630931303,8.011100561743385e-5
gent,2001,cc,b,0.06250000000000001,0.006742966341698526,9.268917688866368,0.002657531527160728
gent,2001,cc,xs,139.79325964888432,1.397892491467717,100.00286896319787,2.2043322388226114e-6
gent,2001,cc,c,0.6918313279611435,0.005610659162078349,123.3066040862246,1.1760043145449645e-6
gent,2001,cs,a,15.166666666666668,1.5795219116698438,9.602061582439667,0.0023970368000012375
gent,2001,cs,b,0.0607142857142857,0.021848078781667887,2.7789301897441603,0.06905222069622367
gent,2001,cs,xs,119.70933958648328,13.083956721259066,9.149322497526855,0.002760166445984819
gent,2001,cs,c,0.2784358096920189,0.018179257789279805,15.316126374323751,6.045036770361861e-4
gent,2002,cc,a,9.466666666666665,0.558394580826848,16.953364147354026,4.4698192438901357e-4
gent,2002,cc,b,0.15892857142857145,0.0077237604005530505,20.576579695195043,2.5099830871858737e-4
gent,2002,cc,xs,140.80907674432356,1.8951174243105022,74.30097731044498,5.3728415972615685e-6
gent,2002,cc,c,0.6912462744232256,0.006426754170353,107.55760312289303,1.771790094383165e-6
gent,2002,cs,a,15.1,0.10659565165633086,141.6568102485369,7.756761942972137e-7
gent,2002,cs,b,0.06964285714285712,0.0026919467189710946,25.87081558935005,1.2668037512012154e-4
gent,2002,cs,xs,81.94089771242342,2.85141768209011,28.736897518416225,9.252542681369268e-5
gent,2002,cs,c,0.13792895845875977,7.31054387433579e-4,188.67126828001085,3.28329208596387e-7
gent,2003,cc,a,9.083333333333334,0.5671381694704816,16.016085360317305,0.00052934640608352985
gent,2003,cc,b,0.06875,0.007844702447706197,8.763876062641817,0.0031288993209807807
gent,2003,cc,xs,147.36572189625386,1.9353939114394991,76.14249534692749,4.9925201394586365e-6
gent,2003,cc,c,0.6031736394745557,0.006527387121869319,92.40659826252472,2.7936933275467764e-6
gent,2003,cs,a,9.1,0.27660465371564896,32.89894033870756,6.172802514140835e-5
gent,2003,cs,b,0.019642857142857146,0.006985322369646153,2.812018701987575,0.06718039007607185
gent,2003,cs,xs,94.23898622442155,3.4995798322477927,26.928657365101888,1.1237631721728094e-4
gent,2003,cs,c,0.1804108970499699,0.0018970102676919246,95.10275201065423,2.5628232624277937e-6
gent,2004,cc,a,9.166666666666668,0.43779133100631334,20.938438058140708,2.3827759923521785e-4
gent,2004,cc,b,0.1107142857142857,0.006055566193219395,18.28306093627643,3.569985628110444e-4
gent,2004,cc,xs,144.44512962956358,1.0269510449256511,140.65434797821456,7.923776883064868e-7
gent,2004,cc,c,0.8845347168561651,0.005038690128623712,175.5485442201167,4.0759450286909253e-7
gent,2004,cs,a,11.4,0.43911684121748273,25.961199685242516,1.2536652777141093e-4
gent,2004,cs,b,0.0375,0.011089374862789235,3.381615326742402,0.04304003676680963
gent,2004,cs,xs,92.8676394745624,3.5569755857110352,26.1085962601563,1.2326259680851508e-4
gent,2004,cs,c,0.2855659241420831,0.0030115514880756362,94.82352377928562,2.5855242798706852e-6
gent,2005,cc,a,10.6,0.41114026496359224,25.781955462179464,1.2799001149741202e-4
gent,2005,cc,b,0.033928571428571426,0.00568692642556892,5.966064775521905,0.009421878687464465
gent,2005,cc,xs,142.567456854713,1.4809548367311334,96.26725496193916,2.470963336594559e-6
gent,2005,cc,c,0.5365492880008831,0.004731953896368756,113.38852823832974,1.5123134002489131e-6
gent,2005,cs,a,14.2,0.20926362632341794,67.85699096150533,7.0525717413024584e-6
gent,2005,cs,b,-0.007142857142857114,0.005284704615320591,-1.351609534078718,0.2693817733442497
