site,year,rotation,a,b,xs,c
hugg,2012,cs,20.469278791452847,0.14539149306505855,116.29131463485989,0.5194753407508679
hugg,2000,cs,24.012507288459343,0.15278207894142856,116.29131463485989,0.522931726012865
hugg,2007,cs,16.523515952384436,0.11258890203510546,116.29131463485989,0.5774128408383354
hugg,2008,cc,4.308215212369508,0.07698639905792054,128.59216086397493,0.725484003967123
hugg,2003,cc,8.581194097624623,0.03706543389686864,128.59216086397493,0.7368429135637569
hugg,2006,cs,19.902955132125772,0.24168746884072512,116.29131463485989,0.5138715690151318
hugg,2004,cc,4.887097736042135,-0.004322472635545929,128.59216086397493,0.8075414081991822
hugg,2015,cs,18.68336684999036,0.19801821117691135,116.29131463485989,0.5643982907483585
hugg,2002,cc,7.837748586921542,0.11238422212339916,128.59216086397493,0.7352465176533975
hugg,2005,cs,19.270828107340357,0.04370163418432971,116.29131463485989,0.6502811887818714
hugg,2017,cc,5.384770742772837,0.04781194054512795,128.59216086397493,0.8396600786755308
hugg,2006,cc,9.307345636760179,0.09445640341601882,128.59216086397493,0.80548592811913
hugg,2001,cc,6.354129325729177,0.10291897513132253,128.59216086397493,0.8169981638105184
hugg,2010,cs,21.695415867350107,0.07743380213631382,116.29131463485989,0.7240259692165822
hugg,2017,cs,19.182664465217403,0.2077621646375218,116.29131463485989,0.6915456210217751
hugg,2001,cs,11.309622741106558,0.29310357712872603,116.29131463485989,0.7063138733531366
hugg,2016,cs,16.63568662756173,0.12052137128632423,116.29131463485989,0.8138589353220803
hugg,2013,cc,5.139376839717201,0.14052759379999202,128.59216086397493,0.9508616693392098
hugg,2012,cc,11.0732577196576,0.1328072794243973,128.59216086397493,0.9206239683535302
hugg,2009,cc,6.44472303095031,-0.011701015268669332,128.59216086397493,1.0420550153561692
hugg,2010,cc,13.750132711395255,0.046648026804434216,128.59216086397493,1.059163440466826
hugg,2007,cc,11.12057160626367,0.17151492711326377,128.59216086397493,1.0236011780912226
hugg,2000,cc,16.32076898610401,0.2385425781780112,128.59216086397493,1.0084102129200754
hugg,2016,cc,7.372503929169154,0.13173014301204808,128.59216086397493,1.1562835990165217
hugg,2015,cc,6.725512533512789,0.11108016152429821,128.59216086397493,1.2341268829972565
hugg,2018,cc,10.09622068236753,0.21410871345086568,128.59216086397493,1.2196362035951802
hugg,2005,cc,11.05524613925927,0.09031457415420518,128.59216086397493,1.3189325589306922
klad,2000,cc,0.7712119405371761,0.01008037235272272,128.59216086397493,0.05801189379920402
klad,2008,cs,2.878511001502199,0.0062324307057386626,116.29131463485989,0.08542628105342906
klad,2009,cc,-0.025987767921281102,0.0029469923011991445,128.59216086397493,0.11806056068853871
klad,2000,cs,5.7127302983064325,0.03078004912500551,116.29131463485989,0.07020519463034822
klad,2016,cc,1.2535075645139369,0.044970905374919434,128.59216086397493,0.11651007047744646
klad,2012,cc,1.415272733067733,0.019837222011053583,128.59216086397493,0.13299852368199558
klad,2012,cs,4.803846345539126,0.02280957398702405,116.29131463485989,0.10855357988578859
klad,2016,cs,5.904037366826243,0.04904498657430692,116.29131463485989,0.10169779567606294
klad,2009,cs,7.151552033348354,0.058107372071646374,116.29131463485989,0.11136971790780462
klad,2013,cc,0.8907434796643199,0.023771224491171444,128.59216086397493,0.18375450886714087
klad,2008,cc,2.092044851086193,0.08114287342540927,128.59216086397493,0.13100801923956212
klad,2005,cc,2.173277347894241,0.03093733593079697,128.59216086397493,0.17416752297436333
klad,2014,cc,1.1796625181741063,0.044421846328711836,128.59216086397493,0.17642664899331456
klad,2013,cs,5.407065458863828,0.06127014965049703,116.29131463485989,0.1361844055863959
klad,2014,cs,3.5765912898302927,0.05268587554205263,116.29131463485989,0.1502519888309479
klad,2003,cc,1.2275886520098325,0.03386682787710484,128.59216086397493,0.19360745505290267
klad,2004,cs,5.683979663029909,0.012634410831615064,116.29131463485989,0.1828277926843532
klad,2006,cc,1.889765221455254,0.0408157586218426,128.59216086397493,0.2007358891090396
klad,2005,cs,6.227099256493764,0.05896223715273351,116.29131463485989,0.16424629043622122
klad,2003,cs,6.301750197096931,0.05070818102129775,116.29131463485989,0.17551362630099157
klad,2002,cc,2.9817601668826152,0.044285181259353795,128.59216086397493,0.21882535237311088
klad,2006,cs,7.438212075491373,0.067437158214208,116.29131463485989,0.16561737748514735
klad,2002,cs,5.574882475029517,0.057831657910263776,116.29131463485989,0.1920377189441597
klad,2018,cc,3.861838121581275,0.044524595859218905,128.59216086397493,0.23054340279281474
klad,2001,cs,7.294598463682106,0.06392776800561129,116.29131463485989,0.19159471043291723
klad,2017,cs,7.678837352426094,0.06608434486075224,116.29131463485989,0.19408082311081568
klad,2017,cc,2.742295130449766,0.03871301824276207,128.59216086397493,0.2543182168842106
klad,2010,cs,9.006124724048254,0.010295149717656844,116.29131463485989,0.23032435211233973
klad,2011,cc,2.6893333933654224,0.006538402276547409,128.59216086397493,0.281789675649831
klad,2001,cc,3.856338932866449,0.04015641894447686,128.59216086397493,0.2661382722531824
klad,2011,cs,5.202073925392355,0.03408016729037835,116.29131463485989,0.25516844995456833
klad,2004,cc,3.932773662549165,0.07076076614537369,128.59216086397493,0.25783627382310004
klad,2007,cc,4.69787629109424,0.0392660921946105,128.59216086397493,0.28266577128283293
klad,2007,cs,8.567661468389856,0.07960629409932986,116.29131463485989,0.22689700344020383
klad,2015,cc,1.162988740132819,0.06301374237960573,128.59216086397493,0.3032580992178052
klad,2010,cc,6.040224937954036,0.035344111439096784,128.59216086397493,0.2789779241918842
klad,2015,cs,6.181677397269344,0.1210511819133924,116.29131463485989,0.23035773712489707
masa,2004,cs,9.56612449877886,0.02722940082526774,116.29131463485989,0.3528319860588597
masa,2013,cs,4.131898195336049,0.03576639510788268,116.29131463485989,0.395380319658157
masa,2002,cc,0.4290357351889727,0.04651003021015869,128.59216086397493,0.4496321536521718
masa,2003,cs,7.353699511293485,-8.594277152437178e-4,116.29131463485989,0.40062550856754
masa,2011,cs,6.935616320812727,0.11229312173991822,116.29131463485989,0.3579603491807236
masa,2005,cs,8.57042958079942,0.007159611473593886,116.29131463485989,0.40524090935911683
masa,2002,cs,4.525558521104541,0.06893845087015607,116.29131463485989,0.4077067863815601
masa,2009,cc,0.9047328404055515,-0.0027015905265348195,128.59216086397493,0.5100890474990469
masa,2008,cs,5.325687031517706,0.0935192675999779,116.29131463485989,0.4135861130796148
masa,2017,cs,4.820674718002512,0.09299044988807699,116.29131463485989,0.4204635686418984
masa,2009,cs,5.73563423009581,0.027194857721689527,116.29131463485989,0.4472552463826085
masa,2017,cc,0.40540844140555427,0.05922527772365521,128.59216086397493,0.5335799436059927
masa,2014,cc,0.776780071277366,0.03716958495473334,128.59216086397493,0.5396516701007826
masa,2007,cs,9.300168433968752,0.014965052609289379,116.29131463485989,0.47790126995254534
masa,2015,cs,4.294130867660623,0.13393537916475384,116.29131463485989,0.4579594242380578
masa,2014,cs,4.9663875636552035,0.07107278332913458,116.29131463485989,0.4837917242879628
masa,2012,cs,7.927934909283815,0.05903027514709,116.29131463485989,0.4839291680581803
masa,2001,cs,4.362147533835193,0.13952280913057907,116.29131463485989,0.4635334688683699
masa,2006,cs,9.095462114345896,0.1154046740542073,116.29131463485989,0.4695608616254283
masa,2011,cc,-0.1340876984670898,0.11883529991096753,128.59216086397493,0.5595935969123491
masa,2003,cc,2.2046683995521232,0.04130030371990269,128.59216086397493,0.5992679229702617
masa,2005,cc,3.3500041006668084,0.010100156721812477,128.59216086397493,0.5950529465107118
masa,2010,cs,6.505245799813126,0.21570771634051036,116.29131463485989,0.4309680254196493
masa,2000,cs,13.473596711752219,0.16598818014150465,116.29131463485989,0.42973397609358466
masa,2013,cc,1.1098441262318561,0.06549019701326458,128.59216086397493,0.6093502231940259
masa,2008,cc,1.9143323808607995,0.07286769080167423,128.59216086397493,0.6063118381994834
masa,2004,cc,4.0591241456062574,0.05752507372820202,128.59216086397493,0.6022570969131988
masa,2001,cc,2.6224501256953268,0.0892811383834674,128.59216086397493,0.6120396721279122
masa,2000,cc,6.002846221629615,0.15876132040539512,128.59216086397493,0.5601815747915311
masa,2015,cc,0.37746562696481606,0.05429974228309822,128.59216086397493,0.7002380240886852
masa,2006,cc,1.5698082356740477,0.048125225273238446,128.59216086397493,0.7034470617825161
masa,2007,cc,2.727526415113404,0.047893243209579994,128.59216086397493,0.705490916138517
masa,2016,cs,5.180487525006276,0.13134355710888018,116.29131463485989,0.6061635322656802
masa,2010,cc,1.5955585384735032,0.11562697261680599,128.59216086397493,0.7108085154479458
masa,2018,cc,0.40733574808923045,0.07492930414628213,128.59216086397493,0.771564763095938
masa,2012,cc,1.6278184114935788,0.0982938699930707,128.59216086397493,0.7528736204459212
masa,2016,cc,0.531592951781798,0.09095557921631155,128.59216086397493,0.814926470502846
rand,2011,cc,3.532025141908735,0.01197928534073907,128.59216086397493,0.2096376085187568
rand,2003,cc,2.496099772932502,-0.0055800299933642175,128.59216086397493,0.270351425430064
rand,2002,cc,2.5794638332493087,0.0058306767853271435,128.59216086397493,0.2764210463441655
rand,2001,cc,3.8780518926477723,0.013201908723321307,128.59216086397493,0.29008069977516787
rand,2008,cc,3.1999084891947662,-0.015679417825903492,128.59216086397493,0.37551885142415986
rand,2004,cs,7.200512600163165,0.020212746270970142,116.29131463485989,0.32787479400991404
rand,2008,cs,7.960944228543002,0.01604374993433757,116.29131463485989,0.3534626812136543
rand,2002,cs,8.970795761555983,0.08275649795813267,116.29131463485989,0.31313830674719134
rand,2012,cs,15.247525226238187,0.014808468641354378,116.29131463485989,0.32400468266557414
rand,2011,cs,10.26640269423882,0.06268871530270587,116.29131463485989,0.33327006140921367
rand,2017,cc,2.5408402332822897,-0.006695401860617484,128.59216086397493,0.44978015911448865
rand,2003,cs,11.669438519115658,0.007321939790201997,116.29131463485989,0.35686950189540323
rand,2007,cs,11.442331160585208,0.04366720852192832,116.29131463485989,0.3593261560217753
rand,2006,cs,11.59157285194646,0.02380643895806673,116.29131463485989,0.38044152411464194
rand,2013,cc,4.445011785013958,0.004926218069155993,128.59216086397493,0.465566350778312
rand,2005,cs,11.15228444400604,0.05497120033700921,116.29131463485989,0.3886724954340498
rand,2015,cs,10.724815291742091,0.10722602332712332,116.29131463485989,0.3672471958946546
rand,2016,cc,2.8967244182521013,-0.008941809165921615,128.59216086397493,0.5086955295292674
rand,2013,cs,11.029751269240233,0.03591415757131175,116.29131463485989,0.4137856273416929
rand,2009,cs,9.378509871363931,0.028816379866555396,116.29131463485989,0.43504611299212737
rand,2006,cc,4.285931663422008,-0.02467216145948887,128.59216086397493,0.5167238698427292
rand,2017,cs,12.436132756634217,0.07767795767847291,116.29131463485989,0.39329329432847104
rand,2007,cc,3.813097573566085,-0.025185777426767364,128.59216086397493,0.5224682081029955
rand,2014,cs,7.727503603532999,-3.011811028316956e-4,116.29131463485989,0.44485692765770446
rand,2009,cc,3.0819181040079218,-0.051088770753371246,128.59216086397493,0.5495872721813986
rand,2014,cc,3.350395708742707,0.019091925693255442,128.59216086397493,0.5262498164070667
rand,2005,cc,4.316313470481909,-0.04147934676614741,128.59216086397493,0.5582162050804578
rand,2016,cs,9.382553140245053,0.07645245793831223,116.29131463485989,0.4717643034455402
rand,2012,cc,5.211680855948846,-0.005497651066139159,128.59216086397493,0.5839585234243004
rand,2000,cs,17.494309893096844,0.10849191939437987,116.29131463485989,0.43709077748473135
rand,2015,cc,3.265858244867205,-0.02709138847151199,128.59216086397493,0.6486470165192427
rand,2001,cs,10.581188552829307,0.1291297461287597,116.29131463485989,0.4882456978426758
rand,2004,cc,5.000741272608101,0.005433552046199754,128.59216086397493,0.6206840114385836
rand,2010,cs,15.594289237618359,0.06528097248098969,116.29131463485989,0.5093338214465823
rand,2000,cc,12.053266319392055,0.05486453633377435,128.59216086397493,0.6009861748984527
rand,2010,cc,6.475454828197483,-0.0339782627481329,128.59216086397493,0.754815074237792
rand,2018,cc,6.516996558142223,0.06491118130152987,128.59216086397493,0.8493191378789702
