site_id,year,rotation,term2,estimate
rand,2019,cs,a,36.451252886897464
rand,2000,cc,a,88.69200713454393
rand,2017,cs,a,51.15143681472982
rand,2004,cs,a,26.3110960712048
rand,2000,cs,a,70.5734776682304
rand,2003,cc,a,62.86875583371623
rand,2006,cs,a,36.38418919047018
rand,2011,cs,a,46.04420533988572
rand,2003,cs,a,16.325853634824092
rand,2011,cc,a,50.71950476039271
rand,2009,cc,a,20.147613191153116
rand,2009,cs,a,38.36197841817703
rand,2006,cc,a,52.18509791485785
rand,2002,cs,a,79.63845880359632
rand,2008,cc,a,59.664170790902375
rand,2014,cc,a,22.727277929570043
rand,2017,cc,a,54.52794917943722
rand,2014,cs,a,25.672335720605098
rand,2016,cs,a,69.53271201881319
rand,2015,cs,a,73.53461869338608
rand,2015,cc,a,36.06572954324338
rand,2005,cc,a,35.51686696131688
rand,2008,cs,a,52.57475919532133
rand,2016,cc,a,50.779739377545255
rand,2012,cc,a,65.75090672669704
rand,2012,cs,a,72.44812415745204
rand,2007,cs,a,41.27847973803119
rand,2007,cc,a,53.989697770183405
rand,2005,cs,a,80.71171062599069
suth,2012,cc,a,61.16735694973367
suth,2012,cs,a,53.64507270608627
suth,2001,cc,a,72.90228785485048
suth,2001,cs,a,43.26365471701575
suth,2006,cc,a,58.17347763554503
suth,2006,cs,a,30.76644916982228
suth,2007,cs,a,6.578432657668863
suth,2007,cc,a,26.143998140966204
suth,2014,cc,a,27.8539062738249
suth,2014,cs,a,24.38002376118498
suth,2003,cc,a,72.77194410148157
suth,2003,cs,a,46.18668897454311
suth,2002,cs,a,55.52964655323611
suth,2002,cc,a,69.86037296485783
suth,2015,cc,a,37.52698858672697
suth,2015,cs,a,60.046409785725906
suth,2000,cc,a,83.7331525367721
suth,2000,cs,a,82.21187583686469
suth,2016,cc,a,64.31976143775991
suth,2016,cs,a,57.373850606671176
suth,2018,cc,a,51.618725154240636
suth,2018,cs,a,54.10899419093918
suth,2005,cc,a,71.00747013375779
suth,2005,cs,a,106.96647958341558
suth,2019,cc,a,47.986903780121864
suth,2019,cs,a,38.887703008082504
suth,2013,cc,a,64.47076375804082
suth,2013,cs,a,55.721438462347166
suth,2011,cc,a,61.045736351068975
suth,2011,cs,a,49.535299056652114
suth,2010,cc,a,37.72095607043531
suth,2010,cs,a,49.77853604691099
suth,2008,cc,a,51.77906787813631
suth,2008,cs,a,53.1598291015824
suth,2004,cc,a,56.79535823219539
suth,2004,cs,a,51.72790147113407
suth,2017,cs,a,50.621420078277616
suth,2017,cc,a,48.52961239981332
suth,2009,cs,a,41.1334355517642
suth,2009,cc,a,40.67256943297825
gent,2012,cc,a,42.52212803049463
gent,2012,cs,a,42.52212803049463
gent,2009,cc,a,42.52212803049463
gent,2009,cs,a,42.52212803049463
gent,2005,cc,a,42.52212803049463
gent,2001,cs,a,42.52212803049463
gent,2001,cc,a,42.52212803049463
gent,2019,cc,a,42.52212803049463
gent,2019,cs,a,42.52212803049463
gent,2016,cc,a,42.52212803049463
gent,2007,cc,a,42.52212803049463
gent,2010,cc,a,42.52212803049463
gent,2014,cs,a,42.52212803049463
gent,2010,cs,a,42.52212803049463
gent,2014,cc,a,42.52212803049463
gent,2013,cs,a,42.52212803049463
gent,2016,cs,a,42.52212803049463
gent,2005,cs,a,42.52212803049463
gent,2015,cc,a,42.52212803049463
gent,2013,cc,a,42.52212803049463
gent,2015,cs,a,42.52212803049463
gent,2018,cc,a,42.52212803049463
gent,2006,cc,a,42.52212803049463
gent,2003,cc,a,42.52212803049463
gent,2006,cs,a,42.52212803049463
gent,2011,cs,a,42.52212803049463
gent,2002,cc,a,42.52212803049463
gent,2004,cc,a,42.52212803049463
gent,2002,cs,a,42.52212803049463
gent,2007,cs,a,42.52212803049463
gent,2000,cs,a,42.52212803049463
gent,2000,cc,a,42.52212803049463
gent,2018,cs,a,42.52212803049463
gent,2004,cs,a,42.52212803049463
gent,2008,cc,a,42.52212803049463
gent,2003,cs,a,42.52212803049463
gent,2008,cs,a,42.52212803049463
gent,2011,cc,a,42.52212803049463
gent,2017,cs,a,42.52212803049463
gent,2017,cc,a,42.52212803049463
gilm,2001,cc,a,42.52212803049463
gilm,2001,cs,a,42.52212803049463
gilm,2011,cc,a,42.52212803049463
gilm,2013,cc,a,42.52212803049463
gilm,2011,cs,a,42.52212803049463
gilm,2014,cs,a,42.52212803049463
gilm,2013,cs,a,42.52212803049463
gilm,2007,cs,a,42.52212803049463
gilm,2007,cc,a,42.52212803049463
gilm,2014,cc,a,42.52212803049463
gilm,2000,cs,a,42.52212803049463
gilm,2018,cc,a,42.52212803049463
gilm,2018,cs,a,42.52212803049463
gilm,2010,cc,a,42.52212803049463
gilm,2000,cc,a,42.52212803049463
gilm,2006,cs,a,42.52212803049463
gilm,2006,cc,a,42.52212803049463
gilm,2019,cc,a,42.52212803049463
gilm,2019,cs,a,42.52212803049463
gilm,2010,cs,a,42.52212803049463
gilm,2008,cs,a,42.52212803049463
gilm,2016,cs,a,42.52212803049463
gilm,2002,cc,a,42.52212803049463
gilm,2012,cs,a,42.52212803049463
gilm,2012,cc,a,42.52212803049463
gilm,2015,cc,a,42.52212803049463
gilm,2016,cc,a,42.52212803049463
gilm,2002,cs,a,42.52212803049463
gilm,2015,cs,a,42.52212803049463
gilm,2008,cc,a,42.52212803049463
gilm,2005,cc,a,42.52212803049463
gilm,2005,cs,a,42.52212803049463
gilm,2003,cs,a,42.52212803049463
gilm,2003,cc,a,42.52212803049463
gilm,2004,cs,a,42.52212803049463
gilm,2004,cc,a,42.52212803049463
gilm,2009,cs,a,42.52212803049463
gilm,2009,cc,a,42.52212803049463
gilm,2017,cs,a,42.52212803049463
gilm,2017,cc,a,42.52212803049463
gold,2012,cs,a,42.52212803049463
gold,2018,cc,a,42.52212803049463
gold,2018,cs,a,42.52212803049463
gold,2014,cs,a,42.52212803049463
gold,2012,cc,a,42.52212803049463
gold,2000,cc,a,42.52212803049463
gold,2014,cc,a,42.52212803049463
gold,2008,cc,a,42.52212803049463
gold,2004,cc,a,42.52212803049463
gold,2019,cc,a,42.52212803049463
gold,2019,cs,a,42.52212803049463
gold,2000,cs,a,42.52212803049463
gold,2015,cc,a,42.52212803049463
gold,2008,cs,a,42.52212803049463
gold,2010,cs,a,42.52212803049463
gold,2011,cs,a,42.52212803049463
gold,2010,cc,a,42.52212803049463
gold,2013,cs,a,42.52212803049463
gold,2011,cc,a,42.52212803049463
gold,2004,cs,a,42.52212803049463
gold,2009,cs,a,42.52212803049463
gold,2002,cc,a,42.52212803049463
gold,2016,cc,a,42.52212803049463
gold,2013,cc,a,42.52212803049463
gold,2003,cs,a,42.52212803049463
gold,2009,cc,a,42.52212803049463
gold,2016,cs,a,42.52212803049463
gold,2015,cs,a,42.52212803049463
gold,2002,cs,a,42.52212803049463
gold,2006,cc,a,42.52212803049463
gold,2005,cc,a,42.52212803049463
gold,2003,cc,a,42.52212803049463
gold,2006,cs,a,42.52212803049463
gold,2017,cs,a,42.52212803049463
gold,2017,cc,a,42.52212803049463
gold,2005,cs,a,42.52212803049463
gold,2001,cs,a,42.52212803049463
gold,2001,cc,a,42.52212803049463
gold,2007,cs,a,42.52212803049463
gold,2007,cc,a,42.52212803049463
hoff,2005,cs,a,42.52212803049463
hoff,2005,cc,a,42.52212803049463
hoff,2007,cs,a,42.52212803049463
hoff,2002,cs,a,42.52212803049463
hoff,2003,cc,a,42.52212803049463
hoff,2019,cs,a,42.52212803049463
hoff,2002,cc,a,42.52212803049463
hoff,2016,cc,a,42.52212803049463
hoff,2010,cs,a,42.52212803049463
hoff,2016,cs,a,42.52212803049463
hoff,2013,cc,a,42.52212803049463
hoff,2013,cs,a,42.52212803049463
hoff,2003,cs,a,42.52212803049463
hoff,2019,cc,a,42.52212803049463
hoff,2007,cc,a,42.52212803049463
hoff,2011,cs,a,42.52212803049463
hoff,2010,cc,a,42.52212803049463
hoff,2001,cs,a,42.52212803049463
hoff,2006,cs,a,42.52212803049463
hoff,2014,cc,a,42.52212803049463
hoff,2018,cc,a,42.52212803049463
hoff,2015,cs,a,42.52212803049463
hoff,2015,cc,a,42.52212803049463
hoff,2006,cc,a,42.52212803049463
hoff,2001,cc,a,42.52212803049463
hoff,2018,cs,a,42.52212803049463
hoff,2014,cs,a,42.52212803049463
hoff,2017,cc,a,42.52212803049463
hoff,2000,cc,a,42.52212803049463
hoff,2000,cs,a,42.52212803049463
hoff,2009,cs,a,42.52212803049463
hoff,2011,cc,a,42.52212803049463
hoff,2017,cs,a,42.52212803049463
hoff,2004,cs,a,42.52212803049463
hoff,2009,cc,a,42.52212803049463
hoff,2008,cs,a,42.52212803049463
hoff,2008,cc,a,42.52212803049463
hoff,2004,cc,a,42.52212803049463
hugg,2004,cs,a,42.52212803049463
hugg,2004,cc,a,42.52212803049463
hugg,2006,cc,a,42.52212803049463
hugg,2012,cs,a,42.52212803049463
hugg,2012,cc,a,42.52212803049463
hugg,2006,cs,a,42.52212803049463
hugg,2007,cc,a,42.52212803049463
hugg,2007,cs,a,42.52212803049463
hugg,2014,cc,a,42.52212803049463
hugg,2013,cs,a,42.52212803049463
hugg,2014,cs,a,42.52212803049463
hugg,2003,cs,a,42.52212803049463
hugg,2013,cc,a,42.52212803049463
hugg,2017,cc,a,42.52212803049463
hugg,2017,cs,a,42.52212803049463
hugg,2003,cc,a,42.52212803049463
hugg,2010,cc,a,42.52212803049463
hugg,2016,cs,a,42.52212803049463
hugg,2008,cs,a,42.52212803049463
hugg,2008,cc,a,42.52212803049463
hugg,2016,cc,a,42.52212803049463
hugg,2019,cs,a,42.52212803049463
hugg,2010,cs,a,42.52212803049463
hugg,2002,cc,a,42.52212803049463
hugg,2018,cc,a,42.52212803049463
hugg,2002,cs,a,42.52212803049463
hugg,2018,cs,a,42.52212803049463
hugg,2001,cs,a,42.52212803049463
hugg,2011,cs,a,42.52212803049463
hugg,2011,cc,a,42.52212803049463
hugg,2001,cc,a,42.52212803049463
hugg,2009,cc,a,42.52212803049463
hugg,2005,cs,a,42.52212803049463
hugg,2019,cc,a,42.52212803049463
hugg,2009,cs,a,42.52212803049463
hugg,2015,cc,a,42.52212803049463
hugg,2005,cc,a,42.52212803049463
hugg,2000,cc,a,42.52212803049463
hugg,2015,cs,a,42.52212803049463
hugg,2000,cs,a,42.52212803049463
klad,2005,cs,a,42.52212803049463
klad,2001,cc,a,42.52212803049463
klad,2001,cs,a,42.52212803049463
klad,2009,cc,a,42.52212803049463
klad,2016,cc,a,42.52212803049463
klad,2006,cs,a,42.52212803049463
klad,2015,cc,a,42.52212803049463
klad,2019,cc,a,42.52212803049463
klad,2013,cc,a,42.52212803049463
klad,2015,cs,a,42.52212803049463
klad,2016,cs,a,42.52212803049463
klad,2019,cs,a,42.52212803049463
klad,2014,cc,a,42.52212803049463
klad,2003,cs,a,42.52212803049463
klad,2009,cs,a,42.52212803049463
klad,2014,cs,a,42.52212803049463
klad,2013,cs,a,42.52212803049463
klad,2005,cc,a,42.52212803049463
klad,2003,cc,a,42.52212803049463
klad,2000,cc,a,42.52212803049463
klad,2018,cc,a,42.52212803049463
klad,2007,cs,a,42.52212803049463
klad,2006,cc,a,42.52212803049463
klad,2000,cs,a,42.52212803049463
klad,2002,cs,a,42.52212803049463
klad,2002,cc,a,42.52212803049463
klad,2007,cc,a,42.52212803049463
klad,2018,cs,a,42.52212803049463
klad,2010,cc,a,42.52212803049463
klad,2010,cs,a,42.52212803049463
klad,2012,cs,a,42.52212803049463
klad,2011,cc,a,42.52212803049463
klad,2012,cc,a,42.52212803049463
klad,2004,cc,a,42.52212803049463
klad,2011,cs,a,42.52212803049463
klad,2008,cc,a,42.52212803049463
klad,2017,cs,a,42.52212803049463
klad,2017,cc,a,42.52212803049463
klad,2004,cs,a,42.52212803049463
klad,2008,cs,a,42.52212803049463
masa,2001,cc,a,42.52212803049463
masa,2004,cc,a,42.52212803049463
masa,2009,cc,a,42.52212803049463
masa,2019,cc,a,42.52212803049463
masa,2014,cc,a,42.52212803049463
masa,2000,cc,a,42.52212803049463
masa,2008,cc,a,42.52212803049463
masa,2019,cs,a,42.52212803049463
masa,2000,cs,a,42.52212803049463
masa,2004,cs,a,42.52212803049463
masa,2008,cs,a,42.52212803049463
masa,2009,cs,a,42.52212803049463
masa,2003,cc,a,42.52212803049463
masa,2001,cs,a,42.52212803049463
masa,2014,cs,a,42.52212803049463
masa,2010,cc,a,42.52212803049463
masa,2017,cc,a,42.52212803049463
masa,2006,cc,a,42.52212803049463
masa,2013,cc,a,42.52212803049463
masa,2011,cc,a,42.52212803049463
masa,2016,cc,a,42.52212803049463
masa,2010,cs,a,42.52212803049463
masa,2017,cs,a,42.52212803049463
masa,2013,cs,a,42.52212803049463
masa,2018,cc,a,42.52212803049463
masa,2011,cs,a,42.52212803049463
masa,2016,cs,a,42.52212803049463
masa,2003,cs,a,42.52212803049463
masa,2015,cc,a,42.52212803049463
masa,2018,cs,a,42.52212803049463
masa,2007,cc,a,42.52212803049463
masa,2007,cs,a,42.52212803049463
masa,2006,cs,a,42.52212803049463
masa,2012,cs,a,42.52212803049463
masa,2002,cc,a,42.52212803049463
masa,2012,cc,a,42.52212803049463
masa,2015,cs,a,42.52212803049463
masa,2002,cs,a,42.52212803049463
masa,2005,cc,a,42.52212803049463
masa,2005,cs,a,42.52212803049463
rand,2001,cs,a,42.52212803049463
rand,2001,cc,a,42.52212803049463
rand,2013,cs,a,42.52212803049463
rand,2004,cc,a,42.52212803049463
rand,2013,cc,a,42.52212803049463
rand,2010,cs,a,42.52212803049463
rand,2010,cc,a,42.52212803049463
rand,2018,cc,a,42.52212803049463
rand,2002,cc,a,42.52212803049463
rand,2018,cs,a,42.52212803049463
rand,2019,cc,a,42.52212803049463
rand,2019,cs,a,42.52212803049463
rand,2000,cc,a,42.52212803049463
rand,2017,cs,a,42.52212803049463
rand,2004,cs,a,42.52212803049463
rand,2000,cs,a,42.52212803049463
rand,2003,cc,a,42.52212803049463
rand,2006,cs,a,42.52212803049463
rand,2011,cs,a,42.52212803049463
rand,2003,cs,a,42.52212803049463
rand,2011,cc,a,42.52212803049463
rand,2009,cc,a,42.52212803049463
rand,2009,cs,a,42.52212803049463
rand,2006,cc,a,42.52212803049463
rand,2002,cs,a,42.52212803049463
rand,2008,cc,a,42.52212803049463
rand,2014,cc,a,42.52212803049463
rand,2017,cc,a,42.52212803049463
rand,2014,cs,a,42.52212803049463
rand,2016,cs,a,42.52212803049463
rand,2015,cs,a,42.52212803049463
rand,2015,cc,a,42.52212803049463
rand,2005,cc,a,42.52212803049463
rand,2008,cs,a,42.52212803049463
rand,2016,cc,a,42.52212803049463
rand,2012,cc,a,42.52212803049463
rand,2012,cs,a,42.52212803049463
rand,2007,cs,a,42.52212803049463
rand,2007,cc,a,42.52212803049463
rand,2005,cs,a,42.52212803049463
suth,2012,cc,a,42.52212803049463
suth,2012,cs,a,42.52212803049463
suth,2001,cc,a,42.52212803049463
suth,2001,cs,a,42.52212803049463
suth,2006,cc,a,42.52212803049463
suth,2006,cs,a,42.52212803049463
suth,2007,cs,a,42.52212803049463
suth,2007,cc,a,42.52212803049463
suth,2014,cc,a,42.52212803049463
suth,2014,cs,a,42.52212803049463
suth,2003,cc,a,42.52212803049463
suth,2003,cs,a,42.52212803049463
suth,2002,cs,a,42.52212803049463
suth,2002,cc,a,42.52212803049463
suth,2015,cc,a,42.52212803049463
suth,2015,cs,a,42.52212803049463
suth,2000,cc,a,42.52212803049463
suth,2000,cs,a,42.52212803049463
suth,2016,cc,a,42.52212803049463
suth,2016,cs,a,42.52212803049463
suth,2018,cc,a,42.52212803049463
suth,2018,cs,a,42.52212803049463
suth,2005,cc,a,42.52212803049463
suth,2005,cs,a,42.52212803049463
suth,2019,cc,a,42.52212803049463
suth,2019,cs,a,42.52212803049463
suth,2013,cc,a,42.52212803049463
suth,2013,cs,a,42.52212803049463
suth,2011,cc,a,42.52212803049463
suth,2011,cs,a,42.52212803049463
suth,2010,cc,a,42.52212803049463
suth,2010,cs,a,42.52212803049463
suth,2008,cc,a,42.52212803049463
suth,2008,cs,a,42.52212803049463
suth,2004,cc,a,42.52212803049463
suth,2004,cs,a,42.52212803049463
suth,2017,cs,a,42.52212803049463
suth,2017,cc,a,42.52212803049463
suth,2009,cs,a,42.52212803049463
suth,2009,cc,a,42.52212803049463
gent,2012,cc,b,0.8806594483294499
gent,2012,cs,b,0.4775995465640356
gent,2009,cc,b,0.8492225025760549
gent,2009,cs,b,1.016220557832102
gent,2005,cc,b,1.0073325513433602
