aparam,site_var,eu_var,res_var,tot,pct_site,pct_eu
a,28.223675409,15.860076625,6.579058865,50.662810899,0.5570886199991143,0.313051651567818
b,0.002401946,0.003383936,6.579058865,6.584844747,3.6476881267311675e-4,5.13897613385903e-4
c,0.0304468,0.017335313,6.579058865,6.626840978000001,0.004594466669877588,0.0026159240967982074
