site,year,rotation,a,b,xs
gent,2003,cs,97.28447170478415,1.664964600306819,63.962657799290234
gent,2008,cs,113.09429819935326,1.3276967104980093,72.11431152470911
gent,2011,cc,74.02844166778782,1.2366118840512614,105.65573346895455
gent,2017,cs,149.86505038205993,1.0888697091161732,68.2803911618027
gent,2017,cc,80.04795939722351,1.4498385217748964,102.79840481215908
gilm,2001,cc,50.647577162586416,0.826742203304704,73.57133893092728
gilm,2001,cs,72.4731690877713,1.1923745273209823,37.20397225590789
gilm,2011,cc,40.626509751234714,1.2382110657625562,82.08533543142033
gilm,2013,cc,28.890694568344223,1.0601434312807902,113.14533720018996
gilm,2011,cs,71.86952307651015,1.408259450783587,56.66418113751052
gilm,2014,cs,50.44276628592779,1.2866535590120252,82.28025162190224
gilm,2013,cs,53.940991979006455,1.2512782680632675,82.31841454494247
gilm,2007,cs,61.40877574584745,1.4161779487192858,70.58234580885951
gilm,2007,cc,36.608890165840954,1.2797680585018187,97.12062583371255
gilm,2014,cc,22.549540857137345,1.2062479835176938,117.90837029758796
gilm,2000,cs,110.10492299142885,1.0009221811549909,56.45634195411443
gilm,2018,cc,45.65839279888859,1.4661022143413514,83.57935049563186
gilm,2018,cs,86.53186276944334,1.3522825930195284,60.55790285393599
gilm,2010,cc,22.984882700258037,1.0961506202433666,132.90014348449552
gilm,2000,cc,79.51662706259562,1.3319267546564646,67.3429842731988
gilm,2006,cs,85.025555232596,1.2482751662608993,67.52282337020648
gilm,2006,cc,57.1239316632269,1.365885093785902,81.68640568531939
gilm,2019,cc,40.0401054867222,1.603912024774846,81.38725875305467
gilm,2019,cs,90.58240910298414,1.396032950318929,57.69378431288762
gilm,2010,cs,73.70279145798301,1.4040828726215118,69.8698264814764
gilm,2008,cs,90.96033380461756,1.430306784971761,57.29314154815443
gilm,2016,cs,83.12024459066254,1.5362089909990098,58.754745414000574
gilm,2002,cc,55.41884485679185,1.015531518462759,115.27184918911385
gilm,2012,cs,90.89115684075614,1.0555129532026997,79.25054907201746
gilm,2012,cc,57.59181008304768,1.0580150605502066,110.42386264805113
gilm,2015,cc,24.675852585335672,1.3319236141365367,113.16100117556834
gilm,2016,cc,37.726747545722084,1.4119139993026009,97.27166309082774
gilm,2002,cs,83.40288424197453,1.533892291037633,61.529419921829025
gilm,2015,cs,83.0915223625594,1.6454761046615183,57.969545006472465
gilm,2008,cc,52.2373890675041,1.2491388872829068,103.86376628425381
gilm,2005,cc,59.49633318350436,1.2819285581952582,96.01675537929623
gilm,2005,cs,110.72715656961245,1.203505200988495,60.6203358187395
gilm,2003,cs,95.4896455008585,1.0834677606718655,81.70490727140412
gilm,2003,cc,72.92287261030228,1.0664706500552685,106.08068893504085
gilm,2004,cs,71.04532231880532,1.3765536367674016,89.03707651639152
gilm,2004,cc,38.51066919003101,1.2131282151561718,129.57674444720078
gilm,2009,cs,74.01488310586149,1.4865091167365425,82.4181230192404
gilm,2009,cc,18.563803428858282,1.4694010398292274,124.10399024882766
gilm,2017,cs,92.76541752138738,1.4164387158183789,78.6657696580551
gilm,2017,cc,45.607941075250785,1.54105179741949,102.81384929906163
gold,2012,cs,50.2053671178809,0.7909345156589789,68.20399376899118
gold,2018,cc,20.84520426558295,1.1193163223770766,75.47620325688052
gold,2018,cs,56.97391846172957,0.94990881483932,48.58978381154922
gold,2014,cs,38.77956515376144,1.2144584419039564,57.11672993498953
gold,2012,cc,30.325006965027082,0.7499734933994522,103.40232671101168
gold,2000,cc,26.337560649896925,0.6573251714826844,123.39433547380303
gold,2014,cc,2.292194862786662,0.8112824941167645,130.39126377503808
gold,2008,cc,26.04474701262504,0.7479852580478501,120.78025367743138
gold,2004,cc,26.410348704993037,0.8380072997992101,114.39973703002792
gold,2019,cc,28.080888779513483,0.8717727660215253,110.25956400201515
gold,2019,cs,46.64528886161506,0.941528050190499,83.7506878754597
gold,2000,cs,63.37999138444846,1.0967951849024438,60.66722645251699
gold,2015,cc,14.485698442659617,1.0545731497629351,113.57114962130767
gold,2008,cs,49.785431368410116,1.1332812163061492,77.87350380322113
gold,2010,cs,73.28862512256617,0.9130036154207579,74.9538628541946
gold,2011,cs,39.61074419872999,1.021104345985032,98.2376837160626
gold,2010,cc,28.06670717706368,0.956997899375449,120.36980566092949
gold,2013,cs,56.957687743919834,1.1180040710454056,77.42099192644872
gold,2011,cc,33.82384980010545,1.054400229391513,103.16539832586167
gold,2004,cs,51.616321236743694,1.2874149353573545,71.92009244430008
gold,2009,cs,30.568979048406028,1.2736105592614069,90.87099167411174
gold,2002,cc,76.65290851572804,1.0353708157669455,71.42101498720737
gold,2016,cc,26.148754847655912,1.093212378594674,113.95615816798194
gold,2013,cc,35.327601865960354,1.206706815637621,95.50438405349156
gold,2003,cs,62.54910795670581,1.0668576629486213,82.89122821005097
gold,2009,cc,2.0357748903877173,1.037739322355985,146.82272423551976
gold,2016,cs,52.88494153191972,1.2810699619115458,81.41974037394485
gold,2015,cs,53.94772952273229,1.3376536040791964,77.20096141829313
gold,2002,cs,103.91340545934204,0.9586061751132837,57.38779806278284
gold,2006,cc,59.191463729058796,1.1226658381361112,87.94740680864368
gold,2005,cc,36.82094586090774,1.0703857512267274,114.22840297759662
gold,2003,cc,67.85545681516265,0.8950163800560529,104.16122033689506
gold,2006,cs,73.06108970191548,1.3481859479319347,69.63101378107572
gold,2017,cs,67.45775744172248,1.4332945278920148,69.37021117854204
gold,2017,cc,41.128387755987546,1.1443578161934553,109.96182927006856
gold,2005,cs,74.45307578472347,1.2904487777801907,73.26097054122235
gold,2001,cs,66.83743222050431,1.0786194673156309,94.83586592565948
gold,2001,cc,53.15988603061892,0.92540090506424455,125.61768804783443
gold,2007,cs,60.11284031281659,1.3151295239974545,87.90289951550022
gold,2007,cc,32.28954483042904,1.3032093771439366,115.63697936372128
hoff,2005,cs,36.986774697409906,1.3100090164805986,62.908604933807304
hoff,2005,cc,23.251023258325645,1.2837846788280696,65.90308324430843
hoff,2007,cs,78.80013800517133,1.2959236463253097,35.53489407578446
hoff,2002,cs,92.92845027222702,1.3139238886106164,45.91295179900256
hoff,2003,cc,2.7095040518074818,1.308484114757542,117.77367299336252
hoff,2019,cs,74.5195804579888,1.2133472863602566,71.55166451078605
hoff,2002,cc,69.55061190413994,1.3169886645369049,67.00263760485433
hoff,2016,cc,26.116751824783808,1.7544377800750146,78.46531345338649
hoff,2010,cs,64.82438232800568,1.4778579065534372,66.98024555015155
hoff,2016,cs,68.05772657732412,1.6673344796579306,57.6965755945159
hoff,2013,cc,26.558734363492714,1.3185867629918102,104.81382313435348
hoff,2013,cs,81.90366876474744,1.4969356519047847,56.223744467392
hoff,2003,cs,69.61742357504984,1.639845576518034,59.0886289865982
hoff,2019,cc,20.59950455247535,1.5833533065114245,90.99460150998935
hoff,2007,cc,42.765619728925245,1.121575404735484,108.29656925049986
hoff,2011,cs,88.92556676793062,1.3990063120971896,57.053018527448465
hoff,2010,cc,6.681335410973869,1.0520623697524996,153.9132809269435
hoff,2001,cs,73.6297886377595,1.4502665402978165,63.3069468255409
hoff,2006,cs,74.85540655691955,1.4252835393890748,67.76367351888152
hoff,2014,cc,-1.0273128552885282,1.4819664085057043,116.65150391839529
hoff,2018,cc,6.862685945302619,1.3655812907212874,121.29235246383963
hoff,2015,cs,72.98451024403649,1.4511153776654386,69.36373274544263
hoff,2015,cc,18.71826134619502,1.1148408335240643,139.0037913971188
hoff,2006,cc,18.390801775695984,1.7423335710859498,88.28661629072039
hoff,2001,cc,33.769944662009905,1.438046880041995,86.03139423394542
hoff,2018,cs,91.04334897433142,1.3878601812066171,61.199757501215736
hoff,2014,cs,60.43860070235806,1.9717730766038815,58.974362187104084
hoff,2017,cc,17.319326685896442,1.40067120676897,115.53016257617674
hoff,2000,cc,53.18661288521893,1.0775982070890522,118.04091873986503
hoff,2000,cs,86.60153694014048,1.2708084652347345,75.84697172296998
hoff,2009,cs,80.06369662330285,1.4627098144631174,73.80772812862875
hoff,2011,cc,44.60413148814612,1.2569031735133045,110.17994014250579
hoff,2017,cs,101.96409656133483,1.6575256536372287,57.38544968311755
hoff,2004,cs,83.51977575921153,1.626291200711447,70.31730221127506
hoff,2009,cc,34.462869913400596,1.291752861007042,129.1721288972431
hoff,2008,cs,85.17710322717863,1.5970298639161444,73.57403411490165
hoff,2008,cc,18.947661059725736,1.1822467499575593,155.20361687032735
hoff,2004,cc,18.176126276425165,1.094473858220411,170.3369786388593
hugg,2004,cs,58.53282367717114,0.8791140733066962,68.43897405202344
hugg,2004,cc,33.17110227394642,0.7617280961679148,116.07322830099868
hugg,2006,cc,60.64776151164832,0.6556502661159631,109.21200417795269
hugg,2012,cs,65.98876261147163,0.7338771058778513,97.71492153675905
hugg,2012,cc,46.20942214059854,0.8571186370903902,105.99111481115662
hugg,2006,cs,97.82869328408842,0.7417931860666933,60.9563029989339
hugg,2007,cc,43.044802430067726,0.9485397469171135,121.70038947103315
hugg,2007,cs,59.334535252814746,0.9991749218367401,98.5453273431315
hugg,2014,cc,21.898141162285913,1.1658180120175001,118.85609284453058
hugg,2013,cs,78.08752297312179,1.1272206081573029,73.5366485916314
hugg,2014,cs,58.91816811084388,1.1252833981162718,91.19104058212295
hugg,2003,cs,84.568088869507,1.0119702359986797,77.6762279221607
hugg,2013,cc,38.556257962967585,1.1199212298230676,112.34518423490918
hugg,2017,cc,31.27758324258445,1.124360381088426,119.50500590723719
hugg,2017,cs,71.16095787807807,1.2872645154455502,73.64989342652623
hugg,2003,cc,71.23066458489998,0.935879115830923,102.59427093471969
hugg,2010,cc,38.705618455701874,0.9694445012218668,133.584398849717
hugg,2016,cs,84.95358132663024,1.1260426870453968,74.28972948711643
hugg,2008,cs,94.75575093959543,1.2830496354324874,59.106645225425275
hugg,2008,cc,61.6992033059105,1.0655733535884728,102.91038870409002
hugg,2016,cc,35.88166690682708,1.1013283265954716,120.59133525935687
hugg,2019,cs,73.39168325918614,1.4922529213700713,66.67542272489536
hugg,2010,cs,76.16920602627357,1.2566401699319107,77.14280718000478
hugg,2002,cc,99.09265906778332,0.80731651140298,93.315633965711
hugg,2018,cc,26.49377539823595,1.1285987755233786,130.35852636332777
hugg,2002,cs,108.61021778712629,0.8798100429229321,75.50657800882385
hugg,2018,cs,63.637033156134834,1.216812036252625,92.11084623123426
hugg,2001,cs,154.47615657297277,0.9161526010546885,23.966669405520513
hugg,2011,cs,89.94589341680657,1.2313462448113344,70.80676444618268
hugg,2011,cc,61.14113758961471,1.1213601263269206,102.8867092464271
hugg,2001,cc,108.74553601364198,0.8112455633906307,83.61324878284789
hugg,2009,cc,25.15926508797547,1.1417983637243925,134.07168009809743
hugg,2005,cs,98.69181494084786,0.958750510915698,83.3439633261498
hugg,2019,cc,30.60895516814093,1.412183313408989,104.85772686040582
hugg,2009,cs,56.31141817136909,1.1824633455047853,104.59985857336102
hugg,2015,cc,34.23954985171959,1.155280335805401,125.52363278436457
hugg,2005,cc,58.03716287197228,1.0538604435106953,121.27389107619541
hugg,2000,cc,103.60993994962948,0.9156210686326534,93.80976635705224
hugg,2015,cs,86.4817948088996,1.3776171490493176,75.89208319535663
hugg,2000,cs,129.4501829502316,0.9365310604954951,67.57584006225954
klad,2005,cs,46.082932539093825,0.9853279414979423,57.025511953777404
klad,2001,cc,16.08011123231746,1.0562031019819869,118.8874916030241
klad,2001,cs,69.66122412182958,1.3629340852037364,58.03073546616978
klad,2009,cc,18.48639602862961,1.207650776085054,110.0800838520386
klad,2016,cc,33.833482316945265,1.4600408693196005,85.4353942096382
klad,2006,cs,80.71417201670243,1.417910470224104,57.93421553721516
klad,2015,cc,30.96267471524208,1.375133694892963,96.19850220225965
klad,2019,cc,20.287498651057945,1.1857055385711754,120.0686185771757
klad,2013,cc,28.61349505012828,1.099764459243516,120.44754945716032
klad,2015,cs,106.48224100558824,0.9454405045065433,57.889501295999416
klad,2016,cs,91.8860177721811,1.2801271492029744,58.150454955310884
klad,2019,cs,73.12723936894449,1.5149517168671585,61.734873842870236
klad,2014,cc,20.789607482128954,1.244919115238388,115.96708059842157
klad,2003,cs,82.99452099924542,1.501357537149467,58.320035341592835
klad,2009,cs,88.74861863252116,1.4231129734600816,57.88443515825471
klad,2014,cs,83.99568299742965,1.459982138146145,59.96199821596499
klad,2013,cs,108.27537656074435,1.133067545232745,56.45539991081852
klad,2005,cc,36.49892403042845,1.1428879833878534,116.75317244958816
klad,2003,cc,25.930707878774818,1.2953044612365794,113.00712435627864
klad,2000,cc,85.01628856143795,0.740019393592181,117.6955704474301
klad,2018,cc,14.173583699893523,1.394026274260599,115.74753433655363
klad,2007,cs,97.04571230696267,1.2380570191084592,64.25600782471736
klad,2006,cc,44.778689102697264,1.1838214405368666,110.75850003247045
klad,2000,cs,113.86187472873243,1.062465410763268,60.126149084815744
klad,2002,cs,104.64777757174213,1.0804250063959562,68.19737590703758
klad,2002,cc,71.45900325216546,0.9587663131284401,109.89314094229385
klad,2007,cc,30.67208077529703,1.4821225010087191,98.59880461924774
klad,2018,cs,78.633649394826,1.327659000972693,75.67718797285303
klad,2010,cc,29.92736359974041,1.2421209163456746,125.08158542227471
klad,2010,cs,73.65182121627015,1.2097672579578187,94.37231080403933
klad,2012,cs,71.44400185599264,1.1836917009323555,105.20260365730124
klad,2011,cc,40.43384272961266,1.0330903801483864,154.862543712479
klad,2012,cc,39.85070016307694,1.1700184779534952,135.77961098843227
klad,2004,cc,24.819529361645905,1.2712356466999066,139.36524964138505
klad,2011,cs,94.07469571417829,1.2151797462164922,91.03129808424114
klad,2008,cc,31.547234644980374,1.0764427708981654,162.2400792371801
klad,2017,cs,125.78115852069519,1.3158804886870221,62.74476370179699
klad,2017,cc,41.80681878805692,1.549105728985484,107.06813695301143
klad,2004,cs,93.1597967184947,1.1732228064506687,99.50810746457222
klad,2008,cs,81.97418836919368,1.4568364154002065,90.8374867339812
masa,2001,cc,42.97551328295797,0.4166436895545964,102.3503002988361
masa,2004,cc,19.302876465406495,0.508634705099481,137.8959197712412
masa,2009,cc,24.536290118503793,0.7675305766126761,97.1539742290788
masa,2019,cc,12.834514837125834,0.9193216439983992,90.93956353487617
masa,2014,cc,6.885783661447313,0.7731805873252704,129.57511833145318
masa,2000,cc,51.043180056543584,0.6103907752164685,108.75660409870584
masa,2008,cc,35.458272079858034,0.6560117301164811,133.06062178560106
masa,2019,cs,49.93387298397626,1.3301939744127689,58.48872956406526
masa,2000,cs,95.77058434790752,0.927634619299041,40.02417311069855
masa,2004,cs,48.92868683656111,0.9813266349721232,88.6825030277922
masa,2008,cs,84.44022882886097,0.7100505575548723,81.85518144637055
masa,2009,cs,54.639369576588464,1.1168923951167955,78.70180282564843
masa,2003,cc,77.66710674265371,0.7455659575882934,88.32695150247298
masa,2001,cs,92.82042162559668,0.9551761795993747,56.49002611552542
masa,2014,cs,61.15957157981768,1.0899138446979484,74.2410593739765
masa,2010,cc,31.11865147293308,0.9313225483334879,129.07858269544207
masa,2017,cc,30.943895025350294,1.0885009282395408,115.84991457553967
masa,2006,cc,62.69977051515151,1.089656884015519,87.89589003918466
masa,2013,cc,22.997482030147935,1.0326933282072845,129.36161840905484
masa,2011,cc,67.89908685184794,1.1295301735003096,85.97414742633126
masa,2016,cc,11.517090166634041,1.3084726433160854,119.55545215405573
masa,2010,cs,121.39636084134855,0.8576427799367794,57.46946664702394
masa,2017,cs,74.21955639715603,1.3910190843647356,69.4003393828553
masa,2013,cs,71.43518607034694,1.415976324456836,72.10416880044374
masa,2018,cc,20.866858212131174,1.5512796652602587,98.18794338704504
masa,2011,cs,97.93748679629789,1.1772841472088038,72.85191751145453
masa,2016,cs,98.91699443526457,1.4029047501589038,61.75421086407221
masa,2003,cs,83.62116764448595,1.1263413134855642,90.99549275502739
masa,2015,cc,33.858336665920966,1.349712723784319,114.90680467306495
masa,2018,cs,99.83510132046291,1.2315221156160574,73.24252056047737
masa,2007,cc,43.661530552128724,1.1194080567910072,132.65936616363393
masa,2007,cs,76.65402204960427,1.2115303723208422,100.02522558445605
masa,2006,cs,107.4399878164709,1.310985269322882,70.29118335177378
masa,2012,cs,101.56963702866355,1.699097295122773,61.3204072685099
masa,2002,cc,92.97986418452739,0.9910243077879031,115.4256801566538
masa,2012,cc,55.11925993852455,1.3541016784423463,109.06466650416124
masa,2015,cs,97.42558104515847,1.6074603911418344,71.05439427736334
masa,2002,cs,149.40077332543723,0.9792905245418593,72.92012337264356
masa,2005,cc,69.52913022778488,1.136196082438127,138.4396183797042
masa,2005,cs,115.61972183252246,1.0039681325518004,118.78920759972104
rand,2001,cs,110.79397716589676,0.30794432828731716,56.90909560939837
rand,2001,cc,72.39050529213479,0.7895666433836115,71.09236374937979
rand,2013,cs,74.33382289596464,1.1038368430441163,59.553293809875775
rand,2004,cc,25.369000090593133,0.974912969828231,119.43775746474324
rand,2013,cc,41.53161078029059,1.0293823996694476,97.45494873101288
rand,2010,cs,71.8049247840786,1.2033585508076294,63.46348439348207
rand,2010,cc,19.503905590441633,1.0270753034277735,126.67010347255388
rand,2018,cc,35.47532821731775,1.1575322684405982,104.07040890228805
rand,2002,cc,78.40342977191335,0.9935762541272476,79.76055955549916
rand,2018,cs,79.12017261891873,1.1396143165816026,69.36224725661714
rand,2019,cc,26.17887210582617,1.2948040620332737,102.71699661216297
rand,2019,cs,79.03499657820203,1.151414236202278,71.3481137702303
rand,2000,cc,88.87115517957724,0.8894996846533023,82.26048831037917
rand,2017,cs,93.7168231677094,1.1742753438685831,58.860146988375526
rand,2004,cs,68.84461244483268,1.3124707505345796,71.7885746565102
rand,2000,cs,113.2274724680866,0.8763664633139951,57.23472838700143
rand,2003,cc,62.97786455157561,1.054078505068549,96.21931887814539
rand,2006,cs,78.93171112795562,1.2637607554776786,68.28472895555925
rand,2011,cs,88.57809974720674,1.2794338147044186,59.9117838242851
rand,2003,cs,58.84311779577577,1.3364771121919716,81.16169298475711
rand,2011,cc,50.77841336783135,1.1868477270550952,98.00122942944228
rand,2009,cc,20.139209226897002,1.13162122845551,129.58433721251225
rand,2009,cs,80.91334022606657,1.2490720516688931,70.35876207658231
rand,2006,cc,52.21138271452992,1.0163067638890562,115.84187444872612
rand,2002,cs,122.3030847490601,0.8350916275513063,57.19175599431312
rand,2008,cc,59.74702084803954,1.0836967076125437,102.90844154829453
rand,2014,cc,22.702733500082463,1.0752212797691154,138.29209700500363
rand,2017,cc,54.56866421026712,1.2396514798576392,96.28368016376315
rand,2014,cs,68.21048913928524,1.1637048661324756,91.46344896274331
rand,2016,cs,112.13965686101452,1.0420881950360301,61.36846535050217
rand,2015,cs,116.18580071337988,0.9168743717498913,66.15994609213092
rand,2015,cc,36.05457215747637,1.0035817584361293,136.09832929903985
rand,2005,cc,35.51333574972745,1.1912171319984783,118.40553509371085
rand,2008,cs,95.14631574600617,1.1735798572766267,71.08665869795487
rand,2016,cc,50.81833069551532,1.1848077266839634,106.46988500474556
rand,2012,cc,65.82442524663286,1.0675983450376112,106.94252329058412
rand,2012,cs,115.10822169631808,0.8408719481736373,79.01875524211152
rand,2007,cs,83.83822562764958,1.0733205724296577,91.2608829024955
rand,2007,cc,53.97255364534172,0.9284064339560507,139.26464940513424
rand,2005,cs,123.34787625569248,0.9340436233227223,59.30821261980139
