ApsimVersion = 7.9 r0
Title = Sutherland_CS_spring_NR224
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994              ?        550.460        224.000                  ?                   ?               ?                ?
     31/12/1995           1995        802.428        508.853        224.000            115.613                 2.9           2.465          211.302
     31/12/1996           1996        682.592        494.835        224.000            110.229                 6.4           5.805           59.241
     31/12/1997           1997        659.417        450.196        224.000             80.360                 1.6           2.050          224.449
     31/12/1998           1998        827.994        556.754        224.000            151.468                15.4          10.144           66.450
     31/12/1999           1999        566.186        341.638        224.000             54.256                 0.8           1.459          202.082
     31/12/2000           2000        588.510        374.668        224.000             98.563                 2.4           2.455           56.957
     31/12/2001           2001        760.490        400.054        224.000            124.225                 4.0           3.156          141.955
     31/12/2002           2002        601.310        475.078        224.000             50.142                 4.6           9.185           67.632
     31/12/2003           2003        679.553        450.336        224.000             57.665                 1.9           3.339          208.828
     31/12/2004           2004        982.960        745.996        224.000            127.664                 6.7           5.242            1.799
     31/12/2005           2005        795.539        567.211        224.000            118.370                16.8          14.171          217.485
     31/12/2006           2006        619.500        325.630        224.000            111.730                23.3          20.864           64.693
     31/12/2007           2007        926.102        587.258        224.000            193.062                11.1           5.741          198.920
     31/12/2008           2008        794.702        553.916        224.000            195.112                14.9           7.658           57.986
     31/12/2009           2009        611.608        404.596        224.000            104.299                 2.5           2.393          248.574
     31/12/2010           2010        994.688        778.518        224.000            267.445                 8.0           2.985           60.059
     31/12/2011           2011        510.786        375.414        224.000             55.850                 0.4           0.715          230.619
     31/12/2012           2012        619.490        386.080        224.000             98.878                 2.8           2.801           65.445
     31/12/2013           2013        779.258        553.972        224.000            106.269                 3.8           3.569          225.799
     31/12/2014           2014        662.412        530.606        224.000             64.878                 2.7           4.217           53.149
     31/12/2015           2015        824.760        486.156        224.000            168.986                17.4          10.311          215.466
     31/12/2016           2016        904.802        489.310        224.000            174.890                13.9           8.002           67.464
     31/12/2017           2017        621.748        406.912        224.000             58.052                 0.8           1.387          237.066
     31/12/2018           2018        951.214        624.824        224.000            206.241                14.0           6.851           73.372
     31/12/2019           2019        883.171        557.542        224.000            174.566                 6.2           3.531          214.985
