ApsimVersion = 7.9 r0
Title = Hoffman_CS_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        482.000        300.000            256.603                16.2           6.320           64.831
     31/12/1995           1995        794.000        359.000        300.000             78.435                 4.1           5.169          125.351
     31/12/1996           1996        997.000        495.000        300.000            371.571                17.1           4.594           66.281
     31/12/1997           1997        838.000        365.000        300.000            140.943                 4.4           3.114          146.201
     31/12/1998           1998       1112.000        567.000        300.000            456.896                14.8           3.249           59.652
     31/12/1999           1999        847.000        395.000        300.000             76.265                 1.4           1.875          167.745
     31/12/2000           2000        970.000        625.000        300.000            205.854                41.0          19.932           55.279
     31/12/2001           2001        977.000        650.000        300.000            139.204                40.2          28.870          170.014
     31/12/2002           2002        960.000        428.000        300.000            409.393                86.2          21.067           51.798
     31/12/2003           2003       1133.000        695.000        300.000             83.723                33.0          39.428          166.601
     31/12/2004           2004       1117.000        707.000        300.000            492.908                80.4          16.310           69.665
     31/12/2005           2005        990.000        544.000        300.000            202.902                15.3           7.552          121.780
     31/12/2006           2006       1071.000        596.000        300.000            399.968               112.4          28.106           62.975
     31/12/2007           2007       1088.000        502.000        300.000            261.072                53.4          20.454          124.672
     31/12/2008           2008       1159.000        598.000        300.000            509.064                97.4          19.127           74.334
     31/12/2009           2009       1107.000        483.000        300.000            158.116                14.9           9.415          188.386
     31/12/2010           2010       1015.000        660.000        300.000            404.746                71.3          17.623           41.243
     31/12/2011           2011       1348.000        683.000        300.000            232.938                52.9          22.689          168.856
     31/12/2012           2012        871.500        581.000        300.000            231.868                55.0          23.729           28.803
     31/12/2013           2013       1128.000        499.000        300.000            184.681                41.2          22.296          165.969
     31/12/2014           2014       1287.000        754.000        300.000            625.274               117.3          18.765           68.543
     31/12/2015           2015       1203.000        656.000        300.000            259.905                73.7          28.345          173.960
     31/12/2016           2016        988.500        544.000        300.000            306.095                53.2          17.382           53.890
     31/12/2017           2017       1279.000        702.000        300.000            238.189                47.3          19.873          197.329
     31/12/2018           2018       1130.000        666.000        300.000            482.481                94.0          19.481           63.580
     31/12/2019           2019       1040.000        392.000        300.000            277.973                26.6           9.582          161.324
