ApsimVersion = 7.9 r0
Title = RandIragCS_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        657.000        168.000             83.669                 8.7          10.451                  68.387                 0.000
     31/12/1995           1995       1051.000        719.000        168.000            157.998                 8.9           5.639                   0.000               146.636
     31/12/1996           1996        795.000        566.000        168.000            269.041                20.1           7.455                  61.136                 0.000
     31/12/1997           1997        687.000        425.000        168.000             36.301                 0.8           2.298                   0.000               126.450
     31/12/1998           1998        891.000        652.000        168.000            214.367                18.3           8.523                  80.099                 0.000
     31/12/1999           1999        740.000        534.000        168.000             34.048                 1.4           4.091                   0.000               159.661
     31/12/2000           2000        833.000        608.000        168.000            321.201                37.0          11.511                  14.765                 0.000
     31/12/2001           2001        959.000        466.000        168.000            173.213                18.1          10.422                   0.000               128.078
     31/12/2002           2002        804.000        643.000        168.000            230.884                45.0          19.489                  67.684                 0.000
     31/12/2003           2003        760.000        567.000        168.000             45.586                 1.0           2.279                   0.000               167.341
     31/12/2004           2004        893.500        765.000        168.000            386.386                25.0           6.481                  36.639                 0.000
     31/12/2005           2005       1005.000        795.000        168.000            102.465                 9.3           9.057                   0.000               176.404
     31/12/2006           2006        731.000        521.000        168.000            190.487                29.1          15.284                  79.768                 0.000
     31/12/2007           2007        917.000        662.000        168.000            158.807                 5.9           3.689                   0.000               181.852
     31/12/2008           2008        815.000        566.000        168.000            250.959                30.8          12.274                  60.354                 0.000
     31/12/2009           2009        869.000        680.000        168.000             97.663                 5.4           5.478                   0.000               168.767
     31/12/2010           2010       1201.000       1032.000        168.000            454.416                29.2           6.426                  67.552                 0.000
     31/12/2011           2011        829.000        539.000        168.000            144.219                 4.9           3.409                   0.000               165.095
     31/12/2012           2012        825.000        579.000        168.000            255.679                31.1          12.144                  71.353                 0.000
     31/12/2013           2013        821.000        542.000        168.000            122.448                 4.9           4.018                   0.000               139.957
     31/12/2014           2014        819.000        601.000        168.000            332.167                33.9          10.217                  52.891                 0.000
     31/12/2015           2015       1009.000        838.000        168.000             86.450                 7.1           8.155                   0.000               176.639
     31/12/2016           2016       1027.000        800.000        168.000            286.764                37.3          12.999                  78.020                 0.000
     31/12/2017           2017        894.000        753.000        168.000             64.432                 3.5           5.455                   0.000               162.650
     31/12/2018           2018       1093.000        845.000        168.000            368.050                34.0           9.237                  69.286                 0.000
     31/12/2019           2019       1325.000        802.000        168.000            306.702                14.2           4.633                   0.000               161.124
