ApsimVersion = 7.9 r0
Title = Hoffman_CS_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        482.000         56.000            256.603                16.2           6.320           64.831
     31/12/1995           1995        794.000        359.000         56.000             78.435                 4.1           5.169          125.351
     31/12/1996           1996        997.000        495.000         56.000            371.571                17.1           4.594           66.281
     31/12/1997           1997        838.000        365.000         56.000            140.943                 4.4           3.114          146.201
     31/12/1998           1998       1112.000        567.000         56.000            456.896                14.8           3.249           59.652
     31/12/1999           1999        847.000        395.000         56.000             76.265                 1.4           1.875          136.504
     31/12/2000           2000        970.000        625.000         56.000            357.525                 6.6           1.839           51.120
     31/12/2001           2001        977.000        650.000         56.000            166.231                11.0           6.604          155.005
     31/12/2002           2002        960.000        428.000         56.000            439.867                12.0           2.736           55.862
     31/12/2003           2003       1133.000        695.000         56.000            102.855                 4.4           4.251          162.303
     31/12/2004           2004       1117.000        707.000         56.000            554.744                10.7           1.922           64.397
     31/12/2005           2005        990.000        544.000         56.000            209.521                 9.0           4.277          110.060
     31/12/2006           2006       1071.000        596.000         56.000            447.081                20.4           4.574           58.240
     31/12/2007           2007       1088.000        502.000         56.000            260.585                16.7           6.413          124.761
     31/12/2008           2008       1159.000        598.000         56.000            613.084                21.7           3.538           64.471
     31/12/2009           2009       1107.000        483.000         56.000            209.084                 8.6           4.091          161.917
     31/12/2010           2010       1015.000        660.000         56.000            505.940                 7.6           1.500           35.566
     31/12/2011           2011       1348.000        683.000         56.000            260.097                15.7           6.037          167.385
     31/12/2012           2012        871.500        581.000         56.000            247.543                 7.5           3.018           38.676
     31/12/2013           2013       1128.000        499.000         56.000            229.562                13.5           5.901          166.172
     31/12/2014           2014       1287.000        754.000         56.000            735.814                18.4           2.506           61.922
     31/12/2015           2015       1203.000        656.000         56.000            270.135                12.3           4.536          154.269
     31/12/2016           2016        988.500        544.000         56.000            397.071                 8.3           2.092           47.596
     31/12/2017           2017       1279.000        702.000         56.000            261.909                20.3           7.741          195.723
     31/12/2018           2018       1130.000        666.000         56.000            559.481                19.7           3.513           56.781
     31/12/2019           2019       1040.000        392.000         56.000            278.398                12.6           4.511          141.620
