ApsimVersion = 7.9 r0
Title = Gentry_CS_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        889.300        408.800        224.000            449.923                25.9           5.750                  60.752                 0.000
     31/12/1995           1995        953.500        404.600        224.000            360.689                28.0           7.757                   0.000               159.187
     31/12/1996           1996        947.300        488.100        224.000            527.221                28.6           5.425                  66.014                 0.000
     31/12/1997           1997        889.400        503.400        224.000            314.507                12.1           3.859                   0.000               215.796
     31/12/1998           1998       1091.500        547.500        224.000            614.751                16.3           2.654                  60.538                 0.000
     31/12/1999           1999        884.700        455.700        224.000            267.755                18.7           6.989                   0.000               241.590
     31/12/2000           2000        918.600        586.000        224.000            321.655                38.0          11.801                  53.888                 0.000
     31/12/2001           2001        963.400        635.300        224.000            349.722                50.5          14.434                   0.000               168.998
     31/12/2002           2002        984.500        439.200        224.000            507.008                55.0          10.841                  54.547                 0.000
     31/12/2003           2003        966.800        627.600        224.000            273.733                34.5          12.592                   0.000               203.943
     31/12/2004           2004       1019.600        646.800        224.000            502.258                49.3           9.814                  68.804                 0.000
     31/12/2005           2005        832.000        454.100        224.000            284.052                30.5          10.748                   0.000               160.947
     31/12/2006           2006        994.600        562.400        224.000            437.603                61.5          14.046                  59.283                 0.000
     31/12/2007           2007        984.000        503.300        224.000            411.943                50.6          12.279                   0.000               183.224
     31/12/2008           2008       1311.600        750.700        224.000            769.263                73.8           9.590                  67.024                 0.000
     31/12/2009           2009       1273.500        643.300        224.000            586.291                63.0          10.737                   0.000               153.599
     31/12/2010           2010        976.199        673.800        224.000            392.982                36.5           9.290                  37.427                 0.000
     31/12/2011           2011       1006.100        458.800        224.000            402.014                64.9          16.134                   0.000               192.426
     31/12/2012           2012        739.800        501.300        224.000            177.059                27.3          15.427                  42.102                 0.000
     31/12/2013           2013        954.600        462.200        224.000            379.182                44.2          11.658                   0.000               187.441
     31/12/2014           2014       1020.999        685.300        224.000            519.326                57.0          10.982                  48.071                 0.000
     31/12/2015           2015       1135.699        674.000        224.000            439.333                73.4          16.715                   0.000               190.194
     31/12/2016           2016        996.999        683.900        224.000            388.779                34.4           8.861                  38.208                 0.000
     31/12/2017           2017        884.200        506.800        224.000            244.128                36.9          15.119                   0.000               224.268
     31/12/2018           2018       1050.600        598.600        224.000            437.299                60.1          13.732                  59.227                 0.000
     31/12/2019           2019       1093.500        490.200        224.000            479.153                54.3          11.328                   0.000               177.894
