ApsimVersion = 7.9 r0
Title = Masarik_CS_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        952.000        650.000        168.000            367.085                15.2           4.131           33.789
     31/12/1995           1995        922.000        545.000        168.000            265.820                27.2          10.237          129.624
     31/12/1996           1996        824.000        532.000        168.000            424.791                43.3          10.187           50.416
     31/12/1997           1997        818.000        564.000        168.000            236.213                19.2           8.123           97.499
     31/12/1998           1998       1023.000        561.000        168.000            464.013                44.7           9.629           59.399
     31/12/1999           1999        965.000        539.000        168.000            261.967                15.1           5.774          197.472
     31/12/2000           2000       1108.000        785.000        168.000            503.693                27.1           5.389           29.685
     31/12/2001           2001       1148.000        773.000        168.000            310.824                22.7           7.298          146.412
     31/12/2002           2002        745.000        409.000        168.000            345.688                24.7           7.153           65.429
     31/12/2003           2003        904.000        416.000        168.000            271.350                10.4           3.838          186.375
     31/12/2004           2004       1072.000        722.000        168.000            525.732                14.3           2.728           52.552
     31/12/2005           2005        739.000        439.000        168.000            209.622                 7.7           3.657          235.119
     31/12/2006           2006       1081.000        679.000        168.000            504.971                19.0           3.770           65.014
     31/12/2007           2007       1127.000        733.000        168.000            310.509                10.0           3.213          198.207
     31/12/2008           2008       1272.000        713.000        168.000            594.037                23.8           4.001           41.871
     31/12/2009           2009       1009.000        516.000        168.000            309.955                10.2           3.288          142.288
     31/12/2010           2010       1110.000        831.000        168.000            489.424                15.4           3.149           48.805
     31/12/2011           2011        867.000        407.000        168.000            290.815                20.0           6.865          183.523
     31/12/2012           2012        705.500        378.000        168.000            265.760                20.6           7.735           70.449
     31/12/2013           2013       1051.000        525.000        168.000            341.105                14.4           4.221          173.422
     31/12/2014           2014        914.000        546.000        168.000            445.518                19.1           4.289           51.472
     31/12/2015           2015       1014.000        591.000        168.000            264.353                15.9           6.015          211.518
     31/12/2016           2016       1138.500        832.000        168.000            490.020                23.2           4.742           58.763
     31/12/2017           2017        939.000        509.000        168.000            279.999                15.6           5.558          170.709
     31/12/2018           2018       1193.000        767.000        168.000            548.350                26.5           4.842           53.084
     31/12/2019           2019       1246.000        719.000        168.000            383.683                25.2           6.570          127.598
