ApsimVersion = 7.9 r0
Title = Huggins_CS_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        668.000        460.000         56.000            437.761                50.7          11.573           56.686
     31/12/1995           1995        876.000        544.000         56.000            465.494               104.7          22.494          129.250
     31/12/1996           1996        843.000        552.000         56.000            508.993                79.3          15.584           59.005
     31/12/1997           1997        616.000        457.000         56.000            334.211                21.0           6.282          181.633
     31/12/1998           1998        646.000        454.000         56.000            371.187                28.1           7.561           64.428
     31/12/1999           1999        552.000        395.000         56.000            281.127                11.1           3.945          174.399
     31/12/2000           2000        686.000        503.000         56.000            401.400                15.4           3.824           20.236
     31/12/2001           2001        798.000        398.000         56.000            456.059                23.7           5.196          176.203
     31/12/2002           2002        612.000        467.000         56.000            372.800                 8.9           2.391           52.848
     31/12/2003           2003        523.000        369.000         56.000            325.795                 6.6           2.015          140.629
     31/12/2004           2004        720.500        475.000         56.000            461.902                 8.0           1.733           38.837
     31/12/2005           2005        864.000        651.000         56.000            452.823                 8.7           1.914          151.299
     31/12/2006           2006        676.000        478.000         56.000            426.299                12.3           2.884           56.787
     31/12/2007           2007        711.000        540.000         56.000            448.199                11.2           2.506          113.475
     31/12/2008           2008        634.000        386.000         56.000            420.387                12.1           2.874           64.264
     31/12/2009           2009        651.000        501.000         56.000            383.725                 6.9           1.787          121.195
     31/12/2010           2010        960.000        758.000         56.000            528.936                11.1           2.098           53.962
     31/12/2011           2011        615.000        382.000         56.000            381.413                12.4           3.247          159.302
     31/12/2012           2012        687.500        460.000         56.000            376.092                 9.5           2.523           57.390
     31/12/2013           2013        576.000        368.000         56.000            401.833                12.4           3.078          141.171
     31/12/2014           2014        711.000        486.000         56.000            469.702                 7.3           1.559           55.160
     31/12/2015           2015        792.000        601.000         56.000            391.234                 9.4           2.406          164.371
     31/12/2016           2016        968.500        758.000         56.000            540.007                12.8           2.378           52.708
     31/12/2017           2017        809.000        649.000         56.000            390.338                 8.1           2.064          143.750
     31/12/2018           2018       1062.000        787.000         56.000            636.314                14.0           2.204           47.897
     31/12/2019           2019        990.000        603.000         56.000            532.347                12.1           2.278          158.328
