ApsimVersion = 7.9 r0
Title = Gilmore_CS_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        767.000        576.000          0.000            290.416                17.4           5.992           46.784
     31/12/1995           1995        788.000        462.000          0.000            373.469                34.8           9.324          156.697
     31/12/1996           1996        924.000        694.000          0.000            495.972                34.6           6.970           42.759
     31/12/1997           1997        626.000        400.000          0.000            253.114                11.9           4.706          166.755
     31/12/1998           1998        965.000        681.000          0.000            514.256                27.9           5.421           41.212
     31/12/1999           1999        787.000        421.000          0.000            363.972                15.1           4.144          142.459
     31/12/2000           2000        625.000        398.000          0.000            271.937                 7.2           2.659           35.093
     31/12/2001           2001        861.000        510.000          0.000            394.544                 9.2           2.321           72.983
     31/12/2002           2002        774.000        623.000          0.000            344.505                 3.7           1.085           46.424
     31/12/2003           2003        733.000        432.000          0.000            345.306                 6.3           1.816           96.747
     31/12/2004           2004        858.500        406.000          0.000            449.992                 7.6           1.679           40.506
     31/12/2005           2005        802.000        535.000          0.000            326.701                 6.1           1.854          111.691
     31/12/2006           2006        696.000        464.000          0.000            325.373                 7.3           2.258           47.356
     31/12/2007           2007       1086.000        702.000          0.000            623.359                10.0           1.611           60.717
     31/12/2008           2008       1001.000        678.000          0.000            563.594                11.4           2.025           49.857
     31/12/2009           2009        817.000        605.000          0.000            408.130                 3.8           0.936           73.460
     31/12/2010           2010       1088.000        876.000          0.000            592.230                 4.0           0.669           42.830
     31/12/2011           2011        591.000        390.000          0.000            250.846                 5.9           2.337           71.391
     31/12/2012           2012        620.000        373.000          0.000            235.572                 5.3           2.259           55.963
     31/12/2013           2013        682.000        374.000          0.000            400.981                 9.8           2.435           53.802
     31/12/2014           2014        980.000        777.000          0.000            546.928                 6.2           1.131           37.733
     31/12/2015           2015       1137.000        717.000          0.000            600.825                 9.1           1.514           82.037
     31/12/2016           2016        899.000        660.000          0.000            430.642                 5.0           1.163           48.528
     31/12/2017           2017        758.000        520.000          0.000            380.883                 9.2           2.416           92.770
     31/12/2018           2018       1171.000        867.000          0.000            672.535                11.3           1.677           46.100
     31/12/2019           2019        951.000        654.000          0.000            525.328                 8.1           1.543           90.511
