ApsimVersion = 7.9 r0
Title = Masarik_CS_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        952.000        650.000        224.000            367.085                15.2           4.131           33.789
     31/12/1995           1995        922.000        545.000        224.000            265.820                27.2          10.237          129.624
     31/12/1996           1996        824.000        532.000        224.000            424.791                43.3          10.187           50.416
     31/12/1997           1997        818.000        564.000        224.000            236.213                19.2           8.123           97.499
     31/12/1998           1998       1023.000        561.000        224.000            464.013                44.7           9.629           59.399
     31/12/1999           1999        965.000        539.000        224.000            261.939                18.2           6.961          197.767
     31/12/2000           2000       1108.000        785.000        224.000            493.134                44.8           9.089           29.987
     31/12/2001           2001       1148.000        773.000        224.000            310.560                35.6          11.472          146.871
     31/12/2002           2002        745.000        409.000        224.000            341.777                38.2          11.174           66.078
     31/12/2003           2003        904.000        416.000        224.000            271.798                19.5           7.189          186.435
     31/12/2004           2004       1072.000        722.000        224.000            516.153                30.6           5.923           53.436
     31/12/2005           2005        739.000        439.000        224.000            209.438                14.5           6.931          235.228
     31/12/2006           2006       1081.000        679.000        224.000            495.301                36.7           7.403           67.122
     31/12/2007           2007       1127.000        733.000        224.000            310.215                20.1           6.467          198.615
     31/12/2008           2008       1272.000        713.000        224.000            588.552                41.5           7.047           42.020
     31/12/2009           2009       1009.000        516.000        224.000            305.985                19.6           6.422          142.219
     31/12/2010           2010       1110.000        831.000        224.000            477.270                32.3           6.772           51.388
     31/12/2011           2011        867.000        407.000        224.000            292.539                29.0           9.904          183.864
     31/12/2012           2012        705.500        378.000        224.000            263.855                31.6          11.983           70.363
     31/12/2013           2013       1051.000        525.000        224.000            340.955                20.1           5.882          173.590
     31/12/2014           2014        914.000        546.000        224.000            439.745                35.9           8.155           52.497
     31/12/2015           2015       1014.000        591.000        224.000            264.808                25.7           9.697          211.687
     31/12/2016           2016       1138.500        832.000        224.000            479.357                37.4           7.811           60.883
     31/12/2017           2017        939.000        509.000        224.000            281.906                21.1           7.495          170.771
     31/12/2018           2018       1193.000        767.000        224.000            539.413                44.1           8.175           54.368
     31/12/2019           2019       1246.000        719.000        224.000            384.395                37.0           9.616          127.712
