ApsimVersion = 7.9 r0
Title = Gentry_CS_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        889.300        408.800        168.000            449.923                25.9           5.750                  60.752                 0.000
     31/12/1995           1995        953.500        404.600        168.000            360.689                28.0           7.757                   0.000               159.187
     31/12/1996           1996        947.300        488.100        168.000            527.221                28.6           5.425                  66.014                 0.000
     31/12/1997           1997        889.400        503.400        168.000            314.507                12.1           3.859                   0.000               215.796
     31/12/1998           1998       1091.500        547.500        168.000            614.751                16.3           2.654                  60.538                 0.000
     31/12/1999           1999        884.700        455.700        168.000            267.756                16.8           6.284                   0.000               241.436
     31/12/2000           2000        918.600        586.000        168.000            327.442                25.7           7.857                  53.875                 0.000
     31/12/2001           2001        963.400        635.300        168.000            349.839                36.9          10.549                   0.000               168.578
     31/12/2002           2002        984.500        439.200        168.000            523.716                38.0           7.254                  54.687                 0.000
     31/12/2003           2003        966.800        627.600        168.000            273.931                24.6           8.973                   0.000               203.392
     31/12/2004           2004       1019.600        646.800        168.000            525.081                35.0           6.674                  68.682                 0.000
     31/12/2005           2005        832.000        454.100        168.000            283.950                23.6           8.319                   0.000               160.530
     31/12/2006           2006        994.600        562.400        168.000            450.192                45.9          10.185                  59.244                 0.000
     31/12/2007           2007        984.000        503.300        168.000            412.060                37.0           8.988                   0.000               193.672
     31/12/2008           2008       1311.600        750.700        168.000            774.002                53.9           6.968                  64.019                 0.000
     31/12/2009           2009       1273.500        643.300        168.000            581.636                42.2           7.253                   0.000               153.603
     31/12/2010           2010        976.199        673.800        168.000            415.290                25.0           6.017                  37.034                 0.000
     31/12/2011           2011       1006.100        458.800        168.000            401.338                48.0          11.964                   0.000               192.213
     31/12/2012           2012        739.800        501.300        168.000            191.805                19.6          10.194                  42.272                 0.000
     31/12/2013           2013        954.600        462.200        168.000            377.665                35.5           9.395                   0.000               187.313
     31/12/2014           2014       1020.999        685.300        168.000            546.784                39.6           7.237                  47.864                 0.000
     31/12/2015           2015       1135.699        674.000        168.000            438.995                52.8          12.025                   0.000               190.162
     31/12/2016           2016        996.999        683.900        168.000            400.441                22.9           5.727                  37.974                 0.000
     31/12/2017           2017        884.200        506.800        168.000            243.857                26.9          11.046                   0.000               224.002
     31/12/2018           2018       1050.600        598.600        168.000            452.533                42.0           9.280                  58.971                 0.000
     31/12/2019           2019       1093.500        490.200        168.000            478.488                43.3           9.060                   0.000               177.629
