ApsimVersion = 7.9 r0
Title = Huggins_CS_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        668.000        460.000        112.000            437.761                50.7          11.573           56.686
     31/12/1995           1995        876.000        544.000        112.000            465.494               104.7          22.494          129.250
     31/12/1996           1996        843.000        552.000        112.000            508.993                79.3          15.584           59.005
     31/12/1997           1997        616.000        457.000        112.000            334.211                21.0           6.282          181.633
     31/12/1998           1998        646.000        454.000        112.000            371.187                28.1           7.561           64.428
     31/12/1999           1999        552.000        395.000        112.000            280.862                12.5           4.461          174.488
     31/12/2000           2000        686.000        503.000        112.000            399.914                28.6           7.152           20.266
     31/12/2001           2001        798.000        398.000        112.000            455.922                49.6          10.873          176.192
     31/12/2002           2002        612.000        467.000        112.000            371.797                24.8           6.667           52.857
     31/12/2003           2003        523.000        369.000        112.000            308.987                 7.3           2.357          163.170
     31/12/2004           2004        720.500        475.000        112.000            478.670                 9.0           1.890           38.788
     31/12/2005           2005        864.000        651.000        112.000            444.824                 9.2           2.074          178.542
     31/12/2006           2006        676.000        478.000        112.000            439.159                13.9           3.160           56.699
     31/12/2007           2007        711.000        540.000        112.000            427.787                14.7           3.432          154.444
     31/12/2008           2008        634.000        386.000        112.000            419.272                16.0           3.823           64.290
     31/12/2009           2009        651.000        501.000        112.000            366.739                 8.3           2.253          179.993
     31/12/2010           2010        960.000        758.000        112.000            542.892                12.7           2.332           53.903
     31/12/2011           2011        615.000        382.000        112.000            376.209                13.5           3.591          176.981
     31/12/2012           2012        687.500        460.000        112.000            386.897                11.2           2.887           57.327
     31/12/2013           2013        576.000        368.000        112.000            396.578                16.9           4.272          160.945
     31/12/2014           2014        711.000        486.000        112.000            471.410                15.2           3.234           55.428
     31/12/2015           2015        792.000        601.000        112.000            378.180                17.0           4.508          190.680
     31/12/2016           2016        968.500        758.000        112.000            534.473                21.1           3.943           52.867
     31/12/2017           2017        809.000        649.000        112.000            379.663                13.6           3.572          165.961
     31/12/2018           2018       1062.000        787.000        112.000            632.177                24.6           3.889           48.014
     31/12/2019           2019        990.000        603.000        112.000            522.546                20.9           4.005          172.846
