ApsimVersion = 7.9 r0
Title = Kladivko_CS_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1015.000        390.000        112.000            110.068                 9.8           8.861           33.022
     31/12/1995           1995       1221.000        556.000        112.000             43.081                 5.8          13.473          166.183
     31/12/1996           1996       1431.000        431.000        112.000            395.046                13.1           3.327           33.303
     31/12/1997           1997       1170.000        592.000        112.000             49.852                 2.4           4.868          201.163
     31/12/1998           1998       1294.000        614.000        112.000            303.446                 3.1           1.031           18.891
     31/12/1999           1999        946.000        354.000        112.000             77.087                 3.5           4.560          188.271
     31/12/2000           2000       1400.000        728.000        112.000            197.024                 4.5           2.287           48.040
     31/12/2001           2001       1285.000        851.000        112.000            123.956                 6.7           5.384          148.969
     31/12/2002           2002       1401.000        554.000        112.000            335.561                 6.6           1.958           39.915
     31/12/2003           2003       1319.000        709.000        112.000             96.093                 4.7           4.887          169.659
     31/12/2004           2004       1383.500        753.000        112.000            278.931                 6.1           2.179           51.535
     31/12/2005           2005       1240.000        597.000        112.000            123.250                 6.5           5.245          101.544
     31/12/2006           2006       1535.000        801.000        112.000            292.782                 8.1           2.769           38.115
     31/12/2007           2007       1138.000        467.000        112.000            137.813                 9.1           6.600          176.442
     31/12/2008           2008       1515.000        595.000        112.000            408.892                11.8           2.889           54.523
     31/12/2009           2009       1395.000        890.000        112.000             26.684                 3.0          11.264          170.308
     31/12/2010           2010        964.000        494.000        112.000            129.224                 5.4           4.165           35.726
     31/12/2011           2011       1489.000        403.000        112.000            305.240                12.1           3.963          204.316
     31/12/2012           2012        981.000        463.000        112.000             94.434                 1.4           1.533           57.033
     31/12/2013           2013       1237.000        550.000        112.000             72.865                 5.5           7.578          171.694
     31/12/2014           2014       1271.000        669.000        112.000            183.643                 6.8           3.712           48.554
     31/12/2015           2015       1390.000        710.000        112.000            154.183                16.3          10.597          159.605
     31/12/2016           2016       1305.000        666.000        112.000            138.128                 3.1           2.278           41.188
     31/12/2017           2017       1413.000        656.000        112.000            105.982                 8.7           8.222          207.800
     31/12/2018           2018       1487.000        737.000        112.000            249.102                 5.7           2.295           40.839
     31/12/2019           2019       1419.000        497.000        112.000            174.537                 7.9           4.544          166.461
