ApsimVersion = 7.9 r0
Title = Masarik_CS_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        952.000        650.000         56.000            367.085                15.2           4.131           33.789
     31/12/1995           1995        922.000        545.000         56.000            265.820                27.2          10.237          129.624
     31/12/1996           1996        824.000        532.000         56.000            424.791                43.3          10.187           50.416
     31/12/1997           1997        818.000        564.000         56.000            236.213                19.2           8.123           97.499
     31/12/1998           1998       1023.000        561.000         56.000            464.013                44.7           9.629           59.399
     31/12/1999           1999        965.000        539.000         56.000            264.130                10.8           4.092          188.673
     31/12/2000           2000       1108.000        785.000         56.000            542.436                 4.4           0.813           28.802
     31/12/2001           2001       1148.000        773.000         56.000            315.952                 4.2           1.322          146.147
     31/12/2002           2002        745.000        409.000         56.000            360.369                 2.3           0.630           60.682
     31/12/2003           2003        904.000        416.000         56.000            277.040                 4.0           1.449          145.800
     31/12/2004           2004       1072.000        722.000         56.000            555.829                 4.8           0.855           50.803
     31/12/2005           2005        739.000        439.000         56.000            239.304                 2.0           0.824          168.821
     31/12/2006           2006       1081.000        679.000         56.000            520.680                 6.8           1.311           62.527
     31/12/2007           2007       1127.000        733.000         56.000            344.086                 2.5           0.720          143.477
     31/12/2008           2008       1272.000        713.000         56.000            606.638                 7.8           1.293           40.590
     31/12/2009           2009       1009.000        516.000         56.000            341.123                 2.2           0.651          116.824
     31/12/2010           2010       1110.000        831.000         56.000            530.693                 2.8           0.526           44.431
     31/12/2011           2011        867.000        407.000         56.000            297.721                 4.9           1.644          163.933
     31/12/2012           2012        705.500        378.000         56.000            284.771                 3.1           1.090           69.821
     31/12/2013           2013       1051.000        525.000         56.000            346.238                 7.7           2.229          151.629
     31/12/2014           2014        914.000        546.000         56.000            477.690                 2.1           0.443           48.761
     31/12/2015           2015       1014.000        591.000         56.000            283.890                 1.8           0.639          189.013
     31/12/2016           2016       1138.500        832.000         56.000            544.945                 2.4           0.448           53.142
     31/12/2017           2017        939.000        509.000         56.000            295.476                 3.9           1.306          153.004
     31/12/2018           2018       1193.000        767.000         56.000            589.938                 2.3           0.395           49.260
     31/12/2019           2019       1246.000        719.000         56.000            394.794                 3.6           0.901          125.357
