ApsimVersion = 7.9 r0
Title = Gold_CS_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000         56.000            185.503                14.8           7.993                  19.150                 0.000
     31/12/1995           1995        731.000        356.000         56.000            105.134                 8.6           8.133                   0.000               131.943
     31/12/1996           1996        968.000        504.000         56.000            210.108                12.4           5.880                  44.194                 0.000
     31/12/1997           1997        780.000        435.000         56.000             63.916                 0.7           1.051                   0.000               159.271
     31/12/1998           1998        710.000        282.000         56.000            165.903                 2.1           1.277                  45.527                 0.000
     31/12/1999           1999        796.000        454.000         56.000             90.120                 1.7           1.884                   0.000               169.038
     31/12/2000           2000        898.000        516.000         56.000            150.972                 1.5           1.008                  30.477                 0.000
     31/12/2001           2001        791.000        517.000         56.000            150.992                 1.4           0.925                   0.000               126.062
     31/12/2002           2002        807.000        432.000         56.000             71.832                 1.0           1.408                  59.686                 0.000
     31/12/2003           2003        709.000        292.000         56.000            123.391                 1.0           0.772                   0.000               121.732
     31/12/2004           2004        863.000        465.000         56.000            161.421                 1.6           1.002                  44.824                 0.000
     31/12/2005           2005        797.000        417.000         56.000            120.651                 2.5           2.071                   0.000               147.195
     31/12/2006           2006       1062.000        629.000         56.000            194.865                 5.5           2.829                  45.352                 0.000
     31/12/2007           2007        820.000        481.000         56.000            100.375                 1.5           1.496                   0.000               133.961
     31/12/2008           2008       1033.000        587.000         56.000            202.099                 4.3           2.122                  25.752                 0.000
     31/12/2009           2009        861.000        451.000         56.000             91.422                 0.8           0.879                   0.000               101.968
     31/12/2010           2010        678.000        445.000         56.000             57.322                 0.3           0.579                  45.544                 0.000
     31/12/2011           2011        979.000        530.000         56.000            134.746                 2.7           2.005                   0.000                95.136
     31/12/2012           2012        823.500        527.000         56.000             65.268                 1.2           1.788                  56.484                 0.000
     31/12/2013           2013        967.000        436.000         56.000            196.825                 4.0           2.044                   0.000               119.290
     31/12/2014           2014        950.000        527.000         56.000            145.555                 2.1           1.446                  36.369                 0.000
     31/12/2015           2015        813.000        542.000         56.000             59.483                 0.5           0.823                   0.000               129.836
     31/12/2016           2016        956.000        463.000         56.000            158.875                 2.4           1.495                  52.368                 0.000
     31/12/2017           2017        946.000        443.000         56.000            147.770                 3.5           2.391                   0.000               149.026
     31/12/2018           2018        868.000        451.000         56.000            144.612                 3.3           2.309                  52.864                 0.000
     31/12/2019           2019       1070.000        541.000         56.000            151.711                 1.3           0.890                   0.000                98.205
