ApsimVersion = 7.9 r0
Title = RandIragCS_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        657.000        224.000             83.669                 8.7          10.451                  68.387                 0.000
     31/12/1995           1995       1051.000        719.000        224.000            157.998                 8.9           5.639                   0.000               146.636
     31/12/1996           1996        795.000        566.000        224.000            269.041                20.1           7.455                  61.136                 0.000
     31/12/1997           1997        687.000        425.000        224.000             36.301                 0.8           2.298                   0.000               126.450
     31/12/1998           1998        891.000        652.000        224.000            214.367                18.3           8.523                  80.099                 0.000
     31/12/1999           1999        740.000        534.000        224.000             34.054                 1.4           4.102                   0.000               159.831
     31/12/2000           2000        833.000        608.000        224.000            305.070                54.1          17.734                  14.890                 0.000
     31/12/2001           2001        959.000        466.000        224.000            172.343                25.7          14.928                   0.000               128.207
     31/12/2002           2002        804.000        643.000        224.000            226.089                66.8          29.525                  68.504                 0.000
     31/12/2003           2003        760.000        567.000        224.000             45.610                 1.7           3.758                   0.000               167.598
     31/12/2004           2004        893.500        765.000        224.000            375.809                48.1          12.797                  37.630                 0.000
     31/12/2005           2005       1005.000        795.000        224.000            102.389                15.9          15.497                   0.000               176.667
     31/12/2006           2006        731.000        521.000        224.000            188.600                43.4          23.029                  80.399                 0.000
     31/12/2007           2007        917.000        662.000        224.000            158.969                 9.8           6.137                   0.000               182.176
     31/12/2008           2008        815.000        566.000        224.000            248.899                47.3          19.009                  61.141                 0.000
     31/12/2009           2009        869.000        680.000        224.000             97.794                 9.7           9.967                   0.000               168.857
     31/12/2010           2010       1201.000       1032.000        224.000            446.460                48.5          10.872                  69.348                 0.000
     31/12/2011           2011        829.000        539.000        224.000            144.799                 5.3           3.682                   0.000               165.388
     31/12/2012           2012        825.000        579.000        224.000            250.920                48.2          19.203                  71.368                 0.000
     31/12/2013           2013        821.000        542.000        224.000            122.118                 5.6           4.612                   0.000               140.356
     31/12/2014           2014        819.000        601.000        224.000            328.409                56.9          17.337                  54.001                 0.000
     31/12/2015           2015       1009.000        838.000        224.000             86.710                11.6          13.348                   0.000               176.913
     31/12/2016           2016       1027.000        800.000        224.000            283.420                52.1          18.372                  78.876                 0.000
     31/12/2017           2017        894.000        753.000        224.000             64.542                 5.9           9.147                   0.000               163.075
     31/12/2018           2018       1093.000        845.000        224.000            361.194                52.3          14.476                  70.496                 0.000
     31/12/2019           2019       1325.000        802.000        224.000            307.273                18.9           6.160                   0.000               161.246
