ApsimVersion = 7.9 r0
Title = Hoffman_CS_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        482.000        168.000            256.603                16.2           6.320           64.831
     31/12/1995           1995        794.000        359.000        168.000             78.435                 4.1           5.169          125.351
     31/12/1996           1996        997.000        495.000        168.000            371.571                17.1           4.594           66.281
     31/12/1997           1997        838.000        365.000        168.000            140.943                 4.4           3.114          146.201
     31/12/1998           1998       1112.000        567.000        168.000            456.896                14.8           3.249           59.652
     31/12/1999           1999        847.000        395.000        168.000             76.265                 1.4           1.875          167.787
     31/12/2000           2000        970.000        625.000        168.000            233.068                14.2           6.085           55.211
     31/12/2001           2001        977.000        650.000        168.000            147.776                22.9          15.495          162.638
     31/12/2002           2002        960.000        428.000        168.000            414.925                40.7           9.807           52.043
     31/12/2003           2003       1133.000        695.000        168.000             84.612                14.6          17.261          166.612
     31/12/2004           2004       1117.000        707.000        168.000            530.349                35.9           6.764           66.856
     31/12/2005           2005        990.000        544.000        168.000            202.116                11.7           5.771          117.894
     31/12/2006           2006       1071.000        596.000        168.000            399.517                57.7          14.437           62.954
     31/12/2007           2007       1088.000        502.000        168.000            261.040                29.6          11.347          124.698
     31/12/2008           2008       1159.000        598.000        168.000            547.102                47.3           8.645           72.213
     31/12/2009           2009       1107.000        483.000        168.000            158.279                 9.6           6.059          188.034
     31/12/2010           2010       1015.000        660.000        168.000            470.405                25.4           5.393           39.811
     31/12/2011           2011       1348.000        683.000        168.000            234.695                28.9          12.307          168.578
     31/12/2012           2012        871.500        581.000        168.000            243.418                25.6          10.536           32.569
     31/12/2013           2013       1128.000        499.000        168.000            195.742                25.0          12.779          166.170
     31/12/2014           2014       1287.000        754.000        168.000            661.711                58.8           8.892           66.563
     31/12/2015           2015       1203.000        656.000        168.000            258.856                39.1          15.105          173.490
     31/12/2016           2016        988.500        544.000        168.000            311.173                24.1           7.746           53.319
     31/12/2017           2017       1279.000        702.000        168.000            251.016                31.2          12.448          196.895
     31/12/2018           2018       1130.000        666.000        168.000            509.581                47.4           9.294           61.329
     31/12/2019           2019       1040.000        392.000        168.000            275.483                20.9           7.584          161.421
