ApsimVersion = 7.9 r0
Title = Gold_CS_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        910.000        541.000        168.000            185.503                14.8           7.993           19.150
     31/12/1995           1995        731.000        356.000        168.000            105.134                 8.6           8.133          131.943
     31/12/1996           1996        968.000        504.000        168.000            210.108                12.4           5.880           44.194
     31/12/1997           1997        780.000        435.000        168.000             63.916                 0.7           1.051          159.271
     31/12/1998           1998        710.000        282.000        168.000            165.903                 2.1           1.277           45.527
     31/12/1999           1999        796.000        454.000        168.000             81.697                 2.5           3.115          196.998
     31/12/2000           2000        898.000        516.000        168.000            141.680                 4.8           3.390           31.808
     31/12/2001           2001        791.000        517.000        168.000            127.868                 8.1           6.316          169.603
     31/12/2002           2002        807.000        432.000        168.000             69.950                 6.5           9.354           61.301
     31/12/2003           2003        709.000        292.000        168.000            119.845                 5.3           4.393          147.755
     31/12/2004           2004        863.000        465.000        168.000            170.365                 8.0           4.681           49.869
     31/12/2005           2005        797.000        417.000        168.000            121.037                 7.0           5.760          168.116
     31/12/2006           2006       1062.000        629.000        168.000            194.804                17.3           8.869           49.587
     31/12/2007           2007        820.000        481.000        168.000             97.104                 4.6           4.698          175.566
     31/12/2008           2008       1033.000        587.000        168.000            202.382                13.1           6.460           34.221
     31/12/2009           2009        861.000        451.000        168.000             85.388                 2.5           2.871          146.634
     31/12/2010           2010        678.000        445.000        168.000             55.830                 2.3           4.160           52.925
     31/12/2011           2011        979.000        530.000        168.000            132.341                 9.5           7.150          135.560
     31/12/2012           2012        823.500        527.000        168.000             64.758                 5.2           7.989           56.675
     31/12/2013           2013        967.000        436.000        168.000            196.161                11.5           5.866          143.429
     31/12/2014           2014        950.000        527.000        168.000            142.749                12.4           8.705           41.102
     31/12/2015           2015        813.000        542.000        168.000             59.501                 4.1           6.908          157.411
     31/12/2016           2016        956.000        463.000        168.000            153.514                14.5           9.432           54.378
     31/12/2017           2017        946.000        443.000        168.000            144.775                 8.1           5.590          166.821
     31/12/2018           2018        868.000        451.000        168.000            144.840                14.0           9.652           52.198
     31/12/2019           2019       1070.000        541.000        168.000            146.672                10.6           7.202          125.487
