ApsimVersion = 7.9 r0
Title = Hoffman_CS_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        482.000        112.000            256.603                16.2           6.320           64.831
     31/12/1995           1995        794.000        359.000        112.000             78.435                 4.1           5.169          125.351
     31/12/1996           1996        997.000        495.000        112.000            371.571                17.1           4.594           66.281
     31/12/1997           1997        838.000        365.000        112.000            140.943                 4.4           3.114          146.201
     31/12/1998           1998       1112.000        567.000        112.000            456.896                14.8           3.249           59.652
     31/12/1999           1999        847.000        395.000        112.000             76.265                 1.4           1.875          167.873
     31/12/2000           2000        970.000        625.000        112.000            317.200                 6.6           2.091           52.331
     31/12/2001           2001        977.000        650.000        112.000            153.989                15.6          10.151          160.604
     31/12/2002           2002        960.000        428.000        112.000            422.742                23.6           5.592           52.464
     31/12/2003           2003       1133.000        695.000        112.000             86.452                 7.2           8.271          165.850
     31/12/2004           2004       1117.000        707.000        112.000            547.300                18.6           3.391           65.773
     31/12/2005           2005        990.000        544.000        112.000            202.021                10.0           4.972          115.304
     31/12/2006           2006       1071.000        596.000        112.000            412.040                37.1           8.999           62.858
     31/12/2007           2007       1088.000        502.000        112.000            260.859                22.3           8.566          124.859
     31/12/2008           2008       1159.000        598.000        112.000            595.460                32.4           5.445           67.285
     31/12/2009           2009       1107.000        483.000        112.000            160.547                 9.7           6.036          187.186
     31/12/2010           2010       1015.000        660.000        112.000            498.061                12.8           2.578           37.186
     31/12/2011           2011       1348.000        683.000        112.000            236.396                20.4           8.627          168.384
     31/12/2012           2012        871.500        581.000        112.000            250.515                14.2           5.662           35.848
     31/12/2013           2013       1128.000        499.000        112.000            206.549                18.5           8.946          165.688
     31/12/2014           2014       1287.000        754.000        112.000            684.475                34.6           5.056           64.429
     31/12/2015           2015       1203.000        656.000        112.000            257.625                24.6           9.566          173.281
     31/12/2016           2016        988.500        544.000        112.000            340.722                12.7           3.737           52.110
     31/12/2017           2017       1279.000        702.000        112.000            250.868                23.8           9.492          196.539
     31/12/2018           2018       1130.000        666.000        112.000            527.411                28.1           5.337           58.781
     31/12/2019           2019       1040.000        392.000        112.000            274.020                18.2           6.639          161.375
