ApsimVersion = 7.9 r0
Title = Gentry_CS_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        889.300        408.800          0.000            449.923                25.9           5.750                  60.752                 0.000
     31/12/1995           1995        953.500        404.600          0.000            360.689                28.0           7.757                   0.000               159.187
     31/12/1996           1996        947.300        488.100          0.000            527.221                28.6           5.425                  66.014                 0.000
     31/12/1997           1997        889.400        503.400          0.000            314.507                12.1           3.859                   0.000               215.796
     31/12/1998           1998       1091.500        547.500          0.000            614.751                16.3           2.654                  60.538                 0.000
     31/12/1999           1999        884.700        455.700          0.000            290.603                13.6           4.664                   0.000               176.801
     31/12/2000           2000        918.600        586.000          0.000            363.280                11.2           3.082                  55.172                 0.000
     31/12/2001           2001        963.400        635.300          0.000            400.251                16.0           3.992                   0.000                82.202
     31/12/2002           2002        984.500        439.200          0.000            539.747                11.9           2.203                  52.240                 0.000
     31/12/2003           2003        966.800        627.600          0.000            300.641                 9.1           3.034                   0.000                95.942
     31/12/2004           2004       1019.600        646.800          0.000            555.599                13.1           2.363                  63.037                 0.000
     31/12/2005           2005        832.000        454.100          0.000            311.130                14.2           4.558                   0.000                79.690
     31/12/2006           2006        994.600        562.400          0.000            415.789                19.3           4.646                  59.267                 0.000
     31/12/2007           2007        984.000        503.300          0.000            456.838                17.3           3.794                   0.000                79.047
     31/12/2008           2008       1311.600        750.700          0.000            769.541                21.1           2.748                  58.314                 0.000
     31/12/2009           2009       1273.500        643.300          0.000            630.432                 9.2           1.462                   0.000                74.436
     31/12/2010           2010        976.199        673.800          0.000            459.401                 8.4           1.827                  35.806                 0.000
     31/12/2011           2011       1006.100        458.800          0.000            434.137                21.3           4.913                   0.000               137.607
     31/12/2012           2012        739.800        501.300          0.000            185.323                 6.0           3.257                  45.043                 0.000
     31/12/2013           2013        954.600        462.200          0.000            418.714                18.1           4.333                   0.000               116.106
     31/12/2014           2014       1020.999        685.300          0.000            581.152                11.5           1.974                  43.983                 0.000
     31/12/2015           2015       1135.699        674.000          0.000            468.341                10.6           2.266                   0.000               104.472
     31/12/2016           2016        996.999        683.900          0.000            412.010                 7.5           1.809                  37.675                 0.000
     31/12/2017           2017        884.200        506.800          0.000            285.418                11.9           4.178                   0.000               151.498
     31/12/2018           2018       1050.600        598.600          0.000            456.724                16.5           3.614                  53.545                 0.000
     31/12/2019           2019       1093.500        490.200          0.000            518.804                17.7           3.405                   0.000                91.051
