ApsimVersion = 7.9 r0
Title = Hoffman_CS_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        482.000        250.000            256.603                16.2           6.320           64.831
     31/12/1995           1995        794.000        359.000        250.000             78.435                 4.1           5.169          125.351
     31/12/1996           1996        997.000        495.000        250.000            371.571                17.1           4.594           66.281
     31/12/1997           1997        838.000        365.000        250.000            140.943                 4.4           3.114          146.201
     31/12/1998           1998       1112.000        567.000        250.000            456.896                14.8           3.249           59.652
     31/12/1999           1999        847.000        395.000        250.000             76.265                 1.4           1.875          167.761
     31/12/2000           2000        970.000        625.000        250.000            205.790                30.0          14.595           55.275
     31/12/2001           2001        977.000        650.000        250.000            141.130                33.6          23.782          167.569
     31/12/2002           2002        960.000        428.000        250.000            411.334                68.8          16.735           51.927
     31/12/2003           2003       1133.000        695.000        250.000             83.982                26.0          30.951          166.639
     31/12/2004           2004       1117.000        707.000        250.000            508.836                63.4          12.455           67.111
     31/12/2005           2005        990.000        544.000        250.000            202.115                13.9           6.878          121.460
     31/12/2006           2006       1071.000        596.000        250.000            399.288                90.8          22.752           62.973
     31/12/2007           2007       1088.000        502.000        250.000            261.065                44.2          16.939          124.692
     31/12/2008           2008       1159.000        598.000        250.000            517.340                78.1          15.089           74.457
     31/12/2009           2009       1107.000        483.000        250.000            159.186                12.8           8.035          188.320
     31/12/2010           2010       1015.000        660.000        250.000            417.411                52.9          12.678           41.157
     31/12/2011           2011       1348.000        683.000        250.000            232.953                43.4          18.627          168.867
     31/12/2012           2012        871.500        581.000        250.000            234.087                43.5          18.582           30.027
     31/12/2013           2013       1128.000        499.000        250.000            187.966                34.8          18.539          166.098
     31/12/2014           2014       1287.000        754.000        250.000            636.030                94.9          14.913           68.498
     31/12/2015           2015       1203.000        656.000        250.000            259.792                60.5          23.293          173.787
     31/12/2016           2016        988.500        544.000        250.000            307.017                42.0          13.696           53.785
     31/12/2017           2017       1279.000        702.000        250.000            241.038                40.9          16.986          197.262
     31/12/2018           2018       1130.000        666.000        250.000            491.117                76.2          15.513           63.315
     31/12/2019           2019       1040.000        392.000        250.000            277.675                24.5           8.829          161.318
