ApsimVersion = 7.9 r0
Title = Sutherland_CS_spring_NR0
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460          0.000                  ?                   ?               ?                       ?                     ?
     31/12/1995           1995        802.428        508.853          0.000            139.506                 2.9           2.104                   0.000               128.730
     31/12/1996           1996        682.592        494.835          0.000            106.868                 0.9           0.814                  55.510                 0.000
     31/12/1997           1997        659.417        450.196          0.000            101.141                 1.6           1.555                   0.000               126.985
     31/12/1998           1998        827.994        556.754          0.000            137.745                 2.4           1.751                  64.174                 0.000
     31/12/1999           1999        566.186        341.638          0.000             53.968                 0.7           1.258                   0.000               112.669
     31/12/2000           2000        588.510        374.668          0.000             92.427                 0.6           0.672                  56.658                 0.000
     31/12/2001           2001        760.490        400.054          0.000            140.261                 2.8           2.015                   0.000                74.924
     31/12/2002           2002        601.310        475.078          0.000             43.233                 0.4           1.038                  61.385                 0.000
     31/12/2003           2003        679.553        450.336          0.000             73.598                 0.3           0.360                   0.000                79.602
     31/12/2004           2004        982.960        745.996          0.000            105.728                 1.1           1.076                   1.799                 0.000
     31/12/2005           2005        795.539        567.211          0.000            139.450                 3.0           2.160                   0.000               146.904
     31/12/2006           2006        619.500        325.630          0.000            111.332                 3.4           3.044                  59.466                 0.000
     31/12/2007           2007        926.102        587.258          0.000            247.240                 2.0           0.789                   0.000                41.682
     31/12/2008           2008        794.702        553.916          0.000            161.163                 3.3           2.065                  53.745                 0.000
     31/12/2009           2009        611.608        404.596          0.000            135.360                 1.1           0.838                   0.000                79.584
     31/12/2010           2010        994.688        778.518          0.000            243.904                 1.6           0.660                  58.527                 0.000
     31/12/2011           2011        510.786        375.414          0.000             55.839                 0.3           0.563                   0.000                88.754
     31/12/2012           2012        619.490        386.080          0.000             74.649                 0.4           0.563                  64.085                 0.000
     31/12/2013           2013        779.258        553.972          0.000            105.559                 2.1           2.018                   0.000                97.274
     31/12/2014           2014        662.412        530.606          0.000             50.559                 0.3           0.534                  48.151                 0.000
     31/12/2015           2015        824.760        486.156          0.000            210.148                 1.4           0.687                   0.000               105.349
     31/12/2016           2016        904.802        489.310          0.000            154.978                 1.7           1.080                  61.239                 0.000
     31/12/2017           2017        621.748        406.912          0.000             96.904                 0.8           0.774                   0.000                88.989
     31/12/2018           2018        951.214        624.824          0.000            191.513                 2.4           1.251                  68.339                 0.000
     31/12/2019           2019        883.171        557.542          0.000            225.341                 2.5           1.097                   0.000                76.934
