ApsimVersion = 7.9 r0
Title = Gold_CS_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        910.000        541.000          0.000            185.503                14.8           7.993           19.150
     31/12/1995           1995        731.000        356.000          0.000            105.134                 8.6           8.133          131.943
     31/12/1996           1996        968.000        504.000          0.000            210.108                12.4           5.880           44.194
     31/12/1997           1997        780.000        435.000          0.000             63.916                 0.7           1.051          159.271
     31/12/1998           1998        710.000        282.000          0.000            165.903                 2.1           1.277           45.527
     31/12/1999           1999        796.000        454.000          0.000             95.890                 1.6           1.705           82.912
     31/12/2000           2000        898.000        516.000          0.000            138.645                 1.2           0.842           31.753
     31/12/2001           2001        791.000        517.000          0.000            160.455                 1.3           0.841           67.889
     31/12/2002           2002        807.000        432.000          0.000             66.032                 1.0           1.459           61.233
     31/12/2003           2003        709.000        292.000          0.000            121.276                 0.8           0.680           53.291
     31/12/2004           2004        863.000        465.000          0.000            147.697                 1.4           0.979           51.724
     31/12/2005           2005        797.000        417.000          0.000            121.493                 2.3           1.917           74.163
     31/12/2006           2006       1062.000        629.000          0.000            186.710                 4.7           2.492           49.540
     31/12/2007           2007        820.000        481.000          0.000            108.962                 1.4           1.251           60.555
     31/12/2008           2008       1033.000        587.000          0.000            189.601                 3.7           1.926           35.489
     31/12/2009           2009        861.000        451.000          0.000             98.164                 0.9           0.924           30.248
     31/12/2010           2010        678.000        445.000          0.000             46.834                 0.3           0.658           48.445
     31/12/2011           2011        979.000        530.000          0.000            136.131                 2.6           1.878           40.447
     31/12/2012           2012        823.500        527.000          0.000             61.188                 0.9           1.518           55.917
     31/12/2013           2013        967.000        436.000          0.000            198.846                 3.6           1.827           57.282
     31/12/2014           2014        950.000        527.000          0.000            133.212                 1.6           1.174           38.297
     31/12/2015           2015        813.000        542.000          0.000             68.810                 0.4           0.586           53.312
     31/12/2016           2016        956.000        463.000          0.000            146.645                 1.9           1.308           53.075
     31/12/2017           2017        946.000        443.000          0.000            154.753                 3.1           2.005           66.956
     31/12/2018           2018        868.000        451.000          0.000            139.894                 2.7           1.903           51.984
     31/12/2019           2019       1070.000        541.000          0.000            173.298                 1.2           0.681           47.192
