ApsimVersion = 7.9 r0
Title = RandIragCS_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        880.000        657.000         56.000             83.669                 8.7          10.451           68.387
     31/12/1995           1995       1051.000        719.000         56.000            157.998                 8.9           5.639          146.636
     31/12/1996           1996        795.000        566.000         56.000            269.041                20.1           7.455           61.136
     31/12/1997           1997        687.000        425.000         56.000             36.301                 0.8           2.298          126.450
     31/12/1998           1998        891.000        652.000         56.000            214.367                18.3           8.523           80.099
     31/12/1999           1999        740.000        534.000         56.000             33.495                 1.4           4.069          158.100
     31/12/2000           2000        833.000        608.000         56.000            334.169                13.5           4.027           14.676
     31/12/2001           2001        959.000        466.000         56.000            175.788                 7.2           4.111          126.451
     31/12/2002           2002        804.000        643.000         56.000            252.037                10.9           4.307           63.477
     31/12/2003           2003        760.000        567.000         56.000             50.048                 0.6           1.159          133.985
     31/12/2004           2004        893.500        765.000         56.000            354.088                13.1           3.708           36.286
     31/12/2005           2005       1005.000        795.000         56.000            106.534                 1.9           1.776          175.319
     31/12/2006           2006        731.000        521.000         56.000            193.616                10.3           5.304           77.938
     31/12/2007           2007        917.000        662.000         56.000            164.653                 2.0           1.222          142.752
     31/12/2008           2008        815.000        566.000         56.000            256.154                12.5           4.865           58.736
     31/12/2009           2009        869.000        680.000         56.000            109.465                 0.9           0.858          151.217
     31/12/2010           2010       1201.000       1032.000         56.000            468.136                 7.9           1.697           64.895
     31/12/2011           2011        829.000        539.000         56.000            144.836                 3.3           2.250          160.949
     31/12/2012           2012        825.000        579.000         56.000            259.651                 9.3           3.591           70.601
     31/12/2013           2013        821.000        542.000         56.000            123.569                 3.8           3.087          136.327
     31/12/2014           2014        819.000        601.000         56.000            329.536                11.0           3.351           51.292
     31/12/2015           2015       1009.000        838.000         56.000             90.985                 1.2           1.292          166.921
     31/12/2016           2016       1027.000        800.000         56.000            304.767                12.0           3.946           75.208
     31/12/2017           2017        894.000        753.000         56.000             70.997                 0.6           0.896          159.890
     31/12/2018           2018       1093.000        845.000         56.000            380.183                 9.8           2.581           67.065
     31/12/2019           2019       1325.000        802.000         56.000            314.580                 7.0           2.240          143.506
