ApsimVersion = 7.9 r0
Title = Sutherland_CS_spring_NR250
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994              ?        550.460        250.000                  ?                   ?               ?                ?
     31/12/1995           1995        802.428        508.853        250.000            115.613                 2.9           2.466          211.387
     31/12/1996           1996        682.592        494.835        250.000            110.239                 7.7           7.010           59.241
     31/12/1997           1997        659.417        450.196        250.000             80.360                 1.7           2.076          224.490
     31/12/1998           1998        827.994        556.754        250.000            151.072                19.1          12.641           66.450
     31/12/1999           1999        566.186        341.638        250.000             54.255                 0.8           1.480          202.123
     31/12/2000           2000        588.510        374.668        250.000             98.572                 2.9           2.927           56.957
     31/12/2001           2001        760.490        400.054        250.000            124.236                 4.2           3.275          141.985
     31/12/2002           2002        601.310        475.078        250.000             50.145                 5.5          11.063           67.632
     31/12/2003           2003        679.553        450.336        250.000             57.679                 2.1           3.654          208.922
     31/12/2004           2004        982.960        745.996        250.000            127.704                 8.9           6.931            1.799
     31/12/2005           2005        795.539        567.211        250.000            118.331                19.8          16.715          217.515
     31/12/2006           2006        619.500        325.630        250.000            111.554                27.3          24.459           64.693
     31/12/2007           2007        926.102        587.258        250.000            193.093                14.8           7.661          198.938
     31/12/2008           2008        794.702        553.916        250.000            193.901                18.9           9.762           59.646
     31/12/2009           2009        611.608        404.596        250.000            104.330                 3.9           3.622          248.582
     31/12/2010           2010        994.688        778.518        250.000            261.644                13.9           5.318           62.319
     31/12/2011           2011        510.786        375.414        250.000             55.867                 0.4           0.726          230.690
     31/12/2012           2012        619.490        386.080        250.000             98.056                 3.6           3.693           65.444
     31/12/2013           2013        779.258        553.972        250.000            106.271                 3.9           3.664          225.818
     31/12/2014           2014        662.412        530.606        250.000             64.869                 3.7           5.649           53.149
     31/12/2015           2015        824.760        486.156        250.000            168.989                22.0          13.011          215.468
     31/12/2016           2016        904.802        489.310        250.000            173.779                17.0           9.836           68.720
     31/12/2017           2017        621.748        406.912        250.000             58.093                 0.8           1.402          237.073
     31/12/2018           2018        951.214        624.824        250.000            205.178                17.9           8.828           73.552
     31/12/2019           2019        883.171        557.542        250.000            174.619                 7.2           4.141          215.046
