ApsimVersion = 7.9 r0
Title = Gentry_CS_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        889.300        408.800         56.000            449.923                25.9           5.750                  60.752                 0.000
     31/12/1995           1995        953.500        404.600         56.000            360.689                28.0           7.757                   0.000               159.187
     31/12/1996           1996        947.300        488.100         56.000            527.221                28.6           5.425                  66.014                 0.000
     31/12/1997           1997        889.400        503.400         56.000            314.507                12.1           3.859                   0.000               215.796
     31/12/1998           1998       1091.500        547.500         56.000            614.751                16.3           2.654                  60.538                 0.000
     31/12/1999           1999        884.700        455.700         56.000            275.130                14.2           5.145                   0.000               223.964
     31/12/2000           2000        918.600        586.000         56.000            416.673                12.9           3.093                  52.660                 0.000
     31/12/2001           2001        963.400        635.300         56.000            357.486                16.9           4.732                   0.000               165.292
     31/12/2002           2002        984.500        439.200         56.000            554.479                14.0           2.523                  51.510                 0.000
     31/12/2003           2003        966.800        627.600         56.000            278.939                10.2           3.673                   0.000               191.955
     31/12/2004           2004       1019.600        646.800         56.000            572.042                14.6           2.548                  62.430                 0.000
     31/12/2005           2005        832.000        454.100         56.000            289.852                13.8           4.759                   0.000               156.720
     31/12/2006           2006        994.600        562.400         56.000            448.659                22.0           4.903                  59.264                 0.000
     31/12/2007           2007        984.000        503.300         56.000            426.306                18.5           4.350                   0.000               177.103
     31/12/2008           2008       1311.600        750.700         56.000            822.803                23.8           2.890                  55.174                 0.000
     31/12/2009           2009       1273.500        643.300         56.000            573.734                12.0           2.091                   0.000               136.626
     31/12/2010           2010        976.199        673.800         56.000            510.460                 9.0           1.765                  34.183                 0.000
     31/12/2011           2011       1006.100        458.800         56.000            403.139                25.7           6.368                   0.000               191.098
     31/12/2012           2012        739.800        501.300         56.000            208.370                 8.0           3.821                  47.403                 0.000
     31/12/2013           2013        954.600        462.200         56.000            381.078                21.1           5.545                   0.000               186.517
     31/12/2014           2014       1020.999        685.300         56.000            599.435                13.7           2.288                  44.318                 0.000
     31/12/2015           2015       1135.699        674.000         56.000            439.164                18.5           4.223                   0.000               172.819
     31/12/2016           2016        996.999        683.900         56.000            481.995                10.0           2.071                  37.498                 0.000
     31/12/2017           2017        884.200        506.800         56.000            249.329                14.4           5.786                   0.000               210.271
     31/12/2018           2018       1050.600        598.600         56.000            510.959                19.4           3.790                  50.866                 0.000
     31/12/2019           2019       1093.500        490.200         56.000            469.735                21.2           4.505                   0.000               172.205
