ApsimVersion = 7.9 r0
Title = Sutherland_CS_spring_NR300
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460        300.000                  ?                   ?               ?                       ?                     ?
     31/12/1995           1995        802.428        508.853        300.000            115.613                 2.9           2.466                   0.000               211.486
     31/12/1996           1996        682.592        494.835        300.000            110.045                 9.9           9.025                  59.241                 0.000
     31/12/1997           1997        659.417        450.196        300.000             80.359                 1.7           2.138                   0.000               224.499
     31/12/1998           1998        827.994        556.754        300.000            150.177                26.1          17.407                  66.450                 0.000
     31/12/1999           1999        566.186        341.638        300.000             54.254                 0.8           1.548                   0.000               202.190
     31/12/2000           2000        588.510        374.668        300.000             98.585                 3.8           3.817                  56.957                 0.000
     31/12/2001           2001        760.490        400.054        300.000            124.239                 4.6           3.588                   0.000               142.001
     31/12/2002           2002        601.310        475.078        300.000             50.138                 7.2          14.322                  67.631                 0.000
     31/12/2003           2003        679.553        450.336        300.000             57.694                 2.4           4.211                   0.000               209.124
     31/12/2004           2004        982.960        745.996        300.000            127.790                13.1          10.241                   1.799                 0.000
     31/12/2005           2005        795.539        567.211        300.000            118.304                25.6          21.595                   0.000               217.534
     31/12/2006           2006        619.500        325.630        300.000            111.397                34.9          31.336                  64.692                 0.000
     31/12/2007           2007        926.102        587.258        300.000            193.099                21.8          11.274                   0.000               198.944
     31/12/2008           2008        794.702        553.916        300.000            192.163                26.3          13.764                  61.842                 0.000
     31/12/2009           2009        611.608        404.596        300.000            104.368                 6.5           6.020                   0.000               248.587
     31/12/2010           2010        994.688        778.518        300.000            252.390                25.4          10.063                  65.463                 0.000
     31/12/2011           2011        510.786        375.414        300.000             55.890                 0.4           0.772                   0.000               230.810
     31/12/2012           2012        619.490        386.080        300.000             98.099                 5.4           5.499                  65.443                 0.000
     31/12/2013           2013        779.258        553.972        300.000            106.277                 4.1           3.833                   0.000               225.832
     31/12/2014           2014        662.412        530.606        300.000             64.669                 5.3           8.173                  53.150                 0.000
     31/12/2015           2015        824.760        486.156        300.000            168.967                30.2          17.875                   0.000               215.470
     31/12/2016           2016        904.802        489.310        300.000            171.273                22.8          13.361                  70.850                 0.000
     31/12/2017           2017        621.748        406.912        300.000             62.804                 0.9           1.433                   0.000               236.996
     31/12/2018           2018        951.214        624.824        300.000            203.200                25.4          12.612                  73.552                 0.000
     31/12/2019           2019        883.171        557.542        300.000            174.625                 9.3           5.300                   0.000               215.083
