ApsimVersion = 7.9 r0
Title = Gentry_CS_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        889.300        408.800        112.000            449.923                25.9           5.750                  60.752                 0.000
     31/12/1995           1995        953.500        404.600        112.000            360.689                28.0           7.757                   0.000               159.187
     31/12/1996           1996        947.300        488.100        112.000            527.221                28.6           5.425                  66.014                 0.000
     31/12/1997           1997        889.400        503.400        112.000            314.507                12.1           3.859                   0.000               215.796
     31/12/1998           1998       1091.500        547.500        112.000            614.751                16.3           2.654                  60.538                 0.000
     31/12/1999           1999        884.700        455.700        112.000            267.832                15.0           5.613                   0.000               241.264
     31/12/2000           2000        918.600        586.000        112.000            374.801                16.3           4.337                  55.413                 0.000
     31/12/2001           2001        963.400        635.300        112.000            350.665                22.8           6.498                   0.000               168.168
     31/12/2002           2002        984.500        439.200        112.000            543.387                19.9           3.665                  53.590                 0.000
     31/12/2003           2003        966.800        627.600        112.000            271.525                13.9           5.113                   0.000               202.661
     31/12/2004           2004       1019.600        646.800        112.000            560.097                19.5           3.476                  64.749                 0.000
     31/12/2005           2005        832.000        454.100        112.000            278.832                17.0           6.080                   0.000               190.436
     31/12/2006           2006        994.600        562.400        112.000            433.044                29.7           6.850                  59.260                 0.000
     31/12/2007           2007        984.000        503.300        112.000            412.328                23.2           5.622                   0.000               193.361
     31/12/2008           2008       1311.600        750.700        112.000            804.678                31.4           3.901                  58.070                 0.000
     31/12/2009           2009       1273.500        643.300        112.000            571.867                20.7           3.625                   0.000               153.682
     31/12/2010           2010        976.199        673.800        112.000            447.145                13.2           2.948                  36.605                 0.000
     31/12/2011           2011       1006.100        458.800        112.000            399.592                33.8           8.468                   0.000               191.942
     31/12/2012           2012        739.800        501.300        112.000            209.447                11.4           5.429                  46.672                 0.000
     31/12/2013           2013        954.600        462.200        112.000            375.286                27.0           7.205                   0.000               187.154
     31/12/2014           2014       1020.999        685.300        112.000            582.053                21.4           3.674                  46.922                 0.000
     31/12/2015           2015       1135.699        674.000        112.000            437.567                32.2           7.352                   0.000               191.277
     31/12/2016           2016        996.999        683.900        112.000            429.898                13.4           3.113                  37.740                 0.000
     31/12/2017           2017        884.200        506.800        112.000            244.304                19.2           7.865                   0.000               223.758
     31/12/2018           2018       1050.600        598.600        112.000            478.452                25.2           5.275                  54.886                 0.000
     31/12/2019           2019       1093.500        490.200        112.000            471.397                31.6           6.695                   0.000               177.321
