site,rotation,rate,crop,year,crop_yield,corn_buac,soy_buac,eo_annual,runoff_annual,drainage,gross_miner,net_miner,nloss_total,denitr,n_leach_annual,avg_wt,no3_at_harvest,no3_at_sowing
S,CC,0,corn,2000,203.822,203.822,0,871.667,24.018,-138.872,186,157,10.012,10.4,-0.372,1335.196,39.3,87.3
S,CC,0,corn,2001,47.943,47.943,0,809.16,65.602,265.762,104.9,81.8,20.309,7.5,12.863,937.958,39.5,31.9
S,CC,0,corn,2002,108.184,108.184,0,925.839,33.827,11.437,127.4,110.4,12.182,9.6,2.529,1186.507,39.2,36.9
S,CC,0,corn,2003,38.331,38.331,0,844.952,44.292,140.076,89.5,60.1,12.238,5.5,6.758,1061.512,34.9,32.5
S,CC,0,corn,2004,13.452,13.452,0,852.007,172.784,318.757,76.9,55.6,7.242,4.1,3.09,887.081,23.1,29.8
S,CC,0,corn,2005,43.4,43.4,0,866.021,43.616,244.985,93.9,69.4,8.224,5.9,2.318,958.684,30.1,19.1
S,CC,0,corn,2006,50.998,50.998,0,848.873,40.022,48.315,109.7,90.9,8.613,5.1,3.477,1154.016,28.3,25.6
S,CC,0,corn,2007,52.231,52.231,0,888.151,118.943,362.256,87.2,58.6,14.43,7.2,7.197,842.858,23.7,22.8
S,CC,0,corn,2008,28.213,28.213,0,841.189,51.621,201.516,83.1,65,6.503,3.1,3.412,1001.398,19,17.6
S,CC,0,corn,2009,29.454,29.454,0,821.3,4.502,147.412,69.7,48.3,4.428,2.1,2.325,1055.262,14.7,16
S,CC,0,corn,2010,14.815,14.815,0,834.839,158.939,405.444,67.6,45.6,7.828,3.2,4.617,802.334,15.4,13.4
S,CC,0,corn,2011,43.981,43.981,0,893.401,29.574,10.625,86.6,67.8,2.681,2.5,0.231,1180.143,21.9,14.5
S,CC,0,corn,2012,41.862,41.862,0,1007.302,29.426,-48.026,142.2,112.4,9.959,8.6,1.329,1252.16,44.7,19.6
S,CC,0,corn,2013,77.208,77.208,0,879.798,109.302,177.118,78.6,57.6,16.815,6.5,10.336,1024.861,22.3,35.9
S,CC,0,corn,2014,25.333,25.333,0,848.417,67.293,75.919,73.6,52.4,3.284,3,0.278,1125.139,18.1,18.3
S,CC,0,corn,2015,26.672,26.672,0,861.578,47.483,278.439,74.4,48.2,6.451,4.7,1.803,924.453,20.1,14
S,CC,0,corn,2016,66.92,66.92,0,918.415,79.306,268.762,92.4,72.2,7.692,4.5,3.242,936.748,15.9,16
S,CC,0,corn,2017,41.326,41.326,0,865.612,14.326,140.814,85.1,68.6,6.749,4,2.721,1063.137,20.4,12.4
S,CC,0,corn,2018,45.233,45.233,0,820.1,77.618,352.871,68.9,50.4,10.924,6.1,4.845,852.257,19.8,17.7
S,CC,0,corn,2019,33.694,33.694,0,829.009,42.169,328.355,69,53.3,8.019,3.3,4.679,878.438,18.8,17.7
S,CC,100,corn,2000,204.768,204.768,0,871.331,21.767,-147.067,186.1,156.3,20.591,20.9,-0.288,1341.737,95.5,87.9
S,CC,100,corn,2001,182.876,182.876,0,799.278,88.173,169.921,113.8,85.6,54.537,24.7,29.877,1031.984,59.9,80.4
S,CC,100,corn,2002,177.232,177.232,0,912.141,47.17,-26.41,112.8,87.1,17.298,14.8,2.468,1223.428,49.8,54.3
S,CC,100,corn,2003,120.862,120.862,0,832.975,38.371,148.507,74.8,33.1,28.263,18.2,10.066,1052.134,45.8,82.5
S,CC,100,corn,2004,50.143,50.143,0,839.521,181.176,293.725,77.2,49.6,23.464,18.7,4.721,911.692,34.1,84.7
S,CC,100,corn,2005,118.687,118.687,0,849.765,56.806,273.945,84.2,39,20.733,16.7,4.072,930.382,40.5,29.7
S,CC,100,corn,2006,125.571,125.571,0,836.678,40.747,22.197,126.3,99,18.726,13.6,5.124,1178.579,40,33.3
S,CC,100,corn,2007,139.379,139.379,0,874.81,162.274,284.633,114,74.2,33.576,22,11.577,919.922,39.4,36.9
S,CC,100,corn,2008,113.096,113.096,0,818.183,53.3,248.898,85.2,50.1,26.73,16.9,9.867,954.824,25.6,29.6
S,CC,100,corn,2009,145.632,145.632,0,805.825,8.97,138.42,73.1,38.7,12.681,9.1,3.548,1064.38,22.4,22.2
S,CC,100,corn,2010,132.868,132.868,0,815.639,136.745,425.964,82.4,45,23.673,15.5,8.154,782.633,24.1,20.2
S,CC,100,corn,2011,159.682,159.682,0,873.636,22.882,22.95,110.8,80.9,11.751,11.8,-0.05,1171.42,32.3,19.2
S,CC,100,corn,2012,110.301,110.301,0,989.536,21.561,-40.034,176.5,130.2,24.484,21.6,2.926,1235.374,66.7,27.5
S,CC,100,corn,2013,171.947,171.947,0,863.914,149.777,106.967,109,76.1,36.724,20.6,16.092,1093.811,34.7,54.1
S,CC,100,corn,2014,145.551,145.551,0,828.464,72.798,78.738,87.7,48.4,10.406,8.9,1.524,1121.257,26.5,29.6
S,CC,100,corn,2015,142.244,142.244,0,841.133,78.955,256.664,94.1,51.4,13.74,10.1,3.642,947.497,34.2,20.9
S,CC,100,corn,2016,163.798,163.798,0,897.915,129.534,237.473,122.8,83.8,15.792,8.8,7.044,967.299,31.1,23.5
S,CC,100,corn,2017,165.324,165.324,0,845.714,27.723,118.741,118.7,87.8,21.01,14.8,6.16,1082.984,35.6,27.7
S,CC,100,corn,2018,149.756,149.756,0,806.256,93.037,311.69,98.8,68.1,30.186,20.1,10.118,892.882,40.5,42.9
S,CC,100,corn,2019,159.369,159.369,0,809.43,66.987,299.402,102,75.1,31.308,20.9,10.398,906.665,34.6,57.6
S,CC,1000,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,220.861,155.8,65.451,1342.026,917.3,89.4
S,CC,1000,corn,2001,188.008,188.008,0,799.593,88.022,158.427,119.4,92.6,691.92,364.1,328.002,1043.599,1398.6,803
S,CC,1000,corn,2002,210.13,210.13,0,913.078,44.569,-78.677,122,96.7,401.539,277.2,124.458,1274.689,1917.6,1290
S,CC,1000,corn,2003,176.267,176.267,0,832.957,39.663,39.793,88.9,45.8,648.628,389.5,259.577,1155.288,2333.7,1921.7
S,CC,1000,corn,2004,65.958,65.958,0,836.526,178.969,281.629,83.5,47.4,1385.327,487.2,897.569,922.742,2516.4,2253.8
S,CC,1000,corn,2005,209.816,209.816,0,849.901,73.96,173.69,147.5,102.9,791.586,341.7,449.987,1028.86,2829.3,2309.1
S,CC,1000,corn,2006,126.491,126.491,0,837.214,41.8,8.669,177,146.8,356.649,316.4,41.105,1191.596,3174.3,2517
S,CC,1000,corn,2007,192.721,192.721,0,875.431,144.472,231.189,154,112.4,1446.384,411.5,1033.759,969.759,3362.5,2887.7
S,CC,1000,corn,2008,179.385,179.385,0,817.598,47.42,166.091,119.3,84.1,738.296,304.7,433.769,1034.762,3301.8,2965
S,CC,1000,corn,2009,225.79,225.79,0,804.557,9.873,61.157,103.5,66.3,508.815,292.8,216.217,1138.856,3433.8,2932.5
S,CC,1000,corn,2010,223.089,223.089,0,814.141,137.184,347.479,128.2,84.1,1360.247,392.1,967.842,859.935,3137.2,2982.3
S,CC,1000,corn,2011,232.953,232.953,0,872.808,23.904,-38.037,164.3,132.3,95.771,242.2,-145.091,1225.073,3205.6,2694.3
S,CC,1000,corn,2012,111.253,111.253,0,993.636,26.288,-84.739,246.9,195.9,357.51,544.9,-187.649,1280.416,3648.2,2925.5
S,CC,1000,corn,2013,214.743,214.743,0,865.874,139.758,60.057,142.8,112.1,881.395,484.6,396.621,1138.908,3716,3240.1
S,CC,1000,corn,2014,210.522,210.522,0,829.531,73.772,8.814,122.5,86.2,718.164,573.2,145.136,1189.269,3927.2,3481.4
S,CC,1000,corn,2015,237.867,237.867,0,842.59,70.479,156.389,152.4,110.8,1560.122,518,1041.707,1046.585,4159.6,3646.1
S,CC,1000,corn,2016,212.178,212.178,0,901.096,122.776,190.089,179.1,138.2,1041.632,310.9,730.674,1014.126,4195.9,3584.7
S,CC,1000,corn,2017,229.102,229.102,0,848.051,28.29,32.917,169.8,140,396.359,288.6,107.785,1164.763,4176.7,3636.5
S,CC,1000,corn,2018,221.677,221.677,0,806.227,106.647,242.643,130.6,101.2,1479.803,475.5,1004.317,959.435,4152.1,3925.5
S,CC,1000,corn,2019,210.407,210.407,0,811.704,67.259,233.708,139.7,116.4,954.45,330.1,624.392,970.946,3704.9,3480.5
S,CC,150,corn,2000,205.068,205.068,0,871.222,21.745,-147.22,186.1,156.3,30.876,28.3,2.657,1341.909,139.7,88.1
S,CC,150,corn,2001,186.64,186.64,0,799.294,88.314,163.812,113.8,85.5,83.573,41.1,42.428,1038.352,109.5,119.4
S,CC,150,corn,2002,209.644,209.644,0,912.553,44.421,-74.234,120.1,96.2,19.982,19.9,0.06,1270.241,62.7,100.3
S,CC,150,corn,2003,168.812,168.812,0,832.336,39.273,103.248,83.3,41.4,38.328,28.3,10.037,1096.349,59.2,107.6
S,CC,150,corn,2004,64.492,64.492,0,838.541,180.486,270.521,85.6,55.8,36.796,29.9,6.892,933.646,45.2,111.8
S,CC,150,corn,2005,163.514,163.514,0,848.169,73.109,225.167,98.8,50,30.121,25.3,4.857,978.141,54.1,40.2
S,CC,150,corn,2006,126.19,126.19,0,834.391,40.632,31.443,137.3,106.6,29.972,23.9,6.071,1168.532,70.1,46.2
S,CC,150,corn,2007,191.772,191.772,0,874.685,147.113,237.182,138.9,99.7,51.661,32.3,19.263,963.268,50.4,63.9
S,CC,150,corn,2008,175.541,175.541,0,816.405,55.699,207.129,99.9,62.6,40.064,27.2,12.902,995.38,32.3,39.1
S,CC,150,corn,2009,205.398,205.398,0,805.104,9.734,87.652,88.2,52.8,19.168,14.7,4.427,1113.947,27.5,29
S,CC,150,corn,2010,177.425,177.425,0,813.583,137.732,388.712,100.6,59.3,37.317,26.2,11.105,820.003,31.6,25.6
S,CC,150,corn,2011,204.843,204.843,0,871.571,21.596,0.221,124,90,18.922,19.6,-0.6,1193.057,40.7,26.4
S,CC,150,corn,2012,110.587,110.587,0,988.903,20.853,-48.002,194,145.5,35.453,32.3,3.196,1242.618,92.6,35.5
S,CC,150,corn,2013,217.7,217.7,0,864.161,144.955,70.628,128.1,96.3,52.898,30.5,22.395,1128.527,40.3,77.3
S,CC,150,corn,2014,209.775,209.775,0,828.733,73.071,24.104,110,72.3,15.124,13.6,1.546,1174.581,30.7,34.5
S,CC,150,corn,2015,199.982,199.982,0,840.206,78.583,199.525,117.5,72.7,19.494,14.5,5.042,1003.444,41.7,25.6
S,CC,150,corn,2016,210.215,210.215,0,895.269,128.433,224.712,140,96.3,23.373,13.3,10.039,979.843,38.3,30.8
S,CC,150,corn,2017,224.892,224.892,0,845.427,28.289,64.272,142.1,111.8,28.141,21,7.159,1134.639,43.8,35.7
S,CC,150,corn,2018,206.919,206.919,0,805.738,104.878,258.149,115.8,83.3,41.918,30,11.959,944.873,52,53.9
S,CC,150,corn,2019,216.604,216.604,0,809.695,71.389,248.527,121.5,95.2,45.341,31.7,13.639,956.189,41.8,75.2
S,CC,200,corn,2000,205.212,205.212,0,871.17,21.735,-147.328,186.1,156.4,41.583,35.7,5.947,1342.039,183.5,88.3
S,CC,200,corn,2001,186.893,186.893,0,799.386,88.218,162.643,115,86.9,116.633,59.3,57.314,1039.51,183.8,157.9
S,CC,200,corn,2002,209.969,209.969,0,912.801,44.47,-76.963,120.7,96.4,32.288,33.9,-1.596,1272.854,169.1,169.2
S,CC,200,corn,2003,178.378,178.378,0,832.374,38.454,58.873,82.8,40.2,64.511,44,20.467,1137.109,126.3,217.1
S,CC,200,corn,2004,64.094,64.094,0,836.427,177.773,287.405,76.7,40.1,62.141,42.4,19.702,917.229,102.8,184.5
S,CC,200,corn,2005,208.558,208.558,0,848.425,73.268,189.867,117,70.4,41.275,35.7,5.634,1013.272,98.1,90
S,CC,200,corn,2006,126.419,126.419,0,835.238,41.346,21.914,159.2,130.3,45.295,39.4,5.975,1178.081,164.7,83
S,CC,200,corn,2007,192.266,192.266,0,874.886,146.202,234.913,146.8,105.7,113.435,56.5,56.798,965.639,158.6,146.3
S,CC,200,corn,2008,179.741,179.741,0,816.808,50.25,173.872,110.3,73.9,68.555,40.6,27.953,1027.141,93.2,134.3
S,CC,200,corn,2009,225.26,225.26,0,804.123,9.845,69.446,97.7,60.7,28.979,23.2,5.828,1131.176,68.9,82.4
S,CC,200,corn,2010,219.708,219.708,0,812.906,140.097,368.07,112,67.4,51.67,37.9,13.784,839.867,57,58.1
S,CC,200,corn,2011,232.465,232.465,0,872.491,22.872,-35.717,144.5,112.5,25.922,28.5,-2.511,1223.071,60.3,45.9
S,CC,200,corn,2012,110.937,110.937,0,990.525,22.948,-59.316,225.7,178.6,51.567,50.1,1.49,1255.326,182.4,54
S,CC,200,corn,2013,221.577,221.577,0,865.047,141.934,65.997,136.1,104.5,88.298,54.3,33.995,1133.066,152.8,151.1
S,CC,200,corn,2014,210.011,210.011,0,829.946,74.062,6.823,117.4,79.6,43.287,37.4,5.873,1191.289,133.7,133.1
S,CC,200,corn,2015,237.552,237.552,0,841.143,71.093,166.901,136.2,92.3,57.312,32.1,25.179,1035.908,118.7,117
S,CC,200,corn,2016,211.969,211.969,0,897.521,127.068,211.415,163.1,123.2,61.091,30.6,30.469,993.37,147.9,97.1
S,CC,200,corn,2017,228.959,228.959,0,846.352,27.97,47.133,160.1,131.4,52.939,36.2,16.748,1151.422,154.7,131.6
S,CC,200,corn,2018,221.478,221.478,0,806.248,106.623,242.55,129.5,99.7,97.247,54.4,42.895,959.572,167.3,158.5
S,CC,200,corn,2019,224.091,224.091,0,810.427,69.967,239.887,133.3,108.8,85.088,51.3,33.764,964.617,159.4,178.5
S,CC,250,corn,2000,205.234,205.234,0,871.162,21.735,-147.333,186,156.6,52.351,42.9,9.478,1342.048,226.4,88.4
S,CC,250,corn,2001,187.164,187.164,0,799.542,88.131,160.961,117.2,89.7,150.085,77.5,72.618,1041.165,258.8,195.9
S,CC,250,corn,2002,210.071,210.071,0,913.073,44.547,-78.962,121.5,96.8,45.136,47.4,-2.28,1274.971,275.2,238.8
S,CC,250,corn,2003,175.927,175.927,0,832.438,38.948,48.419,84.9,43.1,96.665,64,32.623,1146.798,239.2,324.9
S,CC,250,corn,2004,65.587,65.587,0,836.696,178.683,283.985,82.1,46.5,133.463,68.3,65.169,920.749,235.7,297.1
S,CC,250,corn,2005,209.206,209.206,0,848.453,73.334,188.507,124.6,77.9,83.968,57.8,26.233,1014.616,244.5,210.6
S,CC,250,corn,2006,126.465,126.465,0,835.831,41.584,17.721,170.1,141.9,65.998,57.9,8.284,1182.395,336.4,211.7
S,CC,250,corn,2007,192.577,192.577,0,875.167,145.144,233.304,151.5,109.7,191.732,80.3,111.223,967.265,343.2,300.7
S,CC,250,corn,2008,179.978,179.978,0,817.023,49.522,172.231,112,74.6,108.401,58.7,49.688,1028.711,279.3,297.1
S,CC,250,corn,2009,225.592,225.592,0,804.309,9.852,62.972,99.4,62.7,52.871,39.9,13.025,1137.123,239.3,246.8
S,CC,250,corn,2010,220.072,220.072,0,813.232,140.018,355.896,121,78.4,111.719,58.7,53.04,851.561,182.8,203.8
S,CC,250,corn,2011,232.567,232.567,0,872.339,23.247,-32.458,155.1,123.6,32.038,42.6,-10.454,1219.857,202.2,150.9
S,CC,250,corn,2012,111.184,111.184,0,992.554,25.158,-76.199,240.8,191.3,70.021,76.9,-6.823,1271.727,359,176.8
S,CC,250,corn,2013,220.996,220.996,0,865.66,140.217,61.105,140.8,109.8,130.378,79.9,50.464,1137.95,339.2,304.7
S,CC,250,corn,2014,210.104,210.104,0,829.743,73.999,7.715,117.9,79.9,79.885,65.6,14.276,1190.516,334.2,307.9
S,CC,250,corn,2015,237.7,237.7,0,842.048,70.676,160.16,143.6,100.5,136.948,58.3,78.626,1042.716,345.9,302.5
S,CC,250,corn,2016,212.087,212.087,0,898.479,125.792,205.581,168.9,128.9,119.483,47.8,71.647,998.825,385,294.8
S,CC,250,corn,2017,229.062,229.062,0,846.618,28.023,44.422,162.9,134.2,72.235,52.1,20.154,1154.068,392.4,336.9
S,CC,250,corn,2018,221.625,221.625,0,806.256,106.652,242.324,130.2,100.7,179.215,79.4,99.816,959.782,403.8,382.3
S,CC,250,corn,2019,228.337,228.337,0,810.567,69.505,236.344,135.3,111.1,137.453,69.6,67.848,968.055,368.3,376.6
S,CC,300,corn,2000,205.241,205.241,0,871.159,21.736,-147.328,186,156.9,63.379,50.3,13.165,1342.043,269.5,88.6
S,CC,300,corn,2001,187.432,187.432,0,799.677,88.083,159.457,119.3,92.4,184.812,96.3,88.478,1042.718,333.7,233.8
S,CC,300,corn,2002,210.108,210.108,0,913.245,44.605,-80.065,122.1,97,66.141,62.6,3.517,1276.122,382.8,307.7
S,CC,300,corn,2003,176.005,176.005,0,832.686,39.241,44.97,86.6,44.6,134.608,86.9,47.679,1150.33,374.4,431.9
S,CC,300,corn,2004,65.539,65.539,0,836.745,179.007,281.415,83.3,47.3,217.395,94.9,122.404,922.811,383.2,427.5
S,CC,300,corn,2005,209.529,209.529,0,848.493,73.398,187.728,127.8,81.5,131.481,77,54.545,1015.408,411.2,347.3
S,CC,300,corn,2006,126.475,126.475,0,836.088,41.638,16.082,172.8,144.6,83.887,74.5,9.562,1184.112,521.2,360.2
S,CC,300,corn,2007,192.652,192.652,0,875.413,144.289,231.934,153.4,111.3,269.904,102.4,167.259,968.806,540.4,468
S,CC,300,corn,2008,180.21,180.21,0,817.07,49.212,171.638,112.6,75,149.077,75.4,73.651,1029.337,473.7,470.9
S,CC,300,corn,2009,225.704,225.704,0,804.404,9.857,61.885,100.8,64.2,77.248,55.8,21.505,1138.209,446.5,419.9
S,CC,300,corn,2010,220.734,220.734,0,813.296,139.915,354.727,121.6,79,191.974,81.8,110.126,852.63,371.8,384.1
S,CC,300,corn,2011,232.653,232.653,0,872.489,23.431,-34.124,157.6,125.8,38.362,57.4,-18.834,1221.482,392.1,311.5
S,CC,300,corn,2012,111.221,111.221,0,993.523,26.15,-84.094,244.7,194.2,86.363,105.6,-19.183,1279.81,572.7,347.8
S,CC,300,corn,2013,214.647,214.647,0,865.914,139.68,59.922,141.6,111,178.027,105.7,72.243,1139.033,554,495.1
S,CC,300,corn,2014,210.198,210.198,0,829.735,74.327,8.442,121.8,85.2,119.916,97,22.927,1189.673,566.2,510.3
S,CC,300,corn,2015,237.731,237.731,0,842.561,70.425,156.466,149.3,107,226.454,86.6,139.823,1046.463,598,517.8
S,CC,300,corn,2016,212.16,212.16,0,899.501,124.454,199.497,174.1,134.5,180.959,65.1,115.818,1004.78,640.6,512.4
S,CC,300,corn,2017,229.088,229.088,0,846.986,28.094,41.316,165.8,137.5,94.96,68.7,26.289,1157.025,648.1,558.8
S,CC,300,corn,2018,221.654,221.654,0,806.242,106.65,242.406,130.3,100.8,267.696,105,162.707,959.696,654.4,622.4
S,CC,300,corn,2019,212.707,212.707,0,811.033,68.871,236.02,137.7,114,192.388,87.5,104.876,968.409,590.3,585.9
S,CC,350,corn,2000,205.241,205.241,0,871.158,21.736,-147.321,186,156.9,75.095,58.1,17.108,1342.035,314.9,88.7
S,CC,350,corn,2001,187.644,187.644,0,799.7,88.027,158.668,119.5,92.7,221.121,115.9,105.253,1043.367,408.6,273.8
S,CC,350,corn,2002,210.12,210.12,0,913.189,44.589,-79.627,122.1,96.9,90.355,78,12.418,1275.677,490.6,376.5
S,CC,350,corn,2003,176.084,176.084,0,832.745,39.341,43.7,87.2,45,172.289,109.5,62.773,1151.743,511.1,538.7
S,CC,350,corn,2004,65.718,65.718,0,836.651,179.02,281.005,83.3,47,300.935,121.1,179.793,923.18,530.2,558.2
S,CC,350,corn,2005,209.668,209.668,0,848.632,73.489,186.251,131.6,86,177.95,95.7,82.258,1016.872,580.7,483.3
S,CC,350,corn,2006,126.481,126.481,0,836.253,41.653,15.008,173.8,145.2,102.794,91.6,11.425,1185.216,707.2,511.1
S,CC,350,corn,2007,192.685,192.685,0,875.451,144.107,231.644,153.9,112,349.912,123.6,225.984,969.124,733.5,637
S,CC,350,corn,2008,180.133,180.133,0,817.197,48.233,169.274,116.5,80.3,188.283,91.7,96.554,1031.589,667.1,641.1
S,CC,350,corn,2009,225.743,225.743,0,804.367,9.863,62.581,101.6,64.8,102.448,71.3,31.227,1137.522,652.6,592
S,CC,350,corn,2010,221.204,221.204,0,813.372,139.924,353.496,123.2,80.6,272.703,103.1,169.511,853.932,563.2,563.8
S,CC,350,corn,2011,232.727,232.727,0,872.582,23.555,-35.211,159.8,127.8,43.191,71.4,-27.942,1222.344,587.5,476.2
S,CC,350,corn,2012,111.238,111.238,0,993.738,26.432,-85.84,246.2,195.4,104.205,136.1,-31.877,1281.463,789.3,525.9
S,CC,350,corn,2013,214.667,214.667,0,865.905,139.696,59.989,142.2,111.6,228.457,133.3,95.081,1138.97,776.5,688.2
S,CC,350,corn,2014,210.266,210.266,0,829.712,74.293,8.339,122.4,86.1,161.489,129.9,31.576,1189.772,801.5,719.5
S,CC,350,corn,2015,237.748,237.748,0,842.729,70.612,154.982,151.6,110.1,321.128,116.8,204.29,1047.9,851.4,736.9
S,CC,350,corn,2016,212.164,212.164,0,900.051,123.757,196.206,175.8,136,242.381,82,160.349,1008.046,895.3,730.9
S,CC,350,corn,2017,229.091,229.091,0,847.196,28.131,39.6,166.9,138.6,118.187,84.9,33.256,1158.627,901,779.7
S,CC,350,corn,2018,221.663,221.663,0,806.247,106.655,242.374,130.5,101,354.353,130.8,223.511,959.725,903,859.8
S,CC,350,corn,2019,211.622,211.622,0,811.348,68.168,235.024,139.5,116.3,245.275,104.8,140.52,969.592,805.5,792.6
S,CC,400,corn,2000,205.241,205.241,0,871.157,21.736,-147.318,186,156.9,86.762,65.9,20.98,1342.029,360.8,88.7
S,CC,400,corn,2001,187.797,187.797,0,799.661,88.02,158.502,119.6,92.7,257.732,135.4,122.355,1043.528,483.6,314.2
S,CC,400,corn,2002,210.124,210.124,0,913.149,44.582,-79.296,122,96.8,114.556,93,21.534,1275.336,599.3,445.7
S,CC,400,corn,2003,176.162,176.162,0,832.78,39.412,42.756,87.6,45.2,209.638,132,77.727,1152.749,648.8,645.7
S,CC,400,corn,2004,65.849,65.849,0,836.583,178.972,281.241,83.1,46.8,384.148,147.2,236.865,922.984,676.1,689.1
S,CC,400,corn,2005,209.724,209.724,0,848.869,73.616,184.04,137,92.7,223.221,114.8,108.446,1019.029,751.9,618.3
S,CC,400,corn,2006,126.484,126.484,0,836.453,41.672,13.681,174.7,145.8,123.292,109.4,14.213,1186.483,894.6,663.1
S,CC,400,corn,2007,192.701,192.701,0,875.443,144.111,231.591,154.1,112.5,432.599,145.4,286.807,969.173,929.3,807.6
S,CC,400,corn,2008,180.103,180.103,0,817.395,48.195,167.435,119.2,83.9,230.025,109.2,120.872,1033.439,864.7,814.2
S,CC,400,corn,2009,225.762,225.762,0,804.464,9.868,61.798,103,66.3,132.398,87.7,44.709,1138.211,862.8,767.6
S,CC,400,corn,2010,221.858,221.858,0,813.47,139.662,352.176,124.7,82.2,357.384,125.2,232.109,855.286,758.9,747
S,CC,400,corn,2011,232.78,232.78,0,872.68,23.667,-36.293,160.8,128.4,46.695,84.5,-37.494,1223.27,787.7,645.3
S,CC,400,corn,2012,111.243,111.243,0,993.718,26.407,-85.669,246.4,195.5,123.304,167.6,-44.239,1281.31,1008.2,709.2
S,CC,400,corn,2013,214.685,214.685,0,865.898,139.704,60.004,142.4,111.8,279.008,161,117.956,1138.956,1001,883.7
S,CC,400,corn,2014,210.312,210.312,0,829.684,74.235,8.383,122.5,86.1,203.676,163.5,40.199,1189.729,1040.5,930.4
S,CC,400,corn,2015,237.763,237.763,0,842.713,70.602,155.157,151.9,110.3,416.47,147.2,269.166,1047.748,1105,959.5
S,CC,400,corn,2016,212.166,212.166,0,900.463,123.375,193.744,176.6,136.6,302.996,99.2,203.806,1010.568,1149.5,949.4
S,CC,400,corn,2017,229.094,229.094,0,847.308,28.149,38.693,167.3,138.8,141.051,101.2,39.857,1159.489,1152.7,1000.2
S,CC,400,corn,2018,221.666,221.666,0,806.242,106.654,242.405,130.4,101,441.185,157.2,284.021,959.69,1152.3,1095.8
S,CC,400,corn,2019,211.105,211.105,0,811.499,67.755,234.458,139.6,116.4,299.696,122.3,177.377,970.194,1026.8,999.6
S,CC,450,corn,2000,205.241,205.241,0,871.157,21.736,-147.317,186,156.9,98.341,73.6,24.85,1342.028,406.8,88.8
S,CC,450,corn,2001,187.884,187.884,0,799.633,88.02,158.448,119.5,92.7,294.62,155.1,139.52,1043.58,558.6,354.7
S,CC,450,corn,2002,210.126,210.126,0,913.124,44.577,-79.084,122,96.7,138.354,108.4,29.98,1275.117,707.9,515
S,CC,450,corn,2003,176.194,176.194,0,832.883,39.551,41.284,88.2,45.4,246.283,154.3,92.045,1154.194,786.7,751.9
S,CC,450,corn,2004,65.904,65.904,0,836.55,178.944,281.442,83,46.7,468.848,174.1,294.568,922.837,826.3,819.2
S,CC,450,corn,2005,209.758,209.758,0,848.973,73.666,183.043,139.1,95.4,269.923,133.6,136.345,1020.017,923.5,757.2
S,CC,450,corn,2006,126.486,126.486,0,836.649,41.731,12.324,175.2,146,142.642,126.9,16.109,1187.862,1082.5,815.7
S,CC,450,corn,2007,192.71,192.71,0,875.438,144.115,231.566,154.1,112.5,516.461,168,347.972,969.195,1129.1,979
S,CC,450,corn,2008,179.845,179.845,0,817.465,47.916,166.98,119.3,84.1,272.701,126,146.741,1033.99,1063.3,990.4
S,CC,450,corn,2009,225.767,225.767,0,804.518,9.871,61.406,103.6,66.8,163.292,104.6,58.72,1138.604,1073.1,943.7
S,CC,450,corn,2010,222.355,222.355,0,813.553,139.349,351.282,125.6,83.1,441.967,146.4,295.494,856.191,953.5,929.9
S,CC,450,corn,2011,232.817,232.817,0,872.751,23.769,-37.079,161.9,129.6,49.571,97.4,-47.382,1224.044,988.1,814
S,CC,450,corn,2012,111.245,111.245,0,993.703,26.388,-85.515,246.6,195.7,142.42,199,-56.594,1281.135,1227.3,892.6
S,CC,450,corn,2013,214.698,214.698,0,865.893,139.71,60.014,142.5,111.9,329.514,188.5,140.964,1138.947,1226.1,1079.4
S,CC,450,corn,2014,210.349,210.349,0,829.661,74.179,8.433,122.5,86.2,246.545,197.8,48.835,1189.68,1279.5,1141.9
S,CC,450,corn,2015,237.773,237.773,0,842.697,70.57,155.36,152.1,110.5,511.461,177.8,333.541,1047.572,1358.5,1182.1
S,CC,450,corn,2016,212.168,212.168,0,900.787,123.066,191.82,177.3,137,363.74,116.9,246.782,1012.474,1403,1167.9
S,CC,450,corn,2017,229.095,229.095,0,847.4,28.164,38.003,167.6,138.9,163.742,117.4,46.394,1160.137,1404.1,1220.1
S,CC,450,corn,2018,221.669,221.669,0,806.239,106.652,242.427,130.4,101,527.788,183.5,344.288,959.667,1401.5,1331.4
S,CC,450,corn,2019,210.697,210.697,0,811.616,67.443,234.024,139.7,116.4,353.98,139.8,214.218,970.653,1248.4,1206.3
S,CC,50,corn,2000,204.367,204.367,0,871.475,21.793,-146.88,186.3,156.4,11.853,13.7,-1.837,1341.541,51.5,87.7
S,CC,50,corn,2001,122.283,122.283,0,802.329,76.559,232.61,108,81.3,30.596,14.3,16.312,970.691,43.8,41.7
S,CC,50,corn,2002,141.145,141.145,0,916.813,49.837,-7.802,120,98.8,14.504,11.6,2.886,1204.13,42,38.9
S,CC,50,corn,2003,73.934,73.934,0,836.164,38.432,165.735,78.5,41.7,20.031,11,9.013,1036.146,38.2,58.1
S,CC,50,corn,2004,29.306,29.306,0,842.871,176.547,329.981,73.3,47.8,14.458,10.3,4.126,875.975,27,58.1
S,CC,50,corn,2005,84.54,84.54,0,855.515,42.476,292.893,83.6,46.8,13.54,10.2,3.326,911.877,32.6,23.2
