ApsimVersion = 7.9 r0
Title = RandIragSC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        658.000          0.000            111.046                13.6          12.258                   0.000               155.789
     31/12/1995           1995       1051.000        718.000          0.000            415.692                60.2          14.470                  47.742                 0.000
     31/12/1996           1996        795.000        567.000          0.000            106.684                 2.2           2.025                   0.000               173.930
     31/12/1997           1997        687.000        424.000          0.000            234.915                 7.6           3.223                  47.399                 0.000
     31/12/1998           1998        891.000        652.000          0.000            141.198                 3.7           2.635                   0.000               195.063
     31/12/1999           1999        740.000        524.000          0.000            287.536                22.1           7.692                  65.032                 0.000
     31/12/2000           2000        833.000        612.000          0.000             90.338                 1.8           1.970                   0.000               114.518
     31/12/2001           2001        959.000        465.000          0.000            367.916                17.9           4.855                  65.795                 0.000
     31/12/2002           2002        804.000        647.000          0.000             59.777                 0.8           1.267                   0.000               123.911
     31/12/2003           2003        760.000        559.000          0.000            201.550                 8.3           4.102                  72.029                 0.000
     31/12/2004           2004        893.500        766.000          0.000            134.512                 1.1           0.805                   0.000                67.825
     31/12/2005           2005       1005.000        794.000          0.000            303.522                 4.7           1.564                  68.190                 0.000
     31/12/2006           2006        731.000        522.000          0.000             54.590                 0.6           1.115                   0.000                78.253
     31/12/2007           2007        917.000        661.000          0.000            333.480                11.5           3.443                  54.064                 0.000
     31/12/2008           2008        815.000        567.000          0.000             81.144                 0.9           1.105                   0.000                95.108
     31/12/2009           2009        869.000        679.000          0.000            280.532                 5.9           2.095                  59.096                 0.000
     31/12/2010           2010       1201.000       1038.000          0.000            262.440                 2.3           0.894                   0.000                71.173
     31/12/2011           2011        829.000        538.000          0.000            406.782                15.0           3.675                  56.230                 0.000
     31/12/2012           2012        825.000        580.000          0.000             60.366                 1.0           1.628                   0.000               116.710
     31/12/2013           2013        821.000        541.000          0.000            307.436                17.1           5.570                  55.340                 0.000
     31/12/2014           2014        819.000        602.000          0.000            110.590                 1.5           1.350                   0.000                68.021
     31/12/2015           2015       1009.000        838.000          0.000            336.949                 4.7           1.386                  18.319                 0.000
     31/12/2016           2016       1027.000        802.000          0.000            142.479                 1.3           0.925                   0.000               112.842
     31/12/2017           2017        894.000        752.000          0.000            295.800                 8.0           2.690                  66.127                 0.000
     31/12/2018           2018       1093.000        846.000          0.000            234.179                 1.7           0.711                   0.000                78.867
     31/12/2019           2019       1325.000        783.000          0.000            612.708                12.5           2.042                  55.644                 0.000
