ApsimVersion = 7.9 r0
Title = Sutherland_SC_spring_NR56
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994              ?        550.460         56.000                  ?                   ?         100.000                ?
     31/12/1995           1995        802.428        581.547         56.000            189.504                 6.3           3.345           63.131
     31/12/1996           1996        682.592        486.478         56.000            128.689                 1.0           0.774          158.108
     31/12/1997           1997        659.417        458.680         56.000            103.790                 2.0           1.881           48.157
     31/12/1998           1998        827.994        544.054         56.000            138.886                 1.7           1.225          172.351
     31/12/1999           1999        566.186        358.910         56.000             98.570                 2.7           2.709           60.328
     31/12/2000           2000        588.510        374.668         56.000            125.651                 2.0           1.568          166.697
     31/12/2001           2001        760.490        467.872         56.000            190.183                 8.0           4.202           53.284
     31/12/2002           2002        601.310        475.078         56.000             75.425                 0.8           1.030          149.384
     31/12/2003           2003        679.553        483.356         56.000            117.212                 2.3           1.929           56.406
     31/12/2004           2004        982.960        745.996         56.000            161.030                 0.6           0.343          149.491
     31/12/2005           2005        795.539        567.211         56.000            110.515                 1.1           0.988           57.832
     31/12/2006           2006        619.500        369.064         56.000             75.583                 1.6           2.104          134.476
     31/12/2007           2007        926.102        683.270         56.000            207.066                 3.4           1.650           54.785
     31/12/2008           2008        794.702        509.720         56.000            145.722                 1.9           1.280          153.950
     31/12/2009           2009        611.608        404.596         56.000             89.312                 1.0           1.081           50.985
     31/12/2010           2010        994.688        782.074         56.000            267.834                 2.9           1.081          148.560
     31/12/2011           2011        510.786        375.668         56.000             92.298                 1.5           1.632           39.163
     31/12/2012           2012        619.490        386.080         56.000             47.972                 0.2           0.333          140.254
     31/12/2013           2013        779.258        577.844         56.000            181.273                 8.2           4.514           66.875
     31/12/2014           2014        662.412        523.494         56.000             53.627                 0.2           0.438          145.625
     31/12/2015           2015        824.760        429.514         56.000            145.208                 0.9           0.601           48.818
     31/12/2016           2016        904.802        578.726         56.000            128.557                 1.0           0.754          159.455
     31/12/2017           2017        621.748        406.912         56.000            120.050                 1.9           1.607           55.610
     31/12/2018           2018        951.214        619.990         56.000            195.217                 1.8           0.901          163.416
     31/12/2019           2019        883.171        509.288         56.000            216.701                 3.9           1.799           54.807
