ApsimVersion = 7.9 r0
Title = Gilmore_SC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        767.000        578.000        300.000            323.416                35.0          10.827          156.641
     31/12/1995           1995        788.000        462.000        300.000            446.885                42.4           9.492           39.571
     31/12/1996           1996        924.000        694.000        300.000            373.694                27.7           7.401          182.515
     31/12/1997           1997        626.000        400.000        300.000            312.545                16.8           5.372           48.222
     31/12/1998           1998        965.000        681.000        300.000            434.105                28.2           6.502          157.449
     31/12/1999           1999        787.000        421.000        300.000            423.242                27.4           6.480           47.802
     31/12/2000           2000        625.000        399.000        300.000            274.629                55.7          20.278          167.110
     31/12/2001           2001        861.000        510.000        300.000            442.595                70.1          15.847           38.748
     31/12/2002           2002        774.000        623.000        300.000            244.800                48.5          19.808          178.381
     31/12/2003           2003        733.000        432.000        300.000            360.506                63.0          17.471           52.216
     31/12/2004           2004        858.500        542.000        300.000            378.674                53.2          14.049          192.524
     31/12/2005           2005        802.000        535.000        300.000            385.710                51.9          13.463           51.863
     31/12/2006           2006        696.000        487.000        300.000            326.735                53.8          16.466          169.603
     31/12/2007           2007       1086.000        693.000        300.000            595.973                77.4          12.986           43.953
     31/12/2008           2008       1001.000        678.000        300.000            451.108                74.0          16.400          173.441
     31/12/2009           2009        817.000        605.000        300.000            439.202                49.1          11.181           47.154
     31/12/2010           2010       1088.000        887.000        300.000            487.390                83.6          17.153          171.936
     31/12/2011           2011        591.000        390.000        300.000            314.739                45.4          14.410           36.794
     31/12/2012           2012        620.000        373.000        300.000            188.928                30.9          16.352          174.871
     31/12/2013           2013        682.000        374.000        300.000            447.240                89.6          20.038           46.882
     31/12/2014           2014        980.000        789.000        300.000            445.714                82.5          18.505          156.578
     31/12/2015           2015       1137.000        714.000        300.000            622.608                58.7           9.428           36.005
     31/12/2016           2016        899.000        663.000        300.000            334.869                62.2          18.566          173.667
     31/12/2017           2017        758.000        520.000        300.000            399.115                63.2          15.829           53.466
     31/12/2018           2018       1171.000        868.000        300.000            577.955               108.7          18.815          168.513
     31/12/2019           2019        951.000        644.000        300.000            565.475                52.0           9.189           45.520
