ApsimVersion = 7.9 r0
Title = Masarik_SC_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        952.000        650.000        112.000            343.862                37.8          10.985          108.999
     31/12/1995           1995        922.000        545.000        112.000            405.436                31.3           7.725           47.508
     31/12/1996           1996        824.000        532.000        112.000            221.724                16.9           7.639          112.068
     31/12/1997           1997        818.000        564.000        112.000            436.795                38.6           8.826           47.150
     31/12/1998           1998       1023.000        561.000        112.000            275.924                19.9           7.225          192.634
     31/12/1999           1999        965.000        539.000        112.000            461.752                50.6          10.961           61.663
     31/12/2000           2000       1108.000        785.000        112.000            322.439                21.3           6.592          132.676
     31/12/2001           2001       1148.000        773.000        112.000            533.890                15.9           2.975           39.684
     31/12/2002           2002        745.000        409.000        112.000            209.771                 5.4           2.561          220.123
     31/12/2003           2003        904.000        410.000        112.000            441.508                 8.8           1.997           56.952
     31/12/2004           2004       1072.000        730.000        112.000            326.824                 8.1           2.464          135.185
     31/12/2005           2005        739.000        439.000        112.000            341.821                 4.5           1.320           65.433
     31/12/2006           2006       1081.000        679.000        112.000            339.012                 6.2           1.816          199.301
     31/12/2007           2007       1127.000        733.000        112.000            476.466                 7.9           1.652           61.523
     31/12/2008           2008       1272.000        713.000        112.000            384.800                15.4           4.013          142.481
     31/12/2009           2009       1009.000        474.000        112.000            498.553                 8.1           1.628           49.169
     31/12/2010           2010       1110.000        834.000        112.000            268.602                12.2           4.536          170.399
     31/12/2011           2011        867.000        407.000        112.000            408.705                21.2           5.187           55.336
     31/12/2012           2012        705.500        378.000        112.000            189.217                 5.0           2.649          205.852
     31/12/2013           2013       1051.000        525.000        112.000            547.599                 9.5           1.731           43.598
     31/12/2014           2014        914.000        546.000        112.000            254.721                 4.4           1.744          136.393
     31/12/2015           2015       1014.000        588.000        112.000            457.367                 7.7           1.687           26.767
     31/12/2016           2016       1138.500        832.000        112.000            271.696                 8.5           3.112          184.717
     31/12/2017           2017        939.000        499.000        112.000            490.113                12.7           2.586           58.289
     31/12/2018           2018       1193.000        768.000        112.000            333.367                 9.8           2.926          189.228
     31/12/2019           2019       1246.000        719.000        112.000            624.369                13.7           2.201           47.226
