ApsimVersion = 7.9 r0
Title = Gilmore_SC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        767.000        578.000        224.000            323.416                35.0          10.827          156.641
     31/12/1995           1995        788.000        462.000        224.000            446.885                42.4           9.492           39.571
     31/12/1996           1996        924.000        694.000        224.000            373.694                27.7           7.401          182.515
     31/12/1997           1997        626.000        400.000        224.000            312.545                16.8           5.372           48.222
     31/12/1998           1998        965.000        681.000        224.000            434.105                28.2           6.502          157.449
     31/12/1999           1999        787.000        421.000        224.000            423.242                27.4           6.480           47.802
     31/12/2000           2000        625.000        399.000        224.000            274.595                42.4          15.449          166.674
     31/12/2001           2001        861.000        510.000        224.000            447.822                52.5          11.724           38.732
     31/12/2002           2002        774.000        623.000        224.000            245.042                32.7          13.344          177.908
     31/12/2003           2003        733.000        432.000        224.000            363.122                43.1          11.866           52.191
     31/12/2004           2004        858.500        542.000        224.000            378.728                36.6           9.651          192.176
     31/12/2005           2005        802.000        535.000        224.000            397.388                34.9           8.771           51.817
     31/12/2006           2006        696.000        487.000        224.000            326.681                38.9          11.914          169.437
     31/12/2007           2007       1086.000        693.000        224.000            600.462                55.7           9.279           44.074
     31/12/2008           2008       1001.000        678.000        224.000            451.527                53.2          11.788          172.946
     31/12/2009           2009        817.000        605.000        224.000            441.485                33.5           7.597           47.142
     31/12/2010           2010       1088.000        887.000        224.000            487.212                57.7          11.853          171.838
     31/12/2011           2011        591.000        390.000        224.000            320.968                32.0           9.983           36.747
     31/12/2012           2012        620.000        373.000        224.000            188.893                19.8          10.501          174.695
     31/12/2013           2013        682.000        374.000        224.000            448.375                58.9          13.136           46.883
     31/12/2014           2014        980.000        789.000        224.000            445.575                55.7          12.508          156.416
     31/12/2015           2015       1137.000        714.000        224.000            633.207                38.0           6.002           35.972
     31/12/2016           2016        899.000        663.000        224.000            334.763                42.1          12.568          173.504
     31/12/2017           2017        758.000        520.000        224.000            399.052                44.5          11.142           53.467
     31/12/2018           2018       1171.000        868.000        224.000            577.942                78.4          13.564          168.443
     31/12/2019           2019        951.000        644.000        224.000            573.613                37.8           6.594           45.432
