ApsimVersion = 7.9 r0
Title = Huggins_SC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        668.000        460.000        300.000            442.511                67.8          15.323          176.227
     31/12/1995           1995        876.000        544.000        300.000            548.769               136.0          24.780           38.741
     31/12/1996           1996        843.000        552.000        300.000            432.845                75.9          17.529          189.722
     31/12/1997           1997        616.000        457.000        300.000            401.522                34.3           8.549           55.216
     31/12/1998           1998        646.000        454.000        300.000            361.861                27.0           7.457          194.216
     31/12/1999           1999        552.000        378.000        300.000            311.233                24.7           7.930           59.889
     31/12/2000           2000        686.000        503.000        300.000            353.448                47.7          13.486          192.780
     31/12/2001           2001        798.000        398.000        300.000            512.256                83.6          16.316           56.134
     31/12/2002           2002        612.000        467.000        300.000            340.984                49.9          14.635          175.040
     31/12/2003           2003        523.000        368.000        300.000            346.066                59.0          17.042           54.222
     31/12/2004           2004        720.500        510.000        300.000            348.868                41.7          11.940          118.743
     31/12/2005           2005        864.000        651.000        300.000            475.268                65.7          13.826           62.585
     31/12/2006           2006        676.000        478.000        300.000            383.044                48.8          12.728          142.982
     31/12/2007           2007        711.000        540.000        300.000            451.483                94.0          20.815           49.231
     31/12/2008           2008        634.000        386.000        300.000            363.609                58.4          16.054          170.497
     31/12/2009           2009        651.000        501.000        300.000            420.482                61.3          14.583           49.040
     31/12/2010           2010        960.000        760.000        300.000            479.859               104.0          21.673          173.294
     31/12/2011           2011        615.000        382.000        300.000            424.972                67.6          15.902           55.459
     31/12/2012           2012        687.500        460.000        300.000            358.678                32.0           8.936          138.665
     31/12/2013           2013        576.000        356.000        300.000            430.056                97.4          22.648           57.978
     31/12/2014           2014        711.000        486.000        300.000            394.890                31.4           7.962          161.710
     31/12/2015           2015        792.000        601.000        300.000            413.702                77.3          18.694           17.014
     31/12/2016           2016        968.500        758.000        300.000            460.197               136.1          29.578          168.617
     31/12/2017           2017        809.000        649.000        300.000            480.515                60.9          12.666           50.185
     31/12/2018           2018       1062.000        787.000        300.000            554.307               112.1          20.219          175.871
     31/12/2019           2019        990.000        591.000        300.000            619.443                68.6          11.075           52.347
